player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Hassan Haskins,83701,HB,LAC,15,35,4,0,0.0,0,0,94,0,0,4,77,23.2,1,14,27,1,9,33.7,55.3,83.0,,55.1,55.7,58.2,44.6,12,0,49,3,71,41,0,0,4,38,2,94,77,2.2,2.7,0.69,17
Chris Rodriguez Jr.,83689,HB,WAS,7,35,14,3,34.1,59,0,173,0,0,14,137,152.2,3,10,32,0,21,80.7,88.4,80.3,,29.5,58.5,90.1,57.8,25,0,12,1,20,46,0,0,1,36,2,173,137,3.91,4.9,0.6,14
Michael Carter,57337,HB,ARZ,3,35,5,0,0.0,0,0,131,0,3,5,81,40.2,2,9,1,0,19,81.6,61.8,80.3,,69.9,60.4,61.8,59.4,13,0,57,11,76,40,0,0,11,46,1,131,81,2.31,3.7,0.75,16
Will Shipley,144138,HB,PHI,9,34,3,2,45.9,73,0,159,0,1,3,85,26.3,2,5,24,0,15,82.8,67.4,79.9,,65.0,66.0,65.7,59.7,57,0,35,4,24,41,0,0,4,38,1,159,85,2.5,4.7,1.46,16
Matthew Stafford,4924,QB,LA,18,34,1,0,0.0,0,0,-5,0,0,0,21,0.0,3,10,26,8,0,58.5,74.7,90.4,73.3,,58.4,57.0,60.0,15,1,0,0,1,479,43,4,0,30,0,38,22,0.65,1.1,0.0,3
Cordarrelle Patterson,7810,HB,PIT,13,32,10,0,0.0,0,0,135,0,2,10,112,95.5,6,7,25,1,17,47.2,67.6,0.1,,33.4,73.1,64.2,58.0,14,2,80,12,53,48,0,0,14,44,0,135,112,3.5,4.2,1.51,14
Dare Ogunbowale,12329,HB,HST,19,32,4,1,27.8,35,0,126,1,8,4,76,54.8,2,5,13,0,15,82.1,60.6,10.6,,38.9,63.0,69.9,60.0,35,2,198,20,213,39,0,0,26,52,0,126,76,2.38,3.9,0.93,14
Tyler Goodson,101659,HB,IND,15,32,3,3,45.1,69,0,153,1,3,3,82,35.8,3,6,14,0,15,83.0,61.2,83.6,,20.9,51.9,70.4,55.4,33,0,61,11,76,44,0,0,14,43,1,153,82,2.56,4.8,0.8,17
D'Ernest Johnson,45734,HB,JAX,13,32,4,1,15.4,22,0,143,0,4,4,86,48.9,4,7,15,0,11,81.0,60.7,17.2,,24.1,61.1,70.5,60.0,22,2,96,12,117,38,0,0,17,44,0,143,86,2.69,4.5,0.82,20
Deshaun Watson,11767,QB,CLV,7,31,9,0,0.0,0,0,16,0,0,0,11,0.0,3,8,8,5,4,56.9,63.1,62.3,63.4,,,57.6,60.0,16,2,0,0,0,125,132,21,0,10,1,148,121,3.9,4.8,,1
Kenny McIntosh,99158,HB,SEA,8,31,10,2,23.8,41,0,172,0,0,10,108,102.5,4,8,29,0,16,38.4,67.3,80.8,,44.3,58.7,69.0,59.6,25,0,22,3,28,39,0,0,3,34,0,172,108,3.48,5.5,0.79,14
Craig Reynolds,94383,HB,DET,14,31,3,2,25.9,36,0,139,0,1,3,78,29.6,3,6,11,1,12,36.6,57.6,79.0,,43.3,59.8,58.0,62.0,19,0,40,3,33,54,0,0,5,34,0,139,78,2.52,4.5,1.21,19
Isaiah Davis,138299,HB,NYJ,9,30,6,2,21.3,37,0,174,0,0,6,126,64.6,8,10,22,0,7,82.5,75.7,82.2,,55.1,73.8,76.6,56.7,20,0,75,9,60,33,0,0,12,39,1,174,126,4.2,5.8,1.25,21
Mac Jones,60323,QB,JAX,10,28,5,0,0.0,0,0,9,0,0,0,4,0.0,2,12,15,2,0,81.5,65.0,44.4,62.1,,,75.4,60.2,13,3,0,0,0,188,83,14,0,14,1,92,45,1.61,3.3,,0
Jordan Love,40306,QB,GB,16,27,4,0,0.0,0,1,-3,0,0,1,12,6.1,4,9,12,4,1,75.8,75.8,89.6,74.3,,,58.0,60.3,14,5,0,0,0,404,96,13,0,14,1,93,74,2.74,3.4,,1
Tyler Huntley,46448,QB,MIA,5,26,5,0,0.0,0,0,26,0,0,1,16,13.2,5,10,17,6,6,35.3,67.6,85.0,61.6,,,79.7,60.0,20,2,0,0,0,132,109,15,0,11,2,135,90,3.46,5.2,,0
Trevor Lawrence,77632,QB,JAX,10,26,4,0,0.0,0,0,14,0,0,1,12,7.1,4,13,15,3,0,70.7,76.8,67.9,73.8,,,75.6,60.0,33,1,-5,0,0,204,105,13,0,13,3,119,92,3.54,4.6,,1
Pierre Strong Jr.,66619,HB,CLV,12,26,2,1,17.6,19,0,108,1,2,2,68,26.2,2,6,8,0,10,82.7,58.4,88.8,,42.8,48.5,71.3,57.3,19,0,104,14,134,34,0,0,21,40,0,108,68,2.62,4.2,0.78,12
Cooper Rush,12324,QB,DAL,12,26,0,0,0.0,0,0,6,0,0,0,4,0.0,0,4,9,9,1,26.0,52.9,87.4,59.8,,,24.0,60.2,9,0,0,0,0,218,12,4,0,22,0,18,15,0.58,0.7,,6
Mason Rudolph,46569,QB,TEN,8,25,2,0,0.0,0,0,13,0,0,0,11,0.0,4,13,31,5,1,48.6,62.5,21.0,61.5,,,65.3,60.6,14,4,0,0,0,197,93,13,0,12,1,106,51,2.04,4.2,,1
Ronnie Rivers,57208,HB,LA,6,25,3,0,0.0,0,0,107,0,1,3,64,34.1,2,6,26,0,14,79.5,71.5,78.8,,42.0,66.0,73.1,71.3,12,0,34,5,39,31,0,0,6,30,0,107,64,2.56,4.3,0.87,10
Jameis Winston,9434,QB,CLV,12,25,0,0,0.0,0,1,37,0,0,0,16,0.0,3,17,8,5,1,83.5,73.8,46.6,69.9,,,84.3,60.0,13,5,0,0,0,158,46,8,0,17,1,83,18,0.72,3.3,,4
Emari Demercado,77763,HB,ARZ,13,24,9,3,49.3,110,0,223,0,2,9,165,189.1,6,8,1,0,14,80.8,70.8,84.7,,43.9,68.6,79.0,47.7,53,0,104,16,94,34,0,0,19,40,1,223,165,6.88,9.3,1.11,10
Kirk Cousins,7102,QB,ATL,14,24,0,0,0.0,0,0,-18,0,0,0,9,0.0,1,2,2,13,0,46.5,74.3,89.4,72.3,,58.9,65.8,60.0,13,2,0,0,1,391,16,3,0,21,0,-2,16,0.67,-0.1,0.0,5
Xavier Worthy,144718,WR,KC,19,23,5,2,37.5,42,0,112,6,7,5,58,32.5,2,4,16,0,1,83.3,68.7,53.1,,,68.5,65.2,64.0,21,3,768,70,575,241,0,0,106,93,3,112,58,2.52,4.9,1.34,0
Aaron Rodgers,2241,QB,NYJ,17,22,1,0,0.0,0,0,4,0,0,0,0,0.0,4,7,22,5,0,78.0,77.8,23.2,76.3,,60.0,71.9,60.6,18,9,0,0,1,346,103,16,0,6,0,107,47,2.14,4.9,0.0,1
Julius Chestnut,109239,HB,TEN,10,22,4,0,0.0,0,0,102,0,0,4,60,45.5,1,2,31,0,11,81.7,70.7,79.5,,86.3,53.8,73.0,70.6,12,0,11,2,43,29,0,0,3,24,0,102,60,2.73,4.6,0.26,9
Dorian Thompson-Robinson,83574,QB,CLV,7,21,5,1,27.9,34,0,83,0,0,0,49,0.0,5,9,8,3,8,29.0,45.3,83.4,39.3,,,73.1,60.0,34,5,0,0,0,66,39,6,0,15,0,122,82,3.9,5.8,,4
Aidan O'Connell,60516,QB,LV,9,21,0,0,0.0,0,0,4,0,0,0,10,0.0,1,10,23,2,1,66.8,61.2,86.2,58.2,,,74.6,60.0,13,2,0,0,0,151,26,3,0,18,1,30,25,1.19,1.4,,0
Marcus Mariota,9435,QB,WAS,6,20,3,1,35.5,33,0,68,0,0,2,47,36.7,3,7,32,1,3,83.3,88.3,80.9,90.8,,,60.3,60.0,33,0,0,0,0,49,25,4,0,16,1,93,60,3.0,4.7,,7
JaMycal Hasty,25582,HB,NE,12,20,5,1,21.7,15,0,69,0,6,5,58,106.3,1,4,19,0,13,81.4,70.8,82.4,,85.4,65.5,72.3,60.0,15,0,59,10,69,22,0,0,11,30,0,69,58,2.9,3.5,0.86,6
Samaje Perine,11869,HB,KC,19,20,2,0,0.0,0,0,92,2,8,2,48,49.0,3,7,16,0,4,82.3,67.6,88.6,,58.9,72.4,67.7,54.1,13,0,339,29,217,47,0,0,34,49,1,92,48,2.4,4.6,1.56,15
Malik Willis,60341,QB,GB,7,20,6,1,21.0,29,0,54,0,0,1,27,18.7,5,6,12,1,4,52.5,70.3,83.5,65.3,,,71.2,60.0,29,2,0,0,0,140,84,8,0,12,1,138,131,6.55,6.9,,1
Mitch Trubisky,11757,QB,BUF,10,20,0,0,0.0,0,0,-10,0,0,0,2,0.0,0,1,4,1,0,80.9,50.9,80.8,49.5,,,55.2,60.0,8,0,0,0,0,79,8,1,0,19,0,-2,2,0.1,-0.1,,1
Jordan Mims,57209,HB,NO,9,20,1,0,0.0,0,0,70,1,3,1,38,23.8,0,2,20,0,10,79.6,62.8,82.0,,80.4,50.3,67.8,60.0,9,0,71,12,54,32,0,0,16,32,0,70,38,1.9,3.5,1.31,9
Jayden Reed,78171,WR,GB,18,20,5,5,66.3,108,0,163,10,9,5,70,62.0,7,7,12,1,3,51.7,71.7,91.1,,66.2,71.6,63.5,61.2,33,0,903,59,411,276,0,0,79,79,1,163,70,3.5,8.2,2.2,8
Gardner Minshew,41401,QB,LV,10,19,2,0,0.0,0,0,-2,0,0,0,0,0.0,3,5,23,6,0,47.7,60.7,67.7,61.7,,,46.1,60.2,11,1,0,0,0,194,60,11,0,8,0,58,39,2.05,3.1,,2
Drew Lock,39517,QB,NYG,7,18,3,0,0.0,0,0,-1,0,0,0,6,0.0,6,9,21,5,0,40.3,53.6,0.0,48.2,,,90.7,60.0,28,4,0,0,0,104,134,10,0,8,2,133,48,2.67,7.4,,0
Spencer Rattler,97408,QB,NO,7,18,3,1,19.2,28,0,28,0,0,0,0,0.0,5,7,20,5,0,27.1,52.0,86.0,49.4,60.9,58.4,71.3,60.5,28,1,0,0,1,109,118,14,0,4,0,146,85,4.72,8.1,0.0,1
Derek Carr,8671,QB,NO,10,17,1,0,0.0,0,0,21,0,0,1,8,9.9,1,4,20,3,1,60.6,85.6,52.9,86.7,,56.6,48.6,62.1,13,4,0,0,3,282,50,8,0,9,1,71,9,0.53,4.2,0.0,1
Tua Tagovailoa,60326,QB,MIA,11,17,0,0,0.0,0,1,-8,0,0,0,2,0.0,3,5,17,7,0,39.5,70.2,58.3,70.2,,,51.3,60.0,13,3,0,0,0,258,57,7,0,10,0,49,7,0.41,2.9,,2
Deuce Vaughn,122624,HB,DAL,6,17,5,0,0.0,0,0,70,0,2,5,52,107.1,1,2,9,0,5,76.9,59.0,77.4,,25.6,64.3,59.6,60.2,12,0,18,3,21,23,0,0,4,20,0,70,52,3.06,4.1,0.86,11
Jeff Wilson Jr.,29413,HB,MIA,9,16,2,0,0.0,0,0,57,0,0,2,42,27.6,2,3,17,0,7,76.7,59.2,79.2,,83.7,52.0,59.0,78.0,14,0,19,3,40,22,0,0,3,19,0,57,42,2.63,3.6,0.48,8
KaVontae Turpin,47658,WR,DAL,17,16,5,1,17.4,16,1,92,4,4,5,56,67.0,6,5,9,2,6,29.8,71.2,86.9,,,70.0,67.1,56.7,16,1,420,31,204,99,0,0,48,47,0,92,56,3.5,5.8,2.06,5
Keaton Mitchell,123826,HB,BLT,4,15,3,0,0.0,0,0,30,0,0,3,27,33.8,0,2,3,0,5,80.1,50.8,78.6,,70.4,62.3,49.8,58.7,7,0,28,1,9,26,0,0,1,16,0,30,27,1.8,2.0,3.11,9
Jacoby Brissett,10725,QB,NE,8,15,2,0,0.0,0,0,-3,0,0,0,1,0.0,3,5,19,4,0,37.3,59.1,85.5,58.5,,,56.7,60.2,16,2,0,0,0,150,65,9,0,6,0,62,36,2.4,4.1,,1
Raheem Blackshear,57385,HB,CAR,9,15,6,2,53.8,43,0,80,0,0,6,54,144.0,2,2,5,0,3,58.4,58.9,79.0,,21.9,51.2,70.2,60.0,26,0,0,0,26,21,0,0,0,15,0,80,54,3.6,5.3,0.0,12
Marvin Mims Jr.,122937,WR,DEN,18,15,2,1,39.5,17,0,43,2,7,2,36,38.6,2,4,10,1,5,70.5,68.6,87.2,,70.7,72.8,44.5,56.0,17,0,515,41,217,99,0,0,54,56,0,43,36,2.4,2.9,2.37,3
DJ Moore,48267,WR,CHI,17,14,1,0,0.0,0,0,75,3,15,1,29,29.6,3,3,6,1,5,62.0,73.5,71.7,59.7,,73.3,64.6,61.4,14,5,966,98,669,336,0,0,137,112,0,75,29,2.07,5.4,1.44,1
Eric Gray,99143,HB,NYG,14,14,0,0,0.0,0,0,31,1,3,0,22,19.6,0,1,21,1,7,21.0,48.5,82.1,,48.6,60.5,42.0,40.4,6,0,82,10,64,29,0,0,11,24,0,31,22,1.57,2.2,1.28,6
CeeDee Lamb,61570,WR,DAL,15,14,4,1,25.7,18,0,70,11,20,4,37,55.2,5,4,9,1,2,62.4,77.3,14.6,,67.1,79.9,56.3,55.0,18,7,1194,101,526,250,0,0,146,115,0,70,37,2.64,5.0,2.27,2
Dak Prescott,10769,QB,DAL,8,13,0,0,0.0,0,0,9,0,0,0,8,0.0,1,5,9,4,0,56.0,67.9,66.6,67.2,,,59.6,60.0,22,3,0,0,0,156,45,6,0,7,1,54,28,2.15,4.2,,1
Clyde Edwards-Helaire,57279,HB,NO,2,13,4,0,0.0,0,0,46,0,2,4,47,135.6,1,2,20,0,3,75.4,57.4,78.9,,21.4,59.9,60.3,,12,0,24,3,25,13,0,0,5,16,0,46,47,3.62,3.5,0.96,10
Terrell Jennings,102408,HB,NE,2,13,0,0,0.0,0,0,33,0,0,0,30,0.0,0,0,19,0,5,74.7,54.2,77.6,,80.9,52.3,53.7,60.0,7,0,0,0,15,17,0,0,2,13,0,33,30,2.31,2.5,0.0,8
Tyler Badie,83714,HB,DEN,4,13,1,2,62.8,59,0,94,0,0,1,72,34.6,2,4,10,1,4,24.1,63.0,74.5,,,27.2,73.0,60.0,43,0,-2,3,7,16,0,0,3,16,0,94,72,5.54,7.2,-0.29,9
Jase McClellan,123926,HB,ATL,2,13,3,0,0.0,0,0,32,0,0,3,32,56.8,0,2,2,0,5,74.7,70.6,72.8,,74.5,55.9,69.1,,8,0,0,0,4,13,0,0,0,13,0,32,32,2.46,2.5,0.0,8
Derius Davis,78196,WR,LAC,15,13,2,0,0.0,0,0,36,0,4,2,30,51.3,1,2,27,1,2,28.0,74.4,82.4,,,76.4,57.1,56.7,10,0,116,14,80,73,0,0,16,27,0,36,30,2.31,2.8,1.45,1
Mike Boone,31615,HB,CAR,5,13,1,0,0.0,0,1,51,1,1,1,29,31.9,0,3,5,0,5,74.9,53.0,79.2,,18.9,41.0,64.9,,9,1,-2,1,24,13,0,0,3,14,0,51,29,2.23,3.9,-0.08,8
Hunter Luepke,91319,FB,DAL,16,12,3,0,0.0,0,0,38,0,3,3,32,66.7,1,6,9,0,1,76.8,54.0,51.3,,69.3,55.1,63.6,43.0,10,1,111,12,157,105,0,0,15,24,0,38,32,2.67,3.2,0.71,6
Jameson Williams,101701,WR,DET,16,12,2,3,74.6,91,0,122,2,3,2,30,17.6,5,6,11,0,1,82.3,74.5,42.5,41.3,,75.1,81.3,58.1,61,4,1020,59,518,351,0,0,92,71,2,122,30,2.5,10.2,1.97,0
Puka Nacua,100632,WR,LA,13,12,3,0,0.0,0,0,53,5,23,3,45,95.6,0,2,26,0,0,84.0,92.5,61.4,,75.5,92.6,55.6,72.6,9,2,1131,90,350,220,0,0,124,102,1,53,45,3.75,4.4,3.23,0
Andy Dalton,6187,QB,CAR,6,11,1,0,0.0,0,0,-2,0,0,0,0,0.0,1,2,5,2,1,58.2,68.1,85.0,67.4,,,58.0,60.0,18,0,0,0,0,120,36,6,0,5,0,34,34,3.09,3.1,,0
Jake Haener,60596,QB,NO,8,11,0,0,0.0,0,0,-6,0,0,0,0,0.0,0,0,20,0,0,81.8,57.2,79.8,56.7,60.9,,59.4,60.0,9,0,0,0,0,27,28,5,0,6,0,22,0,0.0,2.0,,0
Trey Lance,91399,QB,DAL,4,11,2,0,0.0,0,0,32,0,0,1,18,22.2,1,3,9,0,3,81.8,64.4,80.6,65.8,,,55.5,60.0,11,0,0,0,0,48,9,2,0,9,0,41,42,3.82,3.7,,3
Kenny Pickett,60515,QB,PHI,6,11,0,0,0.0,0,0,-1,0,0,0,3,0.0,0,3,24,1,0,82.4,65.5,81.9,62.9,,59.9,65.8,60.2,8,0,0,0,1,82,13,3,0,8,1,12,4,0.36,1.1,0.0,0
Alec Ingold,34934,FB,MIA,15,10,0,0,0.0,0,1,17,0,0,0,16,0.0,0,6,17,2,0,18.3,44.7,0.0,,61.8,54.2,30.8,54.4,6,3,96,11,104,205,0,0,11,21,1,17,16,1.6,1.7,0.92,0
Rasheen Ali,121717,HB,BLT,4,10,3,0,0.0,0,0,31,1,0,3,30,90.0,0,2,3,0,3,75.9,57.0,78.5,,78.1,28.5,64.9,60.1,9,0,0,0,9,18,0,0,2,10,0,31,30,3.0,3.1,0.0,6
Ray-Ray McCloud III,47895,WR,ATL,17,10,2,2,46.8,37,0,79,3,9,2,39,59.6,3,3,2,3,2,22.1,62.7,68.0,,80.1,62.8,71.6,48.3,20,3,686,62,547,382,0,0,81,72,0,79,39,3.9,7.9,1.25,2
Joe Milton III,82151,QB,NE,1,10,2,0,0.0,0,0,3,0,0,1,10,15.6,0,4,19,1,1,79.8,95.8,78.8,94.9,,,72.6,60.0,9,1,0,0,0,26,13,2,0,8,1,16,24,2.4,1.6,,2
J.J. Taylor,25512,HB,HST,4,10,0,0,0.0,0,0,44,1,0,0,19,0.0,0,1,13,0,7,73.9,59.5,75.9,,30.5,36.8,70.7,,9,0,0,2,17,10,0,0,3,12,0,44,19,1.9,4.4,0.0,3
Joe Flacco,4332,QB,IND,8,9,0,0,0.0,0,1,0,0,0,0,2,0.0,1,2,14,4,1,79.9,71.6,86.6,70.7,,60.0,55.4,60.0,21,3,0,0,1,176,26,3,0,6,0,26,5,0.56,2.9,0.0,1
Zay Flowers,97268,WR,BLT,17,9,4,1,33.9,19,0,56,5,18,4,34,100.1,1,1,3,0,1,83.4,82.1,76.5,,,83.8,68.6,46.5,19,2,1059,74,470,332,0,0,112,83,0,56,34,3.78,6.2,2.25,0
DeeJay Dallas,55632,HB,ARZ,6,9,0,1,44.9,22,0,49,0,0,0,45,0.0,1,4,1,0,4,29.0,75.8,79.8,,67.3,61.3,72.4,91.9,22,0,11,3,22,19,0,0,3,12,0,49,45,5.0,5.4,0.5,3
Jonathon Brooks,144721,HB,CAR,3,9,2,0,0.0,0,0,22,0,3,2,25,115.7,0,0,5,0,1,73.7,61.5,72.4,,82.2,83.5,53.0,,9,0,23,3,10,9,0,0,3,12,0,22,25,2.78,2.4,2.3,8
Tank Dell,78874,WR,HST,14,9,3,3,116.3,50,0,43,5,4,3,30,38.9,3,3,13,0,0,82.9,73.1,72.9,,,73.6,64.7,46.1,18,2,667,51,447,164,0,0,81,60,0,43,30,3.33,4.8,1.49,2
Joshua Dobbs,11890,QB,SF,2,9,1,0,0.0,0,0,9,0,0,0,4,0.0,0,2,28,2,2,24.8,56.7,79.8,61.1,,,44.7,60.0,8,0,0,0,0,27,15,3,0,6,2,24,19,2.11,2.7,,0
Desmond Ridder,55086,QB,LV,5,9,0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,23,3,2,29.9,45.7,20.5,49.0,60.9,,47.3,60.0,11,1,0,0,0,26,35,6,0,3,0,36,28,3.11,4.0,,1
Tre Tucker,101106,WR,LV,17,9,0,0,0.0,0,0,44,2,4,0,15,11.9,2,3,23,0,0,83.7,57.5,90.2,,66.2,58.0,51.6,49.6,11,1,539,47,640,301,0,0,78,56,1,44,15,1.67,4.9,0.84,0
Tyreek Hill,10799,WR,MIA,17,8,2,1,30.2,16,2,53,3,13,2,13,27.4,2,2,17,0,0,84.1,72.7,56.4,,,77.3,57.0,30.6,16,7,959,81,547,323,0,0,121,89,0,53,13,1.63,6.6,1.75,0
Bo Melton,61610,WR,GB,18,8,5,2,59.3,32,0,54,0,1,5,24,105.9,4,4,12,0,3,75.4,63.2,53.7,,,57.6,78.1,69.5,16,2,107,9,108,165,0,0,19,17,0,54,24,3.0,6.8,0.99,1
Tommy DeVito,60545,QB,NYG,3,8,0,0,0.0,0,0,1,0,0,0,4,0.0,1,1,21,0,1,82.3,51.3,80.2,52.2,,,53.5,60.3,17,0,0,0,0,29,31,4,0,4,0,32,17,2.13,4.0,,1
Mark Andrews,47436,TE,BLT,19,8,0,0,0.0,0,0,13,3,5,0,2,1.8,0,7,3,1,0,50.0,83.1,78.2,,58.7,84.6,86.6,54.7,3,1,761,62,405,309,0,0,79,70,0,13,2,0.25,1.6,1.88,0
Sterling Shepard,10674,WR,TB,15,8,2,2,62.3,43,0,69,4,4,2,31,58.1,3,4,30,0,0,78.6,54.8,0.0,,62.3,57.0,60.2,51.0,24,6,334,32,365,142,0,0,49,40,0,69,31,3.88,8.6,0.92,0
Dalvin Cook,11796,HB,DAL,2,8,0,0,0.0,0,0,20,0,0,0,18,0.0,0,0,9,0,1,72.5,53.3,76.8,,78.8,64.4,49.5,,4,0,10,1,10,8,0,0,1,9,0,20,18,2.25,2.5,1.0,6
Michael Penix Jr.,82134,QB,ATL,5,7,0,0,0.0,0,0,-3,0,0,0,0,0.0,0,1,2,2,0,34.9,87.9,83.7,87.6,,,51.3,60.5,5,0,0,0,0,110,14,4,0,3,1,11,25,3.57,1.6,,0
Calvin Ridley,48262,WR,TEN,17,7,0,1,39.6,19,1,48,8,7,0,15,21.1,3,3,31,1,0,48.7,73.4,89.9,,,74.7,46.9,51.4,19,2,1017,64,546,306,0,0,113,71,1,48,15,2.14,6.9,1.86,0
Michael Burton,9601,FB,DEN,18,7,1,0,0.0,0,0,8,0,0,1,6,5.0,0,3,10,0,0,74.7,65.9,85.0,,77.8,59.3,55.5,69.6,3,0,65,10,63,101,0,0,10,17,1,8,6,0.86,1.1,1.03,0
Clayton Tune,77652,QB,ARZ,6,7,0,0,0.0,0,0,-4,0,0,0,2,0.0,0,2,1,1,1,19.9,45.6,76.3,61.5,,,43.1,60.0,2,0,0,0,0,29,0,0,0,7,0,-4,2,0.29,-0.6,,0
Rashid Shaheed,63707,WR,NO,6,6,0,0,0.0,0,0,29,0,0,0,10,0.0,1,2,20,0,2,82.6,69.7,85.2,,,69.2,66.1,54.8,13,2,349,20,171,104,0,0,40,26,0,29,10,1.67,4.8,2.04,0
Tyson Bagent,169628,QB,CHI,4,6,0,0,0.0,0,0,-7,0,0,0,0,0.0,0,0,6,0,0,71.7,64.4,73.2,62.0,,,61.6,60.0,-1,0,0,0,0,11,0,0,0,6,0,-7,0,0.0,-1.2,,0
Xavier Legette,99197,WR,CAR,16,6,3,0,0.0,0,0,24,8,8,3,21,70.0,0,2,5,0,0,81.2,59.3,89.0,,46.2,59.4,57.3,54.3,8,0,497,49,417,238,0,0,81,55,0,24,21,3.5,4.0,1.19,0
Brian Thomas Jr.,146760,WR,JAX,17,6,2,1,37.5,18,0,48,6,9,2,12,23.7,3,3,15,0,2,83.6,82.0,39.7,,,83.4,62.8,49.7,18,4,1282,87,523,269,0,0,129,93,0,48,12,2.0,8.0,2.45,0
Travis Homer,45859,HB,CHI,6,6,0,0,0.0,0,0,23,0,0,0,12,0.0,0,2,6,0,1,72.9,62.1,79.9,,90.1,51.9,62.6,58.7,6,0,11,3,44,10,0,0,3,9,0,23,12,2.0,3.8,0.25,3
Aaron Shampklin,148900,HB,PIT,3,6,1,0,0.0,0,0,17,0,0,1,14,38.9,0,1,25,0,3,74.2,52.5,77.7,,43.8,51.8,52.1,67.5,5,0,0,0,12,8,0,0,0,6,0,17,14,2.33,2.8,0.0,3
MarShawn Lloyd,124247,HB,GB,1,6,0,0,0.0,0,0,15,0,0,0,7,0.0,0,0,12,0,3,71.1,53.3,79.0,,,59.7,53.8,60.0,5,0,3,1,3,7,0,0,1,7,0,15,7,1.17,2.5,1.0,3
Jermar Jefferson,83740,HB,DET,2,6,1,0,0.0,0,0,22,0,0,1,13,31.0,0,1,11,0,4,71.1,55.3,69.8,,18.3,75.4,56.1,,8,0,10,1,4,6,0,0,1,7,0,22,13,2.17,3.7,2.5,2
Sione Vaki,158505,HB,DET,10,6,1,0,0.0,0,0,14,0,0,1,12,22.2,0,0,11,0,1,74.2,66.9,77.9,,,81.7,60.1,53.7,7,0,37,3,15,13,0,0,3,9,0,14,12,2.0,2.3,2.47,5
Greg Dortch,42237,WR,ARZ,17,5,0,0,0.0,0,0,31,2,14,0,8,53.3,0,0,1,2,3,24.7,63.9,85.8,,,65.2,44.4,54.6,8,0,342,37,290,122,0,0,46,42,0,31,8,1.6,6.2,1.18,0
Tanner McKee,131770,QB,PHI,2,5,0,0,0.0,0,0,-1,0,0,0,0,0.0,0,1,24,1,1,80.7,71.8,80.3,70.0,,,64.2,60.0,2,0,0,0,0,42,0,0,0,5,0,-1,0,0.0,-0.2,,0
Kyle Juszczyk,7912,FB,SF,17,5,2,0,0.0,0,0,26,0,1,2,15,37.5,1,1,28,1,1,26.8,61.8,74.4,,72.9,57.2,49.4,69.7,14,2,200,19,245,244,0,0,29,24,1,26,15,3.0,5.2,0.82,2
Jacob Kibodi,57427,HB,CLV,1,5,1,1,70.8,17,0,24,0,1,1,16,106.7,1,1,8,0,0,70.3,60.9,72.5,,,74.8,53.0,60.0,17,0,15,1,11,6,0,0,3,6,0,24,16,3.2,4.8,1.36,5
Jaxon Smith-Njigba,129758,WR,SEA,17,5,1,0,0.0,0,1,26,2,12,1,21,52.0,0,1,29,1,2,60.2,81.0,69.2,59.7,,83.5,50.6,44.3,8,3,1130,100,625,274,0,0,133,105,0,26,21,4.2,5.2,1.81,0
DJ Turner,47663,WR,LV,12,5,3,1,54.5,18,0,33,0,2,3,39,185.7,1,1,23,0,2,35.0,54.9,59.1,,69.0,55.5,58.1,52.2,18,1,158,16,238,107,0,0,28,21,1,33,39,7.8,6.6,0.66,0
Brock Bowers,146715,TE,LV,17,5,1,0,0.0,0,0,13,4,4,1,19,16.2,1,2,23,0,0,84.8,85.1,83.1,,51.6,88.4,56.8,56.1,12,1,1194,112,592,292,0,0,148,117,0,13,19,3.8,2.6,2.02,0
Curtis Samuel,11795,WR,BUF,17,5,2,0,0.0,0,0,14,2,4,2,8,22.9,0,0,4,0,0,78.5,65.5,89.2,,,65.8,52.8,59.3,7,1,334,37,262,167,0,0,51,42,0,14,8,1.6,2.8,1.27,1
Malik Nabers,146759,WR,NYG,15,5,0,0,0.0,0,1,2,8,19,0,6,20.0,0,1,21,1,0,61.8,86.7,78.1,60.0,,87.1,50.7,61.4,4,6,1204,109,556,280,0,0,165,114,0,2,6,1.2,0.4,2.17,0
Ashton Dulin,91479,WR,IND,15,5,2,0,0.0,0,0,45,0,1,2,23,197.1,2,2,14,0,0,74.6,54.9,39.0,,70.4,55.6,69.1,43.7,12,2,67,2,61,112,0,0,8,7,0,45,23,4.6,9.0,1.1,0
Tucker Kraft,104034,TE,GB,18,5,0,0,0.0,0,0,16,2,15,0,13,65.0,0,5,12,1,0,26.5,67.8,69.7,,61.0,71.0,82.1,54.3,8,4,733,55,474,446,0,0,70,60,0,16,13,2.6,3.2,1.55,0
