team,abbr,year,nfelo,qb_adj,value,off_epa,off_pass_epa,off_rush_epa,def_epa,def_pass_epa,def_rush_epa,point_diff,wins,pythag_wins,film,pass_rate,rush_rate,proe,adot,shotgun_pct,no_huddle_pct,personnel_11_pct,personnel_12_pct,top_min,net_epa,win_pct,qb_grade,rb_grade,wr_grade,edge_grade,idl_grade,lb_grade,cb_grade,s_grade,ol_grade,success_rate,dropback_sr,rush_sr,lag_off_epa,lag_off_pass_epa,lag_off_rush_epa,lag_def_epa,lag_def_pass_epa,lag_def_rush_epa,lag_net_epa,lag_wins,lag_win_pct,lag_nfelo,lag_qb_adj,lag_pythag_wins,lag_pass_rate,lag_proe,lag_adot,lag_shotgun_pct,lag_qb_grade,lag_ol_grade,lag_rb_grade,lag_wr_grade,lag_edge_grade,lag_idl_grade,lag_lb_grade,lag_cb_grade,lag_s_grade,lag_success_rate,lag_dropback_sr,lag_rush_sr,lag2_net_epa,epa_trend_2yr,lag2_nfelo,nfelo_trend,next_net_epa,next_win_pct,next_wins
Browns,CLE,2011,1433.15,33.782,-3.38192,-0.0888,-0.1029,-0.107777,0.0036,-0.0052,-0.0167434,-5.5625,4,4.9216,5,,,,,,,,,,-0.08,0.25,59.3,57.833333333333336,63.1,63.400000000000006,63.65,62.01666666666667,64.44,64.92,,,,,-0.0613,-0.1002,-0.114339,0.0129,0.0768,-0.0405503,-0.12,5.0,0.313,1436.0,13.6975,6.1117,,,,,64.83333333333333,,74.2,62.06,63.5,53.5,66.0,68.0,55.279999999999994,,,,,,1311.25,124.75,-0.06,0.313,5.0
Browns,CLE,2012,1343.47,-87.3246,-6.06836,-0.072,-0.0946,-0.0380733,-0.0091,0.0585,-0.0897778,-4.125,5,6.1598,6,,,,,,,,,,-0.06,0.313,50.6,67.15,68.45714285714286,64.41666666666667,60.98,72.08571428571427,70.26,68.35,,,,,-0.0888,-0.1029,-0.107777,0.0036,-0.0052,-0.0167434,-0.08,4.0,0.25,1433.15,33.782,4.9216,,,,,59.3,,57.833333333333336,63.1,63.400000000000006,63.65,62.01666666666667,64.44,64.92,,,,-0.12,0.039999999999999994,1436.0,-2.849999999999909,-0.06,0.25,4.0
Browns,CLE,2013,1396.27,18.7308,-3.6834,-0.082,-0.1015,-0.0395296,0.015,0.0169,-0.0432461,-6.125,4,5.4708,6,,,,,,,,,,-0.06,0.25,66.16666666666667,63.45,63.46,69.75,62.675,47.43333333333334,59.8,69.03333333333333,,,,,-0.072,-0.0946,-0.0380733,-0.0091,0.0585,-0.0897778,-0.06,5.0,0.313,1343.47,-87.3246,6.1598,,,,,50.6,,67.15,68.45714285714286,64.41666666666667,60.98,72.08571428571427,70.26,68.35,,,,-0.08,0.020000000000000004,1433.15,-89.68000000000006,-0.02,0.43799999999999994,7.0
Browns,CLE,2014,1401.33,-50.1862,-4.64268,-0.1055,-0.0425,-0.124677,-0.0582,-0.1017,-0.0254374,-2.375,7,6.8734,6,,,,,,,,,,-0.02,0.43799999999999994,49.6,52.63333333333333,72.83333333333333,70.825,55.86,66.6,65.38571428571429,76.675,,,,,-0.082,-0.1015,-0.0395296,0.015,0.0169,-0.0432461,-0.06,4.0,0.25,1396.27,18.7308,5.4708,,,,,66.16666666666667,,63.45,63.46,69.75,62.675,47.43333333333334,59.8,69.03333333333333,,,,-0.06,0.0,1343.47,52.799999999999955,-0.14,0.188,3.0
Browns,CLE,2015,1317.56,-65.3662,-6.29851,-0.1093,-0.0884,-0.103147,0.0558,0.1557,-0.0469211,-9.625,3,4.1639,5,,,,,,,,,,-0.14,0.188,53.13333333333333,55.53333333333333,59.9375,63.75,61.63333333333333,61.75,51.84285714285714,63.325,,,,,-0.1055,-0.0425,-0.124677,-0.0582,-0.1017,-0.0254374,-0.02,7.0,0.43799999999999994,1401.33,-50.1862,6.8734,,,,,49.6,,52.63333333333333,72.83333333333333,70.825,55.86,66.6,65.38571428571429,76.675,,,,-0.06,0.039999999999999994,1396.27,5.059999999999945,-0.21,0.063,1.0
Browns,CLE,2016,1278.03,-6.83,-9.20753,-0.0944,-0.0643,-0.100817,0.1111,0.25,0.00661455,-11.75,1,3.496,3,0.6714,0.3286,-0.0011,8.5876,0.491,0.1485,0.4964,0.2292,28.233333333333334,-0.21,0.063,60.900000000000006,62.86666666666667,61.21666666666667,52.06666666666666,66.52,65.74,63.96,58.375,,,,,-0.1093,-0.0884,-0.103147,0.0558,0.1557,-0.0469211,-0.14,3.0,0.188,1317.56,-65.3662,4.1639,,,,,53.13333333333333,,55.53333333333333,59.9375,63.75,61.63333333333333,61.75,51.84285714285714,63.325,,,,-0.02,-0.12000000000000001,1401.33,-83.76999999999998,-0.16,0.0,0.0
Browns,CLE,2017,1274.64,-4.8932,-8.26034,-0.1778,-0.2883,-0.00945954,0.0226,0.1105,-0.144395,-11.0,0,3.3487,2,0.6697,0.3303,-0.0114,9.0541,0.5439,0.0905,0.5351,0.1579,28.116666666666667,-0.16,0.0,55.03333333333333,66.39999999999999,59.88333333333333,67.8,66.06,54.53333333333333,66.11666666666666,60.160000000000004,,,,,-0.0944,-0.0643,-0.100817,0.1111,0.25,0.00661455,-0.21,1.0,0.063,1278.03,-6.83,3.496,0.6714,-0.0011,8.5876,0.491,60.900000000000006,,62.86666666666667,61.21666666666667,52.06666666666666,66.52,65.74,63.96,58.375,,,,-0.14,-0.06999999999999998,1317.56,-39.52999999999997,-0.03,0.467,7.0
Browns,CLE,2018,1487.25,34.2746,-0.384937,-0.0667,-0.0203,-0.0351804,-0.0222,0.0037,-0.00456727,-2.0625,7,7.1693,10,0.6329,0.3671,0.0006,9.5614,0.4354,0.0472,0.5513,0.2301,29.283333333333335,-0.03,0.467,65.1,79.25,65.85000000000001,64.15,51.4,55.971428571428575,65.4,63.724999999999994,,,,,-0.1778,-0.2883,-0.00945954,0.0226,0.1105,-0.144395,-0.16,0.0,0.0,1274.64,-4.8932,3.3487,0.6697,-0.0114,9.0541,0.5439,55.03333333333333,,66.39999999999999,59.88333333333333,67.8,66.06,54.53333333333333,66.11666666666666,60.160000000000004,,,,-0.21,0.04999999999999999,1278.03,-3.3899999999998727,-0.076,0.375,6.0
Browns,CLE,2019,1472.93,-2.7749,-0.384326,-0.0557,-0.0436,-0.0598959,0.0052,0.0174,0.0182386,-3.625,6,6.5041,7,0.6174,0.3826,-0.0104,8.6182,0.5264,0.0465,0.5264,0.2641,29.583333333333332,-0.076,0.375,61.849999999999994,69.075,61.699999999999996,67.46000000000001,56.120000000000005,47.06666666666666,60.95000000000001,69.275,63.83798048038455,0.413,0.43700000000000006,0.373,-0.0667,-0.0203,-0.0351804,-0.0222,0.0037,-0.00456727,-0.03,7.0,0.467,1487.25,34.2746,7.1693,0.6329,0.0006,9.5614,0.4354,65.1,,79.25,65.85000000000001,64.15,51.4,55.971428571428575,65.4,63.724999999999994,,,,-0.16,0.13,1274.64,212.6099999999999,0.01,0.667,12.0
Browns,CLE,2020,1512.72,21.7947,1.02735,0.0741,0.1592,0.00409857,0.0735,0.1253,0.00737792,-0.2778,12,8.8879,13,0.5458,0.4542,-0.0341,8.5423,0.2572,0.0398,0.3646,0.2964,31.083333333333332,0.01,0.667,63.15,75.26666666666667,68.5,69.24,58.375,61.271428571428565,55.01666666666667,55.660000000000004,73.32023676028389,0.469,0.524,0.401,-0.0557,-0.0436,-0.0598959,0.0052,0.0174,0.0182386,-0.076,6.0,0.375,1472.93,-2.7749,6.5041,0.6174,-0.0104,8.6182,0.5264,61.849999999999994,63.83798048038455,69.075,61.699999999999996,67.46000000000001,56.120000000000005,47.06666666666666,60.95000000000001,69.275,0.413,0.43700000000000006,0.373,-0.03,-0.046,1487.25,-14.319999999999936,-0.005,0.47100000000000003,8.0
Browns,CLE,2021,1534.93,17.2742,0.764502,-0.0309,-0.0504,0.0549883,0.0042,-0.0269,0.0135446,-1.2941,8,7.8853,13,0.5753,0.4247,-0.0498,8.3017,0.2875,0.0748,0.34,0.2581,30.6,-0.005,0.47100000000000003,63.400000000000006,75.45,61.760000000000005,66.64999999999999,47.4,67.92857142857143,64.72857142857143,59.76666666666667,72.98283642098488,0.43700000000000006,0.45,0.42,0.0741,0.1592,0.00409857,0.0735,0.1253,0.00737792,0.01,12.0,0.667,1512.72,21.7947,8.8879,0.5458,-0.0341,8.5423,0.2572,63.15,73.32023676028389,75.26666666666667,68.5,69.24,58.375,61.271428571428565,55.01666666666667,55.660000000000004,0.469,0.524,0.401,-0.076,0.086,1472.93,39.789999999999964,-0.016,0.41200000000000003,7.0
Browns,CLE,2022,1516.36,10.7914,1.35613,-0.0066,-0.0396,0.0460059,0.0119,-0.0363,0.0581771,-1.1765,7,7.9576,10,0.5596,0.4404,-0.0765,8.3234,0.4015,0.1256,0.5333,0.2652,31.616666666666667,-0.016,0.41200000000000003,68.65,68.2,62.728571428571435,63.760000000000005,49.85,60.0,60.800000000000004,55.1,67.11839670754678,0.441,0.445,0.435,-0.0309,-0.0504,0.0549883,0.0042,-0.0269,0.0135446,-0.005,8.0,0.47100000000000003,1534.93,17.2742,7.8853,0.5753,-0.0498,8.3017,0.2875,63.400000000000006,72.98283642098488,75.45,61.760000000000005,66.64999999999999,47.4,67.92857142857143,64.72857142857143,59.76666666666667,0.43700000000000006,0.45,0.42,0.01,-0.015,1512.72,22.210000000000036,0.05,0.611,11.0
Browns,CLE,2023,1528.74,22.0964,1.3772,-0.137,-0.2081,-0.0947075,-0.1763,-0.2269,-0.119801,0.1667,11,9.0783,9,0.5893,0.4107,-0.0371,8.5468,0.6042,0.0618,0.7188,0.1577,32.083333333333336,0.05,0.611,57.17999999999999,70.07499999999999,59.75,68.96000000000001,57.86,63.68571428571429,66.14,66.31666666666666,,,,,-0.0066,-0.0396,0.0460059,0.0119,-0.0363,0.0581771,-0.016,7.0,0.41200000000000003,1516.36,10.7914,7.9576,0.5596,-0.0765,8.3234,0.4015,68.65,67.11839670754678,68.2,62.728571428571435,63.760000000000005,49.85,60.0,60.800000000000004,55.1,0.441,0.445,0.435,-0.005,-0.011,1534.93,-18.570000000000164,-0.1797469028,0.177,3.0
Browns,CLE,2024,1374.21,-16.8767,-5.62638,-0.1964,-0.2691,-0.0661024,-0.0147,0.0612,-0.0737354,-10.4118,3,3.8212,2,0.6869,0.3131,0.004,7.7864,,0.1517,,,30.116666666666667,-0.1797469028,0.177,55.8,60.160000000000004,61.95714285714286,62.23333333333333,57.8,65.1,51.949999999999996,62.9,,,,,-0.137,-0.2081,-0.0947075,-0.1763,-0.2269,-0.119801,0.05,11.0,0.611,1528.74,22.0964,9.0783,0.5893,-0.0371,8.5468,0.6042,57.17999999999999,,70.07499999999999,59.75,68.96000000000001,57.86,63.68571428571429,66.14,66.31666666666666,,,,-0.016,0.066,1516.36,12.38000000000011,,,5.0
Browns,CLE,2025,1386.42,-26.7378,-4.04702,-0.2101,-0.3127,-0.0523226,-0.0959,-0.145,-0.0686135,-5.8824,5,5.5433,8,0.6235,0.3765,-0.0372,6.8094,,0.0895,,,29.216666666666665,,,,,,,,,,,,,,,-0.1964,-0.2691,-0.0661024,-0.0147,0.0612,-0.0737354,-0.1797469028,3.0,0.177,1374.21,-16.8767,3.8212,0.6869,0.004,7.7864,,55.8,,60.160000000000004,61.95714285714286,62.23333333333333,57.8,65.1,51.949999999999996,62.9,,,,0.05,-0.22974690279999999,1528.74,-154.52999999999997,,,
Cowboys,DAL,2011,1543.17,4.7575,1.01903,0.0247,0.1402,-0.100971,-0.0052,0.049,-0.0957271,1.375,8,8.5817,11,,,,,,,,,,0.07,0.5,66.76666666666667,70.86666666666667,71.43333333333334,78.05,68.31428571428572,55.349999999999994,58.925,65.625,,,,,-0.0039,0.0407,-0.0426267,0.0424,0.1044,-0.118078,0.0,6.0,0.375,1448.05,-97.0613,7.0443,,,,,70.23333333333333,,59.6,63.760000000000005,80.25,64.51666666666667,78.0,62.675,60.96666666666667,,,,,,1675.4,-227.35000000000014,0.0,0.5,8.0
Cowboys,DAL,2012,1540.79,20.2414,1.82476,0.0347,0.1236,-0.0988018,0.0658,0.1458,-0.0450757,-1.5,8,7.4145,11,,,,,,,,,,0.0,0.5,67.9,62.55,63.81428571428571,75.85,59.489999999999995,57.1625,62.019999999999996,56.56,,,,,0.0247,0.1402,-0.100971,-0.0052,0.049,-0.0957271,0.07,8.0,0.5,1543.17,4.7575,8.5817,,,,,66.76666666666667,,70.86666666666667,71.43333333333334,78.05,68.31428571428572,55.349999999999994,58.925,65.625,,,,0.0,0.07,1448.05,95.12000000000012,0.0,0.5,8.0
Cowboys,DAL,2013,1421.07,-56.4571,-2.69131,0.0786,0.0719,0.0126966,0.0585,0.0882,0.0155624,0.4375,8,8.1524,11,,,,,,,,,,0.0,0.5,71.85,64.45,69.7,70.36666666666667,54.175,52.528571428571425,67.5,59.02,,,,,0.0347,0.1236,-0.0988018,0.0658,0.1458,-0.0450757,0.0,8.0,0.5,1540.79,20.2414,7.4145,,,,,67.9,,62.55,63.81428571428571,75.85,59.489999999999995,57.1625,62.019999999999996,56.56,,,,0.07,-0.07,1543.17,-2.380000000000109,0.13,0.722,13.0
Cowboys,DAL,2014,1606.85,17.8837,3.57792,0.1107,0.2656,-0.0377812,-0.0065,0.0441,-0.0587916,6.3333,13,11.6092,12,,,,,,,,,,0.13,0.722,66.85,75.86666666666666,70.88,66.39999999999999,63.199999999999996,58.01428571428572,62.63333333333333,56.45,,,,,0.0786,0.0719,0.0126966,0.0585,0.0882,0.0155624,0.0,8.0,0.5,1421.07,-56.4571,8.1524,,,,,71.85,,64.45,69.7,70.36666666666667,54.175,52.528571428571425,67.5,59.02,,,,0.0,0.0,1540.79,-119.72000000000003,-0.12,0.25,4.0
Cowboys,DAL,2015,1388.83,-110.342,-3.44765,-0.0748,-0.1362,-0.0245296,0.0421,0.1047,-0.0235042,-6.1875,4,5.2075,7,,,,,,,,,,-0.12,0.25,56.199999999999996,66.825,63.285714285714285,63.82000000000001,56.81666666666666,61.36666666666667,64.28333333333333,61.849999999999994,,,,,0.1107,0.2656,-0.0377812,-0.0065,0.0441,-0.0587916,0.13,13.0,0.722,1606.85,17.8837,11.6092,,,,,66.85,,75.86666666666666,70.88,66.39999999999999,63.199999999999996,58.01428571428572,62.63333333333333,56.45,,,,0.0,0.13,1421.07,185.77999999999997,0.12,0.765,13.0
Cowboys,DAL,2016,1528.96,22.7623,0.829653,0.1109,0.1968,0.053622,-0.0107,0.075,-0.106522,6.5882,13,11.2639,11,0.5423,0.4577,-0.0282,8.0603,0.3538,0.0553,0.6294,0.2129,31.816666666666666,0.12,0.765,64.39999999999999,60.425,71.34,53.699999999999996,56.48,63.07142857142857,67.3,74.25,,,,,-0.0748,-0.1362,-0.0245296,0.0421,0.1047,-0.0235042,-0.12,4.0,0.25,1388.83,-110.342,5.2075,,,,,56.199999999999996,,66.825,63.285714285714285,63.82000000000001,56.81666666666666,61.36666666666667,64.28333333333333,61.849999999999994,,,,0.13,-0.25,1606.85,-218.01999999999998,0.0,0.563,9.0
Cowboys,DAL,2017,1517.04,-14.3178,1.43551,-0.0056,-0.0831,0.069246,-0.0305,0.0241,-0.0433417,1.375,9,8.6071,9,0.5586,0.4414,-0.0565,8.0305,0.3344,0.0931,0.5348,0.207,30.033333333333335,0.0,0.563,70.05000000000001,67.23333333333333,65.86666666666666,71.76666666666667,51.128571428571426,64.8,70.12,70.39999999999999,,,,,0.1109,0.1968,0.053622,-0.0107,0.075,-0.106522,0.12,13.0,0.765,1528.96,22.7623,11.2639,0.5423,-0.0282,8.0603,0.3538,64.39999999999999,,60.425,71.34,53.699999999999996,56.48,63.07142857142857,67.3,74.25,,,,-0.12,0.24,1388.83,140.1300000000001,0.05,0.611,11.0
Cowboys,DAL,2018,1532.17,14.0393,1.41187,-0.0217,0.0315,-0.000931747,-0.0282,0.0484,-0.115211,0.5,11,9.2522,9,0.6071,0.3929,-0.016,7.5598,0.4329,0.0913,0.6342,0.1869,31.35,0.05,0.611,74.6,59.23333333333333,69.55714285714285,67.825,65.28571428571429,65.47142857142858,72.52499999999999,59.725,,,,,-0.0056,-0.0831,0.069246,-0.0305,0.0241,-0.0433417,0.0,9.0,0.563,1517.04,-14.3178,8.6071,0.5586,-0.0565,8.0305,0.3344,70.05000000000001,,67.23333333333333,65.86666666666666,71.76666666666667,51.128571428571426,64.8,70.12,70.39999999999999,,,,0.12,-0.12,1528.96,-11.920000000000073,0.137,0.5,8.0
Cowboys,DAL,2019,1572.91,12.4919,3.61489,0.073,0.1912,0.0291831,-0.0469,-0.0185,-0.0916047,7.0625,8,10.7434,10,0.6041,0.3959,-0.0242,9.4178,0.4603,0.1159,0.5977,0.2252,29.333333333333332,0.137,0.5,80.1,79.95,70.54285714285714,69.33333333333333,59.54,61.5,62.949999999999996,69.48,67.62259588775032,0.48700000000000004,0.523,0.43,-0.0217,0.0315,-0.000931747,-0.0282,0.0484,-0.115211,0.05,11.0,0.611,1532.17,14.0393,9.2522,0.6071,-0.016,7.5598,0.4329,74.6,,59.23333333333333,69.55714285714285,67.825,65.28571428571429,65.47142857142858,72.52499999999999,59.725,,,,0.0,0.05,1517.04,15.13000000000011,-0.101,0.375,6.0
Cowboys,DAL,2020,1434.14,-57.884,-2.08703,-0.0348,-0.0424,-0.0437465,0.0503,0.0825,0.029382,-4.875,6,6.3171,5,0.6373,0.3627,-0.017,7.4827,0.4537,0.1413,0.6403,0.294,28.216666666666665,-0.101,0.375,61.775000000000006,66.2,68.32000000000001,72.86666666666666,47.6,52.166666666666664,56.65,60.325,62.32534452629704,0.461,0.491,0.408,0.073,0.1912,0.0291831,-0.0469,-0.0185,-0.0916047,0.137,8.0,0.5,1572.91,12.4919,10.7434,0.6041,-0.0242,9.4178,0.4603,80.1,67.62259588775032,79.95,70.54285714285714,69.33333333333333,59.54,61.5,62.949999999999996,69.48,0.48700000000000004,0.523,0.43,0.05,0.08700000000000001,1532.17,40.74000000000001,0.173,0.667,12.0
Cowboys,DAL,2021,1703.78,8.3627,7.51819,0.054,0.1596,-0.0466579,-0.1085,-0.1549,-0.0152869,9.2222,12,12.637,14,0.6177,0.3823,0.0125,7.9073,0.3985,0.1321,0.5545,0.3,30.433333333333334,0.173,0.667,70.25,71.58,74.13333333333334,67.3,52.0,61.050000000000004,61.73333333333334,67.0,70.13222697014568,0.46799999999999997,0.501,0.41100000000000003,-0.0348,-0.0424,-0.0437465,0.0503,0.0825,0.029382,-0.101,6.0,0.375,1434.14,-57.884,6.3171,0.6373,-0.017,7.4827,0.4537,61.775000000000006,62.32534452629704,66.2,68.32000000000001,72.86666666666666,47.6,52.166666666666664,56.65,60.325,0.461,0.491,0.408,0.137,-0.23800000000000002,1572.91,-138.76999999999998,0.118,0.684,13.0
Cowboys,DAL,2022,1635.12,16.7543,6.10649,0.032,0.0616,-0.0171939,-0.0974,-0.1016,-0.0970888,7.1053,13,12.816,10,0.545,0.455,-0.061,8.0541,0.3956,0.139,0.5794,0.2897,29.3,0.118,0.684,64.25,80.66666666666667,62.1625,72.03333333333333,51.416666666666664,59.08,58.5,63.48,58.375287797053005,0.452,0.483,0.414,0.054,0.1596,-0.0466579,-0.1085,-0.1549,-0.0152869,0.173,12.0,0.667,1703.78,8.3627,12.637,0.6177,0.0125,7.9073,0.3985,70.25,70.13222697014568,71.58,74.13333333333334,67.3,52.0,61.050000000000004,61.73333333333334,67.0,0.46799999999999997,0.501,0.41100000000000003,-0.101,0.274,1434.14,269.6399999999999,0.21,0.667,12.0
Cowboys,DAL,2023,1690.76,19.196,7.85779,0.115,0.1528,0.00593776,-0.0715,-0.0997,-0.0849303,9.8889,12,12.9644,13,0.6196,0.3804,0.0307,7.8078,0.5983,0.0562,0.6017,0.153,31.466666666666665,0.21,0.667,74.0,63.5,68.71666666666667,70.95,57.63333333333333,59.925,64.67142857142858,63.98,,,,,0.032,0.0616,-0.0171939,-0.0974,-0.1016,-0.0970888,0.118,13.0,0.684,1635.12,16.7543,12.816,0.545,-0.061,8.0541,0.3956,64.25,58.375287797053005,80.66666666666667,62.1625,72.03333333333333,51.416666666666664,59.08,58.5,63.48,0.452,0.483,0.414,0.173,-0.05499999999999999,1703.78,-68.66000000000008,-0.1874393508,0.41200000000000003,7.0
Cowboys,DAL,2024,1431.24,-42.2852,-3.34535,-0.0598,-0.1117,-0.120584,0.068,0.0294,0.123459,-6.9412,7,5.684,7,0.6274,0.3726,-0.0244,7.3896,,0.0886,,,29.133333333333333,-0.1874393508,0.41200000000000003,61.73333333333334,62.06666666666666,63.62857142857143,60.760000000000005,54.64,62.43333333333334,56.82222222222222,58.8,,,,,0.115,0.1528,0.00593776,-0.0715,-0.0997,-0.0849303,0.21,12.0,0.667,1690.76,19.196,12.9644,0.6196,0.0307,7.8078,0.5983,74.0,,63.5,68.71666666666667,70.95,57.63333333333333,59.925,64.67142857142858,63.98,,,,0.118,0.092,1635.12,55.6400000000001,,,7.0
Cowboys,DAL,2025,1485.49,9.9134,-0.0843066,0.1319,0.1697,-0.0200506,0.1845,0.2309,0.075654,-2.3529,7,7.6815,7,0.6192,0.3808,-0.0098,8.1675,,0.0916,,,30.533333333333335,,,,,,,,,,,,,,,-0.0598,-0.1117,-0.120584,0.068,0.0294,0.123459,-0.1874393508,7.0,0.41200000000000003,1431.24,-42.2852,5.684,0.6274,-0.0244,7.3896,,61.73333333333334,,62.06666666666666,63.62857142857143,60.760000000000005,54.64,62.43333333333334,56.82222222222222,58.8,,,,0.21,-0.3974393508,1690.76,-259.52,,,
Broncos,DEN,2011,1449.19,6.6513,-2.74032,-0.0801,-0.1427,-0.0474587,0.0229,0.0681,-0.0137369,-6.1111,9,6.1699,5,,,,,,,,,,-0.09,0.5,,68.13333333333334,64.175,69.275,55.339999999999996,65.725,67.2,53.3,,,,,0.0005,0.0634,-0.154371,0.139,0.2229,0.0100185,-0.13,4.0,0.25,1340.89,-11.1035,5.1517,,,,,68.0,,57.225,74.28,66.75,53.675,59.4,67.72,56.166666666666664,,,,,,1523.78,-182.88999999999987,0.19,0.765,13.0
Broncos,DEN,2012,1716.7,24.2119,8.86119,0.1144,0.2403,-0.122968,-0.0594,-0.0774,-0.111322,11.1176,13,12.6938,13,,,,,,,,,,0.19,0.765,75.15,66.2,72.05999999999999,79.0,64.98571428571428,65.17142857142856,74.17500000000001,67.84,,,,,-0.0801,-0.1427,-0.0474587,0.0229,0.0681,-0.0137369,-0.09,9.0,0.5,1449.19,6.6513,6.1699,,,,,,,68.13333333333334,64.175,69.275,55.339999999999996,65.725,67.2,53.3,,,,-0.13,0.04000000000000001,1340.89,108.29999999999995,0.21,0.79,15.0
Broncos,DEN,2013,1735.8,26.7,9.89793,0.1941,0.3221,-0.058748,0.0515,0.0847,-0.124068,9.9474,15,13.0846,14,,,,,,,,,,0.21,0.79,75.8,69.7,76.175,77.86666666666666,63.11666666666667,61.25,64.3,54.93333333333333,,,,,0.1144,0.2403,-0.122968,-0.0594,-0.0774,-0.111322,0.19,13.0,0.765,1716.7,24.2119,12.6938,,,,,75.15,,66.2,72.05999999999999,79.0,64.98571428571428,65.17142857142856,74.17500000000001,67.84,,,,-0.09,0.28,1449.19,267.51,0.18,0.706,12.0
Broncos,DEN,2014,1691.01,-24.6432,6.9443,0.0549,0.1558,-0.0588848,-0.0568,-0.0284,-0.137345,6.8824,12,11.1274,12,,,,,,,,,,0.18,0.706,69.2,62.779999999999994,64.85000000000001,70.65,65.93333333333334,59.199999999999996,68.86,67.6,,,,,0.1941,0.3221,-0.058748,0.0515,0.0847,-0.124068,0.21,15.0,0.79,1735.8,26.7,13.0846,,,,,75.8,,69.7,76.175,77.86666666666666,63.11666666666667,61.25,64.3,54.93333333333333,,,,0.19,0.01999999999999999,1716.7,19.09999999999991,0.1,0.79,15.0
Broncos,DEN,2015,1594.17,-30.6932,4.76583,-0.087,-0.0866,-0.143297,-0.152,-0.1889,-0.172614,4.3158,15,11.8805,13,,,,,,,,,,0.1,0.79,62.3,59.0,66.66666666666667,69.78333333333333,70.7,73.625,65.76,61.95000000000001,,,,,0.0549,0.1558,-0.0588848,-0.0568,-0.0284,-0.137345,0.18,12.0,0.706,1691.01,-24.6432,11.1274,,,,,69.2,,62.779999999999994,64.85000000000001,70.65,65.93333333333334,59.199999999999996,68.86,67.6,,,,0.21,-0.03,1735.8,-44.789999999999964,0.06,0.563,9.0
Broncos,DEN,2016,1532.93,5.6335,0.999482,-0.0857,-0.0203,-0.163875,-0.1179,-0.2511,-0.0129225,2.25,9,9.078,8,0.6256,0.3744,0.0073,8.7944,0.2282,0.0586,0.453,0.1527,28.716666666666665,0.06,0.563,53.3,57.17999999999999,63.371428571428574,75.58,61.0,69.875,67.86666666666667,65.975,,,,,-0.087,-0.0866,-0.143297,-0.152,-0.1889,-0.172614,0.1,15.0,0.79,1594.17,-30.6932,11.8805,,,,,62.3,,59.0,66.66666666666667,69.78333333333333,70.7,73.625,65.76,61.95000000000001,,,,0.18,-0.07999999999999999,1691.01,-96.83999999999992,-0.01,0.313,5.0
Broncos,DEN,2017,1437.02,5.8791,-1.76515,-0.1649,-0.1811,-0.0805779,-0.0772,-0.0214,-0.219014,-5.8125,5,5.4475,6,0.6161,0.3839,-0.0441,8.4202,0.4953,0.0899,0.5444,0.2079,31.333333333333332,-0.01,0.313,47.86666666666667,66.225,62.86666666666667,76.08,70.88333333333334,62.739999999999995,59.416666666666664,67.76,,,,,-0.0857,-0.0203,-0.163875,-0.1179,-0.2511,-0.0129225,0.06,9.0,0.563,1532.93,5.6335,9.078,0.6256,0.0073,8.7944,0.2282,53.3,,57.17999999999999,63.371428571428574,75.58,61.0,69.875,67.86666666666667,65.975,,,,0.1,-0.04000000000000001,1594.17,-61.24000000000001,-0.01,0.375,6.0
Broncos,DEN,2018,1439.98,-1.8603,-2.27543,-0.0561,-0.0388,-0.00316419,-0.0299,0.0388,-0.0621264,-1.25,6,7.4415,6,0.6296,0.3704,-0.0257,7.5017,0.3614,0.1053,0.5095,0.1601,28.716666666666665,-0.01,0.375,70.0,70.0,64.63333333333334,67.0,76.11666666666666,72.46000000000001,60.6,62.08,,,,,-0.1649,-0.1811,-0.0805779,-0.0772,-0.0214,-0.219014,-0.01,5.0,0.313,1437.02,5.8791,5.4475,0.6161,-0.0441,8.4202,0.4953,47.86666666666667,,66.225,62.86666666666667,76.08,70.88333333333334,62.739999999999995,59.416666666666664,67.76,,,,0.06,-0.06999999999999999,1532.93,-95.91000000000008,-0.053,0.43799999999999994,7.0
Broncos,DEN,2019,1470.03,-3.5322,-0.50063,-0.0669,-0.0746,-0.0788889,-0.0285,0.0124,-0.0585522,-2.125,7,6.9273,11,0.5996,0.4004,-0.0261,7.002,0.3106,0.0561,0.3896,0.2549,29.216666666666665,-0.053,0.43799999999999994,57.73333333333334,67.63333333333333,63.660000000000004,63.82000000000001,66.05555555555556,62.55,59.7,73.05,66.6871591527742,0.402,0.424,0.369,-0.0561,-0.0388,-0.00316419,-0.0299,0.0388,-0.0621264,-0.01,6.0,0.375,1439.98,-1.8603,7.4415,0.6296,-0.0257,7.5017,0.3614,70.0,,70.0,64.63333333333334,67.0,76.11666666666666,72.46000000000001,60.6,62.08,,,,-0.01,0.0,1437.02,2.9600000000000364,-0.112,0.313,5.0
