team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year,weighted_grade,weighted_average_grade,merge_player_y
Rams,00-0024238,75.69791482340202,Rams,-0.05,37.50%,Davin Joseph,G,1.3157894736842104,2014.0,davin joseph,davin joseph,davin joseph,531.0,Davin Joseph,SL,G,100.0,2.0,26.0,55.5,58.7,57.0,8.0,19.0,500.0,100.0,100.0,96.3,7.0,32.0,5.0,876.0,0.0,0.0,0.0,876.0,535.0,535.0,876.0,0.0,341.0,0.0,2014.0,48618.0,MISSING,davin joseph
Rams,00-0028177,12.497533761217582,Rams,-0.05,37.50%,Mike Person,G,0.4849624060150376,2014.0,mike person,mike person,mike person,582.0,Mike Person,SL,G,100.0,0.0,26.0,61.3,59.9,60.0,0.0,2.0,34.0,100.0,100.0,97.1,0.0,2.0,0.0,66.0,0.0,60.0,0.0,66.0,36.0,36.0,0.0,1.0,30.0,5.0,2014.0,4045.8,MISSING,mike person
Ravens,00-0029259,164.33462154641143,Ravens,0.07,61.10%,Kelechi Osemele,G,0.6860977443609023,2014.0,kelechi osemele,kelechi osemele,kelechi osemele,503.0,Kelechi Osemele,BLT,G,100.0,1.0,3.0,85.0,78.9,84.6,3.0,10.0,594.0,100.0,100.0,98.6,6.0,15.0,2.0,1069.0,0.0,1069.0,0.0,1069.0,641.0,641.0,0.0,0.0,428.0,0.0,2014.0,90865.0,MISSING,kelechi osemele
Ravens,00-0030996,47.46271000653578,Ravens,0.07,61.10%,John Urschel,G,0.3429624060150376,2014.0,john urschel,john urschel,john urschel,560.0,John Urschel,BLT,G,100.0,2.0,3.0,76.2,82.4,68.9,1.0,5.0,183.0,100.0,100.0,98.4,3.0,6.0,0.0,356.0,1.0,138.0,0.0,356.0,202.0,202.0,217.0,0.0,154.0,0.0,2014.0,27127.2,MISSING,john urschel
Ravens,00-0025473,38.22891757460068,Ravens,0.07,61.10%,Marshal Yanda,G,6.353383458646617,2014.0,marshal yanda,marshal yanda,marshal yanda,486.0,Marshal Yanda,BLT,G,100.0,1.0,3.0,93.0,87.6,92.6,5.0,13.0,651.0,100.0,100.0,98.3,5.0,20.0,2.0,1196.0,0.0,0.0,0.0,1196.0,706.0,706.0,984.0,212.0,490.0,0.0,2014.0,111228.0,67.15882936507937,marshal yanda
Saints,00-0025416,90.97118280539252,Saints,-0.04,43.80%,Ben Grubbs,G,6.842105263157896,2014.0,ben grubbs,ben grubbs,ben grubbs,495.0,Ben Grubbs,NO,G,100.0,0.0,20.0,71.3,76.2,63.7,6.0,27.0,692.0,100.0,100.0,97.5,3.0,34.0,1.0,1133.0,0.0,1133.0,0.0,1133.0,736.0,736.0,0.0,0.0,397.0,0.0,2014.0,80782.9,87.34101102242494,ben grubbs
Saints,00-0029546,53.07457537001245,Saints,-0.04,43.80%,Senio Kelemete,G,0.3721804511278195,2014.0,senio kelemete,senio kelemete,senio kelemete,600.0,Senio Kelemete,NO,G,100.0,0.0,20.0,57.9,77.4,57.8,0.0,0.0,4.0,100.0,100.0,100.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,4.0,4.0,0.0,0.0,2.0,0.0,2014.0,347.4,MISSING,senio kelemete
Saints,00-0024323,21.42556435477176,Saints,-0.04,43.80%,Jahri Evans,G,8.270676691729323,2014.0,jahri evans,jahri evans,jahri evans,493.0,Jahri Evans,NO,G,100.0,1.0,20.0,70.7,61.9,70.4,7.0,34.0,696.0,100.0,100.0,96.2,2.0,47.0,6.0,1139.0,0.0,0.0,0.0,1139.0,740.0,740.0,1139.0,0.0,399.0,0.0,2014.0,80527.3,69.26809651474531,jahri evans
Saints,00-0030217,0.0,Saints,-0.04,43.80%,Tim Lelito,G,0.3734330827067669,2014.0,tim lelito,tim lelito,tim lelito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027963,267.1602895688691,Seahawks,0.21,73.70%,James Carpenter,G,1.8280932330827069,2014.0,james carpenter,james carpenter,james carpenter,517.0,James Carpenter,SEA,G,100.0,1.0,29.0,62.1,71.2,60.1,6.0,14.0,521.0,100.0,100.0,97.9,9.0,21.0,1.0,994.0,0.0,993.0,0.0,994.0,543.0,543.0,0.0,0.0,451.0,0.0,2014.0,61727.4,MISSING,james carpenter
Seahawks,00-0028139,23.63357520472382,Seahawks,0.21,73.70%,Steve Schilling,G,0.3887218045112782,2014.0,steve schilling,steve schilling,steve schilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029146,16.378132838627927,Seahawks,0.21,73.70%,J.R. Sweezy,G,0.4392571428571429,2014.0,jr sweezy,jr sweezy,jr sweezy,485.0,J.R. Sweezy,SEA,G,100.0,1.0,29.0,73.5,55.9,79.0,7.0,26.0,634.0,100.0,100.0,96.8,7.0,37.0,4.0,1231.0,0.0,0.0,0.0,1231.0,662.0,662.0,1229.0,1.0,569.0,0.0,2014.0,90478.5,79.22951578947368,jr sweezy
Seahawks,00-0030207,0.0,Seahawks,0.21,73.70%,Alvin Bailey,G,0.3736842105263158,2014.0,alvin bailey,alvin bailey,alvin bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0029678,301.2763778861303,Steelers,0.05,64.70%,David DeCastro,G,1.6023030075187972,2014.0,david decastro,david decastro,david decastro,489.0,David DeCastro,PIT,G,100.0,0.0,25.0,78.1,80.5,73.4,2.0,27.0,697.0,100.0,100.0,97.5,4.0,32.0,3.0,1185.0,0.0,0.0,0.0,1185.0,746.0,746.0,1185.0,0.0,439.0,0.0,2014.0,92548.5,68.985552407932,david decastro
Steelers,00-0026561,0.0,Steelers,0.05,64.70%,Ramon Foster,G,1.466165413533835,2014.0,ramon foster,ramon foster,ramon foster,512.0,Ramon Foster,PIT,G,100.0,0.0,25.0,69.1,78.4,62.4,5.0,27.0,619.0,100.0,100.0,96.9,3.0,35.0,3.0,1037.0,0.0,1037.0,0.0,1037.0,659.0,659.0,0.0,0.0,378.0,0.0,2014.0,71656.7,MISSING,ramon foster
Texans,00-0031410,310.16426883281133,Texans,0.11,56.30%,Xavier Su'a-Filo,G,0.7589338345864661,2014.0,xavier suafilo,xavier suafilo,xavier suafilo,572.0,Xavier Su'a-Filo,HST,G,100.0,0.0,13.0,52.2,37.8,59.9,1.0,3.0,62.0,100.0,100.0,95.2,1.0,5.0,1.0,127.0,0.0,68.0,0.0,127.0,67.0,67.0,54.0,0.0,60.0,5.0,2014.0,6629.400000000001,MISSING,xavier suafilo
Texans,00-0029679,130.9298702847385,Texans,0.11,56.30%,Brandon Brooks,G,0.5596684210526316,2014.0,brandon brooks,brandon brooks,brandon brooks,518.0,Brandon Brooks,HST,G,100.0,0.0,13.0,85.5,83.1,82.6,2.0,16.0,479.0,100.0,100.0,98.1,5.0,18.0,0.0,985.0,0.0,0.0,0.0,985.0,517.0,517.0,985.0,0.0,468.0,0.0,2014.0,84217.5,MISSING,brandon brooks
Texans,00-0028998,0.0,Texans,0.11,56.30%,Jeff Adams,G,0.3157894736842105,2014.0,jeff adams,jeff adams,jeff adams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0030593,486.3993269537819,Titans,-0.16,12.50%,Chance Warmack,G,2.079057894736842,2014.0,chance warmack,chance warmack,chance warmack,521.0,Chance Warmack,TEN,G,100.0,0.0,31.0,81.3,77.6,81.5,2.0,25.0,589.0,100.0,100.0,97.4,8.0,29.0,2.0,965.0,0.0,0.0,0.0,965.0,625.0,625.0,965.0,0.0,340.0,0.0,2014.0,78454.5,MISSING,chance warmack
Titans,00-0027027,114.98806889285984,Titans,-0.16,12.50%,Andy Levitre,G,6.466165413533835,2014.0,andy levitre,andy levitre,andy levitre,520.0,Andy Levitre,TEN,G,100.0,1.0,31.0,71.4,71.6,73.1,1.0,21.0,590.0,100.0,100.0,97.1,9.0,28.0,6.0,966.0,0.0,966.0,0.0,966.0,626.0,626.0,0.0,0.0,340.0,0.0,2014.0,68972.40000000001,MISSING,andy levitre
Titans,00-0023461,52.932570000461226,Titans,-0.16,12.50%,Chris Spencer,G,0.4774436090225564,2014.0,chris spencer,chris spencer,chris spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0027667,132.50238787867983,Vikings,-0.04,43.80%,Vladimir Ducasse,G,0.4774436090225564,2014.0,vladimir ducasse,vladimir ducasse,vladimir ducasse,554.0,Vladimir Ducasse,MIN,G,100.0,0.0,18.0,57.8,68.2,54.3,1.0,9.0,246.0,100.0,100.0,96.3,5.0,14.0,4.0,408.0,0.0,162.0,0.0,408.0,263.0,263.0,246.0,0.0,145.0,0.0,2014.0,23582.4,MISSING,vladimir ducasse
Vikings,00-0031069,69.14698228548633,Vikings,-0.04,43.80%,David Yankey,G,0.3546804511278195,2014.0,david yankey,david yankey,david yankey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0028110,36.72452523086332,Vikings,-0.04,43.80%,Brandon Fusco,G,1.6951548872180449,2014.0,brandon fusco,brandon fusco,brandon fusco,569.0,Brandon Fusco,MIN,G,100.0,0.0,18.0,70.9,89.7,63.1,1.0,1.0,98.0,100.0,100.0,99.0,1.0,2.0,0.0,171.0,0.0,0.0,0.0,171.0,103.0,103.0,171.0,0.0,68.0,0.0,2014.0,12123.9,MISSING,brandon fusco
Vikings,00-0024413,6.694263151557631,Vikings,-0.04,43.80%,Charlie Johnson,G,1.8796992481203008,2014.0,charlie johnson,charlie johnson,charlie johnson,532.0,Charlie Johnson,MIN,G,100.0,0.0,18.0,61.9,67.4,56.8,7.0,27.0,505.0,100.0,100.0,95.6,1.0,39.0,5.0,863.0,0.0,863.0,0.0,863.0,536.0,536.0,0.0,0.0,327.0,0.0,2014.0,53419.7,MISSING,charlie johnson
Vikings,00-0023639,4.282976634705374,Vikings,-0.04,43.80%,Joe Berger,G,0.4774436090225564,2014.0,joe berger,joe berger,joe berger,546.0,Joe Berger,MIN,G,100.0,0.0,18.0,74.8,70.8,73.3,2.0,12.0,359.0,100.0,100.0,97.2,1.0,17.0,3.0,614.0,50.0,0.0,0.0,614.0,384.0,384.0,558.0,0.0,230.0,6.0,2014.0,45927.2,MISSING,joe berger
Vikings,00-0029457,0.0,Vikings,-0.04,43.80%,Mike Harris,G,0.4285714285714286,2014.0,mike harris,nick harris,nick harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031337,156.85018541682646,49ers,-0.15,31.30%,Marcus Martin,G,0.4974958123953098,2015.0,marcus martin,zack martin,zack martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031305,106.21459646133653,49ers,-0.15,31.30%,Brandon Thomas,G,0.4442378559463987,2015.0,brandon thomas,donald thomas,donald thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0032067,38.276698123297095,49ers,-0.15,31.30%,Ian Silberman,G,0.3248317978782802,2015.0,ian silberman,,ian silberman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029661,33.48288175707251,49ers,-0.15,31.30%,Andrew Tiller,G,0.2721943048576214,2015.0,andrew tiller,andrew tiller,andrew tiller,669.0,Andrew Tiller,SF,G,100.0,0.0,28.0,75.1,75.2,75.0,3.0,12.0,391.0,100.0,100.0,97.3,5.0,18.0,3.0,614.0,0.0,219.0,0.0,614.0,414.0,414.0,395.0,0.0,200.0,0.0,2015.0,46111.399999999994,MISSING,andrew tiller
49ers,00-0030011,0.0,49ers,-0.15,31.30%,Jordan Devey,G,0.3559463986599664,2015.0,jordan devey,jordan devey,jordan devey,684.0,Jordan Devey,SF,G,100.0,1.0,28.0,57.0,45.3,59.1,2.0,18.0,227.0,100.0,100.0,94.3,2.0,23.0,3.0,384.0,0.0,0.0,0.0,384.0,230.0,230.0,384.0,0.0,154.0,0.0,2015.0,21888.0,MISSING,jordan devey
49ers,00-0026762,0.0,49ers,-0.15,31.30%,Alex Boone,G,2.5984087102177553,2015.0,alex boone,alex boone,alex boone,657.0,Alex Boone,SF,G,100.0,1.0,28.0,63.7,78.5,53.3,5.0,9.0,463.0,100.0,100.0,97.8,4.0,17.0,3.0,761.0,0.0,761.0,0.0,761.0,478.0,478.0,0.0,0.0,283.0,0.0,2015.0,48475.7,MISSING,alex boone
Bears,00-0030441,328.86955647900874,Bears,-0.07,37.50%,Kyle Long,G,1.5800502512562813,2015.0,kyle long,kyle long,kyle long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027667,98.16018322436244,Bears,-0.07,37.50%,Vladimir Ducasse,G,0.4641261864879956,2015.0,vladimir ducasse,vladimir ducasse,vladimir ducasse,658.0,Vladimir Ducasse,CHI,G,100.0,1.0,6.0,67.3,53.0,73.7,3.0,23.0,396.0,100.0,100.0,96.2,9.0,28.0,2.0,743.0,0.0,198.0,0.0,743.0,418.0,418.0,545.0,0.0,325.0,0.0,2015.0,50003.9,MISSING,vladimir ducasse
Bears,00-0025512,17.470682966436136,Bears,-0.07,37.50%,Jermon Bushrod,G,5.618369625907314,2015.0,jermon bushrod,jermon bushrod,jermon bushrod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0026500,13.495377907346324,Bears,-0.07,37.50%,Matt Slauson,G,2.280499720826354,2015.0,matt slauson,matt slauson,matt slauson,623.0,Matt Slauson,CHI,G,100.0,0.0,6.0,74.1,84.4,68.8,1.0,9.0,574.0,100.0,100.0,98.8,5.0,12.0,2.0,1075.0,335.0,740.0,0.0,1075.0,605.0,605.0,0.0,0.0,470.0,0.0,2015.0,79657.5,MISSING,matt slauson
Bears,00-0029889,0.0,Bears,-0.07,37.50%,Patrick Omameh,G,0.4082914572864322,2015.0,patrick omameh,patrick omameh,patrick omameh,663.0,Patrick Omameh,CHI,G,100.0,0.0,6.0,70.2,58.8,71.5,2.0,15.0,361.0,100.0,100.0,97.1,3.0,19.0,2.0,667.0,0.0,137.0,0.0,667.0,375.0,375.0,530.0,0.0,292.0,0.0,2015.0,46823.4,MISSING,patrick omameh
Bengals,00-0029592,256.8454650908041,Bengals,0.12,70.60%,Kevin Zeitler,G,1.6753398939140147,2015.0,kevin zeitler,kevin zeitler,kevin zeitler,617.0,Kevin Zeitler,CIN,G,100.0,2.0,7.0,78.9,84.4,73.9,3.0,18.0,615.0,100.0,100.0,98.3,5.0,21.0,0.0,1112.0,0.0,0.0,0.0,1112.0,656.0,656.0,1112.0,0.0,456.0,0.0,2015.0,87736.8,MISSING,kevin zeitler
Bengals,00-0026982,233.73195201848125,Bengals,0.12,70.60%,Andre Smith,G,4.440605806811837,2015.0,andre smith,wade smith,wade smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0028039,77.55256075165221,Bengals,0.12,70.60%,Clint Boling,G,3.5594639865996647,2015.0,clint boling,clint boling,clint boling,616.0,Clint Boling,CIN,G,100.0,1.0,7.0,73.0,73.0,69.9,2.0,32.0,617.0,100.0,100.0,96.6,3.0,38.0,4.0,1121.0,0.0,1120.0,0.0,1121.0,658.0,658.0,0.0,0.0,463.0,1.0,2015.0,81833.0,66.27052772808587,clint boling
Bills,00-0032149,149.9963389439196,Bills,0.02,50.00%,John Miller,G,0.4222710776102736,2015.0,john miller,john miller,john miller,664.0,John Miller,BUF,G,100.0,2.0,4.0,48.0,35.9,53.9,5.0,26.0,334.0,100.0,100.0,94.8,5.0,33.0,2.0,648.0,0.0,0.0,0.0,648.0,358.0,358.0,648.0,0.0,290.0,0.0,2015.0,31104.0,MISSING,john miller
Bills,00-0027053,56.67580060948723,Bills,0.02,50.00%,Kraig Urbik,G,1.535455053042993,2015.0,kraig urbik,kraig urbik,kraig urbik,678.0,Kraig Urbik,BUF,G,100.0,1.0,4.0,63.0,63.9,60.9,2.0,11.0,232.0,100.0,100.0,97.2,3.0,13.0,0.0,431.0,0.0,0.0,1.0,431.0,251.0,251.0,427.0,0.0,180.0,3.0,2015.0,27153.0,MISSING,kraig urbik
Bills,00-0023516,16.620068097773437,Bills,0.02,50.00%,Richie Incognito,G,0.7677275265214963,2015.0,richie incognito,richie incognito,richie incognito,622.0,Richie Incognito,BUF,G,100.0,1.0,4.0,77.5,79.2,72.9,5.0,13.0,563.0,100.0,100.0,98.0,7.0,20.0,2.0,1075.0,0.0,1075.0,0.0,1075.0,606.0,606.0,0.0,0.0,469.0,0.0,2015.0,83312.5,MISSING,richie incognito
Bills,00-0031128,0.0,Bills,0.02,50.00%,Ryan Groy,G,0.1256281407035175,2015.0,ryan groy,ryan groy,ryan groy,704.0,Ryan Groy,BUF,G,100.0,0.0,4.0,63.2,76.0,59.0,0.0,0.0,5.0,100.0,100.0,100.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,23.0,6.0,6.0,0.0,0.0,17.0,22.0,2015.0,1453.6,MISSING,ryan groy
Broncos,00-0032132,79.18260594331696,Broncos,0.1,79.00%,Max Garcia,G,0.3639189000558347,2015.0,max garcia,max garcia,max garcia,672.0,Max Garcia,DEN,G,100.0,1.0,10.0,65.9,52.7,71.4,3.0,17.0,339.0,100.0,100.0,96.5,7.0,22.0,2.0,575.0,0.0,311.0,0.0,575.0,355.0,355.0,251.0,0.0,220.0,12.0,2015.0,37892.5,MISSING,max garcia
Broncos,00-0027052,57.470666329698176,Broncos,0.1,79.00%,Louis Vasquez,G,4.362088218872138,2015.0,louis vasquez,louis vasquez,louis vasquez,627.0,Louis Vasquez,DEN,G,100.0,0.0,10.0,67.2,82.8,55.4,2.0,18.0,621.0,100.0,100.0,98.2,4.0,21.0,1.0,1048.0,0.0,0.0,0.0,1048.0,654.0,654.0,1048.0,0.0,394.0,0.0,2015.0,70425.6,MISSING,louis vasquez
Broncos,00-0031601,47.0564985527913,Broncos,0.1,79.00%,Robert Myers,G,0.01785873813512,2015.0,robert myers,robert jones,robert jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0023514,17.070423099067614,Broncos,0.1,79.00%,Evan Mathis,G,2.0392762423227246,2015.0,evan mathis,evan mathis,evan mathis,635.0,Evan Mathis,DEN,G,100.0,0.0,10.0,90.1,68.3,91.1,3.0,16.0,557.0,100.0,100.0,97.8,2.0,22.0,3.0,988.0,0.0,988.0,0.0,988.0,590.0,590.0,0.0,0.0,398.0,0.0,2015.0,89018.79999999999,MISSING,evan mathis
Browns,00-0032145,410.8997029699609,Browns,-0.14,18.80%,Cameron Erving,G,1.1965207984366275,2015.0,cameron erving,cameron erving,cameron erving,681.0,Cameron Erving,CLV,G,99.3,0.0,8.0,40.2,42.9,39.4,3.0,24.0,287.0,99.0,99.0,93.6,5.0,32.0,5.0,421.0,0.0,193.0,0.0,424.0,304.0,307.0,213.0,0.0,117.0,18.0,2015.0,17044.800000000003,MISSING,cameron erving
Browns,00-0031426,271.3483692060087,Browns,-0.14,18.80%,Joel Bitonio,G,0.8663421273031826,2015.0,joel bitonio,joel bitonio,joel bitonio,668.0,Joel Bitonio,CLV,G,100.0,0.0,8.0,69.4,65.3,72.2,5.0,19.0,382.0,100.0,100.0,96.3,6.0,26.0,2.0,615.0,0.0,615.0,0.0,615.0,415.0,415.0,0.0,0.0,200.0,0.0,2015.0,42681.0,MISSING,joel bitonio
Browns,00-0026205,50.69248205476563,Browns,-0.14,18.80%,John Greco,G,1.971663874930207,2015.0,john greco,john greco,john greco,643.0,John Greco,CLV,G,100.0,0.0,8.0,74.3,74.0,72.6,6.0,26.0,567.0,100.0,100.0,97.0,3.0,33.0,1.0,890.0,0.0,0.0,0.0,890.0,606.0,606.0,890.0,0.0,284.0,0.0,2015.0,66127.0,MISSING,john greco
Buccaneers,00-0031182,59.553855344418515,Buccaneers,-0.03,37.50%,Kevin Pamphile,G,0.3905813791178112,2015.0,kevin pamphile,kevin pamphile,kevin pamphile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0023467,34.9294936485451,Buccaneers,-0.03,37.50%,Logan Mankins,G,4.885538805136795,2015.0,logan mankins,logan mankins,logan mankins,632.0,Logan Mankins,TB,G,100.0,0.0,30.0,77.3,79.1,75.7,6.0,15.0,569.0,100.0,100.0,98.2,8.0,21.0,0.0,1018.0,0.0,1018.0,0.0,1018.0,620.0,620.0,0.0,0.0,398.0,0.0,2015.0,78691.4,MISSING,logan mankins
Cardinals,00-0030590,496.99305820645446,Cardinals,0.22,77.80%,Jonathan Cooper,G,2.7693397543271914,2015.0,jonathan cooper,jonathan cooper,jonathan cooper,666.0,Jonathan Cooper,ARZ,G,100.0,1.0,1.0,63.7,63.3,61.4,2.0,19.0,328.0,100.0,100.0,96.5,4.0,22.0,1.0,635.0,0.0,19.0,0.0,635.0,365.0,365.0,616.0,0.0,270.0,0.0,2015.0,40449.5,MISSING,jonathan cooper
Cardinals,00-0027869,214.94050456410807,Cardinals,0.22,77.80%,Mike Iupati,G,4.676158570630933,2015.0,mike iupati,mike iupati,mike iupati,641.0,Mike Iupati,ARZ,G,100.0,0.0,1.0,80.2,67.6,80.3,7.0,15.0,546.0,100.0,100.0,97.4,2.0,25.0,3.0,938.0,0.0,938.0,0.0,938.0,587.0,587.0,0.0,0.0,351.0,0.0,2015.0,75227.6,MISSING,mike iupati
Cardinals,00-0027607,14.86246076306302,Cardinals,0.22,77.80%,Ted Larsen,G,1.6994695700725853,2015.0,ted larsen,ted larsen,ted larsen,651.0,Ted Larsen,ARZ,G,100.0,0.0,1.0,53.3,48.1,56.7,9.0,29.0,443.0,100.0,100.0,94.8,4.0,42.0,4.0,802.0,0.0,193.0,0.0,802.0,478.0,478.0,609.0,0.0,324.0,0.0,2015.0,42746.6,MISSING,ted larsen
Chargers,00-0030505,425.0312381121592,Chargers,-0.06,25.00%,D.J. Fluker,G,2.1704152707984368,2015.0,dj fluker,dj fluker,dj fluker,645.0,D.J. Fluker,SD,G,100.0,1.0,27.0,71.5,64.6,75.2,2.0,29.0,527.0,100.0,100.0,96.9,13.0,32.0,1.0,863.0,0.0,0.0,0.0,863.0,571.0,571.0,863.0,0.0,292.0,0.0,2015.0,61704.5,MISSING,dj fluker
Chargers,00-0027984,167.76225497981088,Chargers,-0.06,25.00%,Orlando Franklin,G,3.210496929089894,2015.0,orlando franklin,orlando franklin,orlando franklin,667.0,Orlando Franklin,SD,G,100.0,1.0,27.0,51.2,48.3,51.1,6.0,30.0,365.0,100.0,100.0,94.5,5.0,38.0,2.0,616.0,0.0,616.0,0.0,616.0,388.0,388.0,0.0,0.0,228.0,0.0,2015.0,31539.2,MISSING,orlando franklin
Chargers,00-0029288,48.75857283483297,Chargers,-0.06,25.00%,Johnnie Troutman,G,1.1096719709659408,2015.0,johnnie troutman,johnnie troutman,johnnie troutman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0028240,0.0,Chargers,-0.06,25.00%,Kenny Wiggins,G,0.3350083752093802,2015.0,kenny wiggins,kenny wiggins,kenny wiggins,654.0,Kenny Wiggins,SD,G,100.0,0.0,27.0,59.5,52.4,63.6,7.0,33.0,499.0,100.0,100.0,95.4,5.0,43.0,3.0,791.0,0.0,419.0,0.0,791.0,541.0,541.0,210.0,157.0,250.0,5.0,2015.0,47064.5,MISSING,kenny wiggins
Chiefs,00-0029524,191.5292128861448,Chiefs,0.12,66.70%,Jeff Allen,G,1.0312534896705752,2015.0,jeff allen,jeff allen,jeff allen,671.0,Jeff Allen,KC,G,100.0,0.0,16.0,79.7,77.4,77.9,0.0,14.0,303.0,100.0,100.0,97.7,3.0,14.0,0.0,579.0,0.0,513.0,0.0,579.0,323.0,323.0,0.0,63.0,256.0,2.0,2015.0,46146.3,MISSING,jeff allen
Chiefs,00-0025416,67.39310977920216,Chiefs,0.12,66.70%,Ben Grubbs,G,1.675041876046901,2015.0,ben grubbs,ben grubbs,ben grubbs,677.0,Ben Grubbs,KC,G,100.0,3.0,16.0,67.5,59.8,69.7,2.0,13.0,290.0,100.0,100.0,95.7,3.0,20.0,5.0,459.0,0.0,459.0,0.0,459.0,306.0,306.0,0.0,0.0,153.0,0.0,2015.0,30982.5,MISSING,ben grubbs
Chiefs,00-0030997,33.193273487147785,Chiefs,0.12,66.70%,Zach Fulton,G,0.379714544946957,2015.0,zach fulton,zach fulton,zach fulton,673.0,Zach Fulton,KC,G,100.0,1.0,16.0,69.5,66.9,69.1,3.0,16.0,332.0,100.0,100.0,96.5,2.0,21.0,2.0,551.0,226.0,126.0,0.0,551.0,351.0,351.0,195.0,0.0,200.0,3.0,2015.0,38294.5,MISSING,zach fulton
Chiefs,00-0031022,29.584586231800575,Chiefs,0.12,66.70%,Laurent Duvernay-Tardif,G,0.3790305695142378,2015.0,laurent duvernaytardif,laurent duvernaytardif,laurent duvernaytardif,648.0,Laurent Duvernay-Tardif,KC,G,100.0,2.0,16.0,67.3,63.2,66.9,0.0,19.0,454.0,100.0,100.0,97.0,6.0,23.0,4.0,820.0,0.0,0.0,0.0,820.0,485.0,485.0,819.0,0.0,335.0,0.0,2015.0,55186.0,MISSING,laurent duvernaytardif
Colts,00-0031046,184.5094865421594,Colts,-0.11,50.00%,Jack Mewhort,G,0.5668816303740927,2015.0,jack mewhort,jack mewhort,jack mewhort,619.0,Jack Mewhort,IND,G,100.0,3.0,14.0,76.6,81.0,73.3,11.0,33.0,688.0,100.0,100.0,96.8,6.0,44.0,0.0,1098.0,0.0,955.0,0.0,1098.0,730.0,730.0,1.0,138.0,368.0,4.0,2015.0,84106.79999999999,MISSING,jack mewhort
Colts,00-0030071,114.846015309864,Colts,-0.11,50.00%,Hugh Thornton,G,0.5104306253489671,2015.0,hugh thornton,hugh thornton,hugh thornton,653.0,Hugh Thornton,IND,G,100.0,1.0,14.0,68.6,61.3,70.7,6.0,20.0,499.0,100.0,100.0,96.6,6.0,30.0,4.0,799.0,0.0,1.0,0.0,799.0,532.0,532.0,798.0,0.0,267.0,0.0,2015.0,54811.399999999994,MISSING,hugh thornton
Colts,00-0026961,5.756465132860768,Colts,-0.11,50.00%,Lance Louis,G,0.6743788386376326,2015.0,lance louis,lance louis,lance louis,689.0,Lance Louis,IND,G,100.0,0.0,14.0,51.2,64.2,46.1,4.0,5.0,150.0,100.0,100.0,97.0,1.0,9.0,0.0,237.0,0.0,141.0,0.0,237.0,159.0,159.0,86.0,0.0,78.0,10.0,2015.0,12134.4,MISSING,lance louis
Colts,00-0026408,0.0,Colts,-0.11,50.00%,Joe Reitz,G,2.1374232272473477,2015.0,joe reitz,joe reitz,joe reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032053,665.4499784064576,Commanders,0.01,52.90%,Brandon Scherff,G,2.692202680067002,2015.0,brandon scherff,brandon scherff,brandon scherff,612.0,Brandon Scherff,WAS,G,100.0,1.0,32.0,76.4,68.8,75.9,8.0,29.0,638.0,100.0,100.0,96.8,3.0,39.0,2.0,1135.0,0.0,0.0,0.0,1135.0,680.0,680.0,1135.0,0.0,455.0,0.0,2015.0,86714.0,65.29595305544315,brandon scherff
