team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,sacks,snap_counts_box,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,stops,tackles,tackles_for_loss,targets,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Giants,00-0028125,32.84586805232778,Giants,-0.09,43.80%,Allen Bradford,ILB/LB,0.3883495145631068,2013.0,allen bradford,allen bradford,allen bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029038,0.0,Giants,-0.09,43.80%,Marcus Dowtin,OLB/LB,0.0685323624595469,2013.0,marcus dowtin,,marcus dowtin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029559,402.1122405665368,Jets,-0.1,50.00%,Quinton Coples,OLB/LB,1.618636731391586,2013.0,quinton coples,quinton spears,quinton spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0022120,46.65486672979587,Jets,-0.1,50.00%,Calvin Pace,OLB/LB,0.4490291262135922,2013.0,calvin pace,ivan pace,ivan pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0025521,28.701595860053285,Jets,-0.1,50.00%,Antwan Barnes,OLB/LB,0.8495145631067961,2013.0,antwan barnes,,antwan barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030164,0.0,Jets,-0.1,50.00%,Troy Davis,OLB/LB,0.2034555016181229,2013.0,troy davis,todd davis,todd davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030164,0.0,Jets,-0.1,50.00%,Troy Davis,OLB/LB,0.0194174757281553,2013.0,troy davis,todd davis,todd davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0023904,0.0,Jets,-0.1,50.00%,Garrett McIntyre,OLB/LB,0.4530744336569579,2013.0,garrett mcintyre,,garrett mcintyre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0027808,19.442670957715347,Lions,0.03,43.80%,Willie Young,OLB/LB,1.2135922330097086,2013.0,willie young,willie gay,willie gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029217,19.746487851115383,Lions,0.03,43.80%,Travis Lewis,ILB/LB,0.4003179611650485,2013.0,travis lewis,travis lewis,travis lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029061,0.0,Lions,0.03,43.80%,Julian Stanford,OLB/LB,0.091376213592233,2013.0,julian stanford,julian stanford,julian stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0029408,307.8251035025631,Packers,-0.04,50.00%,Nick Perry,OLB/LB,1.3789441747572817,2013.0,nick perry,,nick perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027002,237.2273204359716,Packers,-0.04,50.00%,Clay Matthews Jr.,OLB/LB,5.4288025889967635,2013.0,clay matthews,clay matthews,clay matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030104,36.68424053372717,Packers,-0.04,50.00%,Nate Palmer,ILB/LB,0.347673139158576,2013.0,nate palmer,nate palmer,nate palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030131,0.0,Packers,-0.04,50.00%,Andy Mulumba,OLB/LB,0.3290177993527508,2013.0,andy mulumba,andy mulumba,andy mulumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0028679,0.0,Packers,-0.04,50.00%,Victor Aiyewa,OLB/LB,0.0963729773462783,2013.0,victor aiyewa,,victor aiyewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0029585,353.9375995780788,Patriots,0.02,72.20%,Chandler Jones,OLB,1.502923139158576,2013.0,chandler jones,chandler wooten,chandler wooten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0024349,21.121799454834733,Patriots,0.02,72.20%,Rob Ninkovich,OLB/LB,3.492449838187702,2013.0,rob ninkovich,,rob ninkovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0027657,191.5292128861448,Raiders,-0.13,25.00%,Lamarr Houston,OLB/LB,0.8727750809061489,2013.0,lamarr houston,,lamarr houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028835,0.0,Raiders,-0.13,25.00%,Marshall McFadden,ILB/LB,0.0770987055016181,2013.0,marshall mcfadden,micah mcfadden,micah mcfadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0028835,0.0,Raiders,-0.13,25.00%,Marshall McFadden,ILB/LB,0.0631067961165048,2013.0,marshall mcfadden,micah mcfadden,micah mcfadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029794,0.0,Rams,-0.05,43.80%,Daren Bates,ILB/LB,0.3276699029126214,2013.0,daren bates,daren bates,daren bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0027539,0.0,Ravens,-0.09,50.00%,Anthony Levine,SS/LB,0.3883495145631068,2013.0,anthony levine,anthony walker,anthony walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0022161,59.5627242834145,Ravens,-0.09,50.00%,Terrell Suggs,OLB,10.533980582524272,2013.0,terrell suggs,,terrell suggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028103,44.52626923923359,Ravens,-0.09,50.00%,Pernell McPhee,OLB/LB,0.4782686084142394,2013.0,pernell mcphee,,pernell mcphee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0024341,23.261482368855923,Ravens,-0.09,50.00%,Elvis Dumervil,OLB/LB,2.0226537216828477,2013.0,elvis dumervil,,elvis dumervil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0027551,0.0,Saints,0.16,66.70%,Junior Galette,OLB/LB,1.3754045307443366,2013.0,junior galette,,junior galette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0027730,60.47952520331469,Seahawks,0.22,84.20%,O'Brien Schofield,OLB,0.7281553398058253,2013.0,obrien schofield,,obrien schofield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0030210,0.0,Seahawks,0.22,84.20%,John Lotulelei,OLB/LB,0.0770987055016181,2013.0,john lotulelei,john lotulelei,john lotulelei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0030499,432.8370230110429,Steelers,-0.01,50.00%,Jarvis Jones,OLB/LB,1.2805970873786408,2013.0,jarvis jones,vi jones,vi jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027889,168.61546838539647,Steelers,-0.01,50.00%,Jason Worilds,OLB/LB,0.7969255663430421,2013.0,jason worilds,jason worilds,jason worilds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0025433,92.06987763029323,Steelers,-0.01,50.00%,LaMarr Woodley,OLB/LB,7.435275080906149,2013.0,lamarr woodley,,lamarr woodley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0028100,46.32819778602527,Steelers,-0.01,50.00%,Chris Carter,ILB/LB,0.481957928802589,2013.0,chris carter,chris orr,chris orr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029643,320.223387888151,Texans,-0.13,12.50%,Whitney Mercilus,OLB/LB,1.40373786407767,2013.0,whitney mercilus,,whitney mercilus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027980,218.7537710522263,Texans,-0.13,12.50%,Brooks Reed,OLB,1.0371092233009709,2013.0,brooks reed,,brooks reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027734,57.79791637190573,Texans,-0.13,12.50%,Ricky Sapp,OLB/LB,0.1599085760517799,2013.0,ricky sapp,,ricky sapp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0028536,0.0,Texans,-0.13,12.50%,Bryan Braman,OLB/LB,0.4495687702265372,2013.0,bryan braman,bryan braman,bryan braman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027868,329.2216575409153,Titans,0.03,43.80%,Derrick Morgan,OLB/LB,2.0401844660194177,2013.0,derrick morgan,derrick barnes,derrick barnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0024228,132.319509766743,Titans,0.03,43.80%,Kamerion Wimbley,OLB/LB,4.692556634304207,2013.0,kamerion wimbley,,kamerion wimbley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0027945,449.6979155693237,49ers,-0.03,50.00%,Aldon Smith,OLB,2.5111135338345867,2014.0,aldon smith,jaylon smith,jaylon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030518,123.73585619685848,49ers,-0.03,50.00%,Corey Lemonier,OLB,0.4818646616541354,2014.0,corey lemonier,orie lemon,orie lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0024495,28.320678696203725,49ers,-0.03,50.00%,Ahmad Brooks,OLB,3.386278195488722,2014.0,ahmad brooks,,ahmad brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0026725,0.0,49ers,-0.03,50.00%,Dan Skuta,OLB,1.2406015037593985,2014.0,dan skuta,dan skuta,dan skuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030225,0.0,49ers,-0.03,50.00%,Chase Thomas,OLB,0.0371511278195488,2014.0,chase thomas,ahmad thomas,ahmad thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027657,173.30279846635892,Bears,-0.15,31.30%,Lamarr Houston,OLB,3.7894736842105265,2014.0,lamarr houston,,lamarr houston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027808,17.592456189101892,Bears,-0.15,31.30%,Willie Young,OLB,2.005012030075188,2014.0,willie young,willie gay,willie gay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031134,0.0,Bears,-0.15,31.30%,DeDe Lattimore,ILB,0.2229097744360902,2014.0,dede lattimore,,dede lattimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0030281,84.4655471947907,Bengals,0.01,62.50%,Sean Porter,ILB,0.452875939849624,2014.0,sean porter,,sean porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0028100,41.91948686696637,Bengals,0.01,62.50%,Chris Carter,ILB,0.1141082706766917,2014.0,chris carter,chris orr,chris orr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0024237,77.3351132120415,Bills,0.05,56.30%,Manny Lawson,OLB,2.330827067669173,2014.0,manny lawson,manny lawson,manny lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0026930,21.557013251157727,Bills,0.05,56.30%,Jarius Wynn,OLB,0.4774436090225564,2014.0,jarius wynn,,jarius wynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0031026,22.35478889426464,Bills,0.05,56.30%,Randell Johnson,OLB,0.3277691729323308,2014.0,randell johnson,randell johnson,randell johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0023445,77.64620441082623,Broncos,0.18,70.60%,DeMarcus Ware,OLB,7.268169924812031,2014.0,demarcus ware,marcus allen,marcus allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0027940,637.5902848677591,Broncos,0.18,70.60%,Von Miller,OLB,4.972321804511278,2014.0,von miller,ventrell miller,ventrell miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0029799,0.0,Broncos,0.18,70.60%,Lerentee McCray,OLB,0.3200496240601503,2014.0,lerentee mccray,,lerentee mccray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029589,21.982161010723576,Browns,-0.02,43.80%,Scott Solomon,OLB,0.0504195488721804,2014.0,scott solomon,,scott solomon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0030558,574.8878363614433,Browns,-0.02,43.80%,Barkevious Mingo,OLB,2.7934045112781956,2014.0,barkevious mingo,,barkevious mingo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0027975,214.73185256050547,Browns,-0.02,43.80%,Jabaal Sheard,OLB,1.2177631578947368,2014.0,jabaal sheard,,jabaal sheard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0027033,104.74080048161926,Browns,-0.02,43.80%,Paul Kruger,OLB,6.165413533834586,2014.0,paul kruger,,paul kruger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029830,0.0,Browns,-0.02,43.80%,Keith Pough,OLB,0.0236842105263157,2014.0,keith pough,,keith pough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0026992,220.68387663875583,Buccaneers,-0.12,12.50%,Larry English,OLB,0.4033616541353383,2014.0,larry english,larry dean,larry dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029112,0.0,Buccaneers,-0.12,12.50%,Jacquies Smith,OLB,0.2972135338345865,2014.0,jacquies smith,marcus smith,marcus smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0027090,42.97094617828304,Buccaneers,-0.12,12.50%,Lawrence Sidbury,OLB,0.0504195488721804,2014.0,lawrence sidbury,,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0031366,346.70511323877673,Cardinals,0.01,64.70%,Deone Bucannon,ILB,1.0538894736842104,2014.0,deone bucannon,deone bucannon,deone bucannon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0031050,144.28569982939064,Cardinals,0.01,64.70%,Kareem Martin,OLB,0.4224736842105263,2014.0,kareem martin,kamal martin,kamal martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0028041,83.593393396117,Cardinals,0.01,64.70%,Sam Acho,OLB,1.165118045112782,2014.0,sam acho,,sam acho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0019546,16.2033745542209,Cardinals,0.01,64.70%,John Abraham,OLB,2.951127819548872,2014.0,john abraham,,john abraham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026742,0.0,Cardinals,0.01,64.70%,Marcus Benard,OLB,0.3025203007518797,2014.0,marcus benard,marcus allen,marcus allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0023259,0.0,Cardinals,0.01,64.70%,Lorenzo Alexander,OLB,1.093984962406015,2014.0,lorenzo alexander,lorenzo alexander,lorenzo alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0030309,0.0,Cardinals,0.01,64.70%,Kenny Demens,ILB,0.3721804511278195,2014.0,kenny demens,kenny demens,kenny demens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0029249,344.73542755459476,Chargers,0.02,56.30%,Melvin Ingram,OLB,1.7221263157894735,2014.0,melvin ingram,,melvin ingram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0031258,235.01062701060152,Chargers,0.02,56.30%,Jeremiah Attaochu,OLB,0.5745864661654135,2014.0,jeremiah attaochu,,jeremiah attaochu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030286,40.8960841292392,Chargers,0.02,56.30%,Tourek Williams,OLB,0.3928684210526316,2014.0,tourek williams,antwione williams,antwione williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0021146,31.568590907458628,Chargers,0.02,56.30%,Dwight Freeney,OLB,3.0662593984962405,2014.0,dwight freeney,,dwight freeney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0022139,8.590938580242506,Chargers,0.02,56.30%,Jarret Johnson,OLB,2.631578947368421,2014.0,jarret johnson,caleb johnson,caleb johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0031297,374.9342265794097,Chiefs,0.05,56.30%,Dee Ford,OLB,1.1153383458646615,2014.0,dee ford,,dee ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0028008,128.41807042673943,Chiefs,0.05,56.30%,Justin Houston,OLB,1.2021142857142857,2014.0,justin houston,justin strnad,justin strnad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0024235,81.09823416054626,Chiefs,0.05,56.30%,Tamba Hali,OLB,8.620079699248121,2014.0,tamba hali,,tamba hali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0027442,0.0,Chiefs,0.05,56.30%,Frank Zombo,OLB,0.6052631578947368,2014.0,frank zombo,,frank zombo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0030160,0.0,Chiefs,0.05,56.30%,Josh Martin,OLB,0.3721804511278195,2014.0,josh martin,josh mcnary,josh mcnary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0030650,0.0,Colts,0.08,68.40%,Dewey McDonald,OLB,0.2414857142857143,2014.0,dewey mcdonald,dewey mcdonald,dewey mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0030563,332.96189114292036,Colts,0.08,68.40%,Bjoern Werner,OLB,1.3493496240601504,2014.0,bjoern werner,,bjoern werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0030995,53.39426192355682,Colts,0.08,68.40%,Jonathan Newsome,OLB,0.3492684210526315,2014.0,jonathan newsome,jonathan anderson,jonathan anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0026307,19.49027136006937,Colts,0.08,68.40%,Erik Walden,OLB,3.195488721804511,2014.0,erik walden,,erik walden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0029310,14.24219053986667,Colts,0.08,68.40%,Cam Johnson,OLB,0.3721804511278195,2014.0,cam johnson,cam johnson,cam johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0026343,11.44677730298343,Colts,0.08,68.40%,Andy Studebaker,OLB,0.5488721804511278,2014.0,andy studebaker,,andy studebaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0027954,329.2216575409153,Commanders,-0.16,25.00%,Ryan Kerrigan,OLB,2.0861947368421054,2014.0,ryan kerrigan,,ryan kerrigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0031300,246.5765719063261,Commanders,-0.16,25.00%,Trent Murphy,OLB,0.6114556390977444,2014.0,trent murphy,,trent murphy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0026989,241.10186640443797,Commanders,-0.16,25.00%,Brian Orakpo,OLB,8.612781954887218,2014.0,brian orakpo,brian rolle,brian rolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0030231,0.0,Commanders,-0.16,25.00%,Ja'Gared Davis,ILB,0.0557270676691729,2014.0,jagared davis,jarrad davis,jarrad davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0025413,96.44943095082704,Cowboys,0.13,72.20%,Anthony Spencer,OLB,0.975093984962406,2014.0,anthony spencer,sean spence,sean spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0024303,27.609201409308127,Cowboys,0.13,72.20%,James Anderson,OLB,0.0252097744360902,2014.0,james anderson,james anderson,james anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030143,0.0,Dolphins,0.01,50.00%,Jake Knott,ILB,0.0047368421052631,2014.0,jake knott,jake knott,jake knott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0027022,124.28133523169616,Eagles,0.0,62.50%,Connor Barwin,OLB,3.684210526315789,2014.0,connor barwin,,connor barwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0029418,59.82655588741737,Eagles,0.0,62.50%,Najee Goode,OLB,0.4285714285714286,2014.0,najee goode,najee goode,najee goode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0023579,10.267303014983469,Eagles,0.0,62.50%,Trent Cole,OLB,4.962406015037594,2014.0,trent cole,,trent cole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0028536,0.0,Eagles,0.0,62.50%,Bryan Braman,OLB,0.7518796992481203,2014.0,bryan braman,bryan braman,bryan braman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026294,22.90395169277878,Falcons,-0.05,37.50%,Kroy Biermann,OLB,3.070175939849624,2014.0,kroy biermann,,kroy biermann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0021977,17.578980942715724,Falcons,-0.05,37.50%,Osi Umenyiora,OLB,3.571428571428571,2014.0,osi umenyiora,,osi umenyiora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0031196,13.976604992657856,Falcons,-0.05,37.50%,Tyler Starr,OLB,0.3244165413533834,2014.0,tyler starr,,tyler starr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031240,85.35327973992683,Jaguars,-0.19,18.80%,Khairi Fortt,OLB,0.1382571428571428,2014.0,khairi fortt,,khairi fortt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027719,62.071628365603445,Jaguars,-0.19,18.80%,A.J. Edds,OLB,0.0875721804511278,2014.0,aj edds,aj edds,aj edds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029559,363.8462015148798,Jets,-0.12,25.00%,Quinton Coples,OLB,1.8050842105263156,2014.0,quinton coples,quinton spears,quinton spears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0022120,34.562775356910045,Jets,-0.12,25.00%,Calvin Pace,OLB,1.8796992481203008,2014.0,calvin pace,ivan pace,ivan pace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031000,18.136995594713657,Jets,-0.12,25.00%,Trevor Reilly,OLB,0.3264751879699248,2014.0,trevor reilly,trevor reilly,trevor reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029217,17.86736108248169,Lions,0.1,64.70%,Travis Lewis,ILB,0.439693984962406,2014.0,travis lewis,travis lewis,travis lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0029408,278.5316718599112,Packers,0.17,72.20%,Nick Perry,OLB,1.537781954887218,2014.0,nick perry,,nick perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027002,175.74232142246822,Packers,0.17,72.20%,Clay Matthews Jr.,OLB,8.275375939849624,2014.0,clay matthews,clay matthews,clay matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031058,90.48731917530324,Packers,0.17,72.20%,Carl Bradford,OLB,0.396484962406015,2014.0,carl bradford,carl bradford,carl bradford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030131,0.0,Packers,0.17,72.20%,Andy Mulumba,OLB,0.2560075187969925,2014.0,andy mulumba,andy mulumba,andy mulumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030752,0.0,Packers,0.17,72.20%,Jayrone Elliott,OLB,0.3170421052631579,2014.0,jayrone elliott,,jayrone elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031324,0.0,Panthers,-0.01,47.10%,Horace Miller,OLB,0.0094736842105263,2014.0,horace miller,,horace miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0030222,0.0,Panthers,-0.01,47.10%,Kevin Reddick,ILB,0.0656781954887218,2014.0,kevin reddick,kevin reddick,kevin reddick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0029585,320.2559837480742,Patriots,0.11,79.00%,Chandler Jones,OLB,1.6760421052631578,2014.0,chandler jones,chandler wooten,chandler wooten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0024349,15.647413889726746,Patriots,0.11,79.00%,Rob Ninkovich,OLB,2.142857142857143,2014.0,rob ninkovich,,rob ninkovich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0027977,208.07604701878915,Patriots,0.11,79.00%,Akeem Ayers,OLB,0.462978947368421,2014.0,akeem ayers,akeem ayers,akeem ayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0029292,44.52626923923359,Patriots,0.11,79.00%,Darius Fleming,OLB,0.0875721804511278,2014.0,darius fleming,darius fleming,darius fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0025433,68.20704292445734,Raiders,-0.21,18.80%,LaMarr Woodley,OLB,3.641917293233083,2014.0,lamarr woodley,,lamarr woodley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0024750,0.0,Raiders,-0.21,18.80%,Nick Roach,ILB,2.835526315789474,2014.0,nick roach,nick roach,nick roach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
