team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_rg,snap_counts_rt,snap_counts_run_block,snap_counts_te,Year,weighted_grade,weighted_average_grade,merge_player_y
Lions,00-0026157,290.13933319069133,Lions,-0.03,25.00%,Gosder Cherilus,RT/T,3.8308457711442783,2012.0,gosder cherilus,gosder cherilus,gosder cherilus,229.0,Gosder Cherilus,DET,T,100.0,0.0,11.0,74.7,75.2,72.4,7.0,27.0,783.0,100.0,100.0,97.3,9.0,38.0,4.0,1198.0,0.0,0.0,0.0,1198.0,814.0,814.0,0.0,1198.0,384.0,0.0,2012.0,89490.6,64.9479804704838,gosder cherilus
Lions,00-0027728,68.28537390531133,Lions,-0.03,25.00%,Jason Fox,RT/T,0.4977628524046434,2012.0,jason fox,jason fox,jason fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0020444,34.562775356910045,Lions,-0.03,25.00%,Jeff Backus,T,1.9485903814262024,2012.0,jeff backus,jeff backus,jeff backus,242.0,Jeff Backus,DET,T,100.0,2.0,11.0,68.4,75.1,51.5,14.0,31.0,689.0,100.0,100.0,96.6,6.0,46.0,1.0,1064.0,0.0,0.0,1064.0,1064.0,716.0,716.0,0.0,0.0,348.0,0.0,2012.0,72777.6,MISSING,jeff backus
Lions,00-0025596,13.918947505651,Lions,-0.03,25.00%,Corey Hilliard,RT/T,1.0447761194029852,2012.0,corey hilliard,corey hilliard,corey hilliard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0027875,306.9701816820708,Packers,0.1,66.70%,Bryan Bulaga,RT/T,1.5315091210613598,2012.0,bryan bulaga,bryan bulaga,bryan bulaga,279.0,Bryan Bulaga,GB,T,100.0,1.0,12.0,62.9,61.6,62.6,3.0,20.0,353.0,100.0,100.0,95.6,5.0,27.0,4.0,577.0,0.0,0.0,0.0,577.0,388.0,388.0,1.0,576.0,189.0,0.0,2012.0,36293.3,MISSING,bryan bulaga
Packers,00-0027768,42.17521687209138,Packers,0.1,66.70%,Marshall Newhouse,RT/T,0.4788242122719734,2012.0,marshall newhouse,marshall newhouse,marshall newhouse,225.0,Marshall Newhouse,GB,T,100.0,1.0,12.0,67.6,72.5,55.1,8.0,37.0,722.0,100.0,100.0,95.6,6.0,54.0,9.0,1229.0,0.0,0.0,1229.0,1229.0,780.0,780.0,0.0,0.0,449.0,0.0,2012.0,83080.4,66.71262875055979,marshall newhouse
Packers,00-0029187,0.0,Packers,0.1,66.70%,Don Barclay,RT/T,0.3240737976782752,2012.0,don barclay,don barclay,don barclay,287.0,Don Barclay,GB,T,100.0,2.0,12.0,60.3,57.1,66.2,4.0,19.0,267.0,100.0,100.0,93.8,4.0,28.0,5.0,447.0,0.0,1.0,0.0,447.0,280.0,280.0,0.0,446.0,167.0,0.0,2012.0,26954.1,MISSING,don barclay
Panthers,00-0027707,88.92539996728728,Panthers,0.05,43.80%,Bruce Campbell,RT/T,0.4477611940298507,2012.0,bruce campbell,bruce campbell,bruce campbell,319.0,Bruce Campbell,CAR,T,100.0,0.0,5.0,61.5,50.7,62.4,1.0,1.0,12.0,100.0,100.0,91.7,0.0,2.0,0.0,34.0,0.0,21.0,4.0,34.0,14.0,14.0,0.0,0.0,20.0,9.0,2012.0,2091.0,MISSING,bruce campbell
Panthers,00-0028738,0.0,Panthers,0.05,43.80%,Byron Bell,RT/G,0.3894419568822553,2012.0,byron bell,byron bell,byron bell,261.0,Byron Bell,CAR,T,100.0,2.0,5.0,61.2,61.0,59.6,7.0,36.0,506.0,100.0,100.0,94.6,5.0,49.0,6.0,943.0,0.0,0.0,14.0,943.0,536.0,536.0,62.0,867.0,407.0,0.0,2012.0,57711.600000000006,MISSING,byron bell
Patriots,00-0027034,153.44143853450592,Patriots,0.22,72.20%,Sebastian Vollmer,RT/T,0.812603648424544,2012.0,sebastian vollmer,sebastian vollmer,sebastian vollmer,224.0,Sebastian Vollmer,NE,T,100.0,2.0,19.0,76.3,72.7,74.3,7.0,26.0,709.0,100.0,100.0,96.7,5.0,40.0,7.0,1248.0,0.0,0.0,2.0,1248.0,756.0,756.0,0.0,1241.0,492.0,5.0,2012.0,95222.4,71.55794477138977,sebastian vollmer
Patriots,00-0028076,67.56431070864217,Patriots,0.22,72.20%,Marcus Cannon,RT/T,0.4406351575456053,2012.0,marcus cannon,marcus cannon,marcus cannon,304.0,Marcus Cannon,NE,T,100.0,0.0,19.0,67.6,69.1,63.6,1.0,3.0,65.0,100.0,100.0,95.4,0.0,5.0,1.0,179.0,0.0,0.0,14.0,179.0,69.0,69.0,13.0,142.0,110.0,10.0,2012.0,12100.4,MISSING,marcus cannon
Patriots,00-0029244,0.0,Patriots,0.22,72.20%,Markus Zusevics,RT/T,0.3269759535655058,2012.0,markus zusevics,,markus zusevics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0027674,143.8846791039116,Raiders,-0.12,25.00%,Jared Veldheer,RT/T,0.591832504145937,2012.0,jared veldheer,jared veldheer,jared veldheer,238.0,Jared Veldheer,OAK,T,100.0,0.0,23.0,79.7,79.0,72.8,3.0,25.0,661.0,100.0,100.0,97.1,6.0,33.0,5.0,1078.0,0.0,0.0,1078.0,1078.0,702.0,702.0,0.0,0.0,376.0,0.0,2012.0,85916.6,MISSING,jared veldheer
Rams,00-0028030,117.54193600649027,Rams,-0.03,46.70%,Joe Barksdale,RT/T,0.3855721393034826,2012.0,joe barksdale,joe barksdale,joe barksdale,309.0,Joe Barksdale,SL,T,100.0,0.0,26.0,61.1,59.7,64.1,3.0,2.0,72.0,100.0,100.0,93.7,1.0,7.0,2.0,118.0,0.0,0.0,118.0,118.0,77.0,77.0,0.0,0.0,41.0,0.0,2012.0,7209.8,MISSING,joe barksdale
Rams,00-0022000,24.935629986532096,Rams,-0.03,46.70%,Wayne Hunter,T,2.0729684908789388,2012.0,wayne hunter,wayne hunter,wayne hunter,295.0,Wayne Hunter,SL,T,100.0,1.0,26.0,60.4,58.2,59.8,4.0,12.0,187.0,100.0,100.0,93.6,3.0,20.0,4.0,334.0,0.0,0.0,321.0,334.0,197.0,197.0,0.0,1.0,137.0,12.0,2012.0,20173.6,MISSING,wayne hunter
Ravens,00-0026999,277.75810660723437,Ravens,0.02,70.00%,Michael Oher,RT/T,1.687396351575456,2012.0,michael oher,michael oher,michael oher,220.0,Michael Oher,BLT,T,100.0,1.0,3.0,66.7,71.3,58.0,9.0,33.0,734.0,100.0,100.0,95.6,10.0,53.0,11.0,1340.0,0.0,0.0,981.0,1340.0,786.0,786.0,0.0,355.0,554.0,4.0,2012.0,89378.0,77.90277777777779,michael oher
Ravens,00-0028023,128.62900069213163,Ravens,0.02,70.00%,Jah Reid,RT/T,0.502330016583748,2012.0,jah reid,jah reid,jah reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0025512,42.97094617828304,Saints,-0.02,43.80%,Jermon Bushrod,T/G,5.597014925373134,2012.0,jermon bushrod,jermon bushrod,jermon bushrod,234.0,Jermon Bushrod,NO,T,100.0,0.0,20.0,71.8,69.3,71.1,8.0,46.0,695.0,100.0,100.0,95.5,6.0,58.0,4.0,1103.0,0.0,0.0,1103.0,1103.0,726.0,726.0,0.0,0.0,377.0,0.0,2012.0,79195.4,MISSING,jermon bushrod
Saints,00-0024424,10.143333857278291,Saints,-0.02,43.80%,Zach Strief,RT/T,1.8449419568822552,2012.0,zach strief,zach strief,zach strief,269.0,Zach Strief,NO,T,100.0,2.0,20.0,62.5,61.9,61.7,8.0,21.0,513.0,100.0,100.0,96.0,6.0,35.0,6.0,786.0,0.0,0.0,0.0,786.0,534.0,534.0,0.0,786.0,252.0,0.0,2012.0,49125.0,MISSING,zach strief
Saints,00-0028862,0.0,Saints,-0.02,43.80%,Bryce Harris,RT/T,0.3233830845771144,2012.0,bryce harris,bryce harris,bryce harris,318.0,Bryce Harris,NO,T,100.0,0.0,20.0,63.7,79.6,54.2,0.0,0.0,21.0,100.0,100.0,100.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,21.0,21.0,0.0,45.0,24.0,0.0,2012.0,2866.5,MISSING,bryce harris
Saints,00-0025897,0.0,Saints,-0.02,43.80%,William Robinson,T,0.1593598673300165,2012.0,william robinson,william robinson,william robinson,305.0,William Robinson,NO,T,100.0,0.0,20.0,62.7,63.1,57.7,1.0,7.0,112.0,100.0,100.0,93.7,0.0,11.0,3.0,178.0,0.0,0.0,4.0,178.0,121.0,121.0,0.0,174.0,57.0,0.0,2012.0,11160.6,MISSING,william robinson
Seahawks,00-0026290,43.742166423463466,Seahawks,0.18,66.70%,Breno Giacomini,RT/T,1.8656716417910448,2012.0,breno giacomini,breno giacomini,breno giacomini,233.0,Breno Giacomini,SEA,T,100.0,1.0,29.0,63.3,62.0,67.5,2.0,36.0,558.0,100.0,100.0,95.7,12.0,43.0,5.0,1144.0,0.0,0.0,0.0,1144.0,597.0,597.0,0.0,1139.0,547.0,5.0,2012.0,72415.2,77.03329984932195,breno giacomini
Seahawks,00-0023596,15.289717762840656,Seahawks,0.18,66.70%,Frank Omiyale,T,1.01575456053068,2012.0,frank omiyale,frank omiyale,frank omiyale,311.0,Frank Omiyale,SEA,T,100.0,0.0,29.0,58.4,58.9,59.8,2.0,0.0,46.0,100.0,100.0,97.8,1.0,2.0,0.0,114.0,0.0,0.0,104.0,114.0,49.0,49.0,0.0,10.0,65.0,0.0,2012.0,6657.599999999999,MISSING,frank omiyale
Steelers,00-0028001,173.27269135161853,Steelers,0.05,50.00%,Marcus Gilbert,RT/T,0.561195688225539,2012.0,marcus gilbert,marcus gilbert,marcus gilbert,303.0,Marcus Gilbert,PIT,T,100.0,0.0,25.0,66.5,73.4,59.5,3.0,4.0,135.0,100.0,100.0,97.4,2.0,7.0,0.0,240.0,0.0,0.0,0.0,240.0,144.0,144.0,0.0,240.0,96.0,0.0,2012.0,15960.0,MISSING,marcus gilbert
Texans,00-0028152,23.032478991861193,Texans,0.17,72.20%,Derek Newton,RT/G,0.3980630182421227,2012.0,derek newton,derek newton,derek newton,264.0,Derek Newton,HST,T,100.0,0.0,13.0,63.4,62.3,65.0,5.0,23.0,441.0,100.0,100.0,95.9,8.0,32.0,4.0,864.0,0.0,0.0,0.0,864.0,459.0,459.0,0.0,864.0,405.0,0.0,2012.0,54777.6,MISSING,derek newton
Titans,00-0028113,42.94603597530333,Titans,-0.15,37.50%,Byron Stingily,RT/T,0.4084784411276948,2012.0,byron stingily,byron stingily,byron stingily,310.0,Byron Stingily,TEN,T,100.0,0.0,31.0,71.0,78.1,61.9,1.0,1.0,61.0,100.0,100.0,98.4,0.0,2.0,0.0,114.0,0.0,0.0,0.0,114.0,62.0,62.0,0.0,114.0,52.0,0.0,2012.0,8094.0,MISSING,byron stingily
Titans,00-0023548,27.148277707223368,Titans,-0.15,37.50%,David Stewart,RT/T,4.975124378109453,2012.0,david stewart,david stewart,david stewart,274.0,David Stewart,TEN,T,100.0,2.0,31.0,71.6,75.1,69.1,4.0,16.0,432.0,100.0,100.0,97.2,8.0,22.0,2.0,675.0,0.0,0.0,0.0,675.0,449.0,449.0,0.0,675.0,226.0,0.0,2012.0,48329.99999999999,MISSING,david stewart
Titans,00-0027498,0.0,Titans,-0.15,37.50%,Daniel Baldridge,RT/T,0.3855721393034826,2012.0,daniel baldridge,,daniel baldridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0027030,163.52229717116867,Vikings,-0.01,58.80%,Phillip Loadholt,RT/T,0.7607794361525705,2012.0,phillip loadholt,phil loadholt,phil loadholt,235.0,Phil Loadholt,MIN,T,100.0,0.0,18.0,74.8,69.1,82.7,4.0,23.0,590.0,100.0,100.0,97.0,11.0,31.0,4.0,1096.0,0.0,0.0,0.0,1096.0,618.0,618.0,0.0,1089.0,478.0,7.0,2012.0,81980.8,MISSING,phil loadholt
Vikings,00-0027099,57.41500364243342,Vikings,-0.01,58.80%,Troy Kropog,RT/T,0.4477611940298507,2012.0,troy kropog,,troy kropog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0027863,384.5841680780333,49ers,0.09,73.70%,Anthony Davis,RT/T,3.4358139158576053,2013.0,anthony davis,anthony davis,anthony davis,336.0,Anthony Davis,SF,T,100.0,0.0,28.0,73.6,74.6,71.6,4.0,30.0,600.0,100.0,100.0,96.2,6.0,40.0,6.0,1161.0,0.0,0.0,2.0,1161.0,630.0,630.0,0.0,1159.0,531.0,0.0,2013.0,85449.59999999999,76.15912717034257,anthony davis
Bears,00-0027015,188.2749931396101,Bears,0.0,50.00%,Eben Britton,RT/T,0.4490291262135922,2013.0,eben britton,eben britton,eben britton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030046,56.102510436029974,Bears,0.0,50.00%,Jordan Mills,RT/T,0.3610032362459546,2013.0,jordan mills,jordan mills,jordan mills,365.0,Jordan Mills,CHI,T,100.0,0.0,6.0,55.8,46.7,63.6,13.0,62.0,603.0,100.0,100.0,93.3,2.0,78.0,3.0,1012.0,0.0,0.0,0.0,1012.0,640.0,640.0,0.0,1012.0,372.0,0.0,2013.0,56469.6,MISSING,jordan mills
Bears,00-0025512,31.8336598888055,Bears,0.0,50.00%,Jermon Bushrod,T/G,2.4393203883495147,2013.0,jermon bushrod,jermon bushrod,jermon bushrod,352.0,Jermon Bushrod,CHI,T,100.0,2.0,6.0,74.3,70.3,72.7,9.0,42.0,626.0,100.0,100.0,95.3,7.0,55.0,4.0,1059.0,0.0,0.0,1058.0,1059.0,664.0,664.0,0.0,0.0,395.0,1.0,2013.0,78683.7,MISSING,jermon bushrod
Bengals,00-0026982,425.8873840248471,Bengals,0.14,64.70%,Andre Smith,RT/T,4.0453074433656955,2013.0,andre smith,andre smith,andre smith,334.0,Andre Smith,CIN,T,100.0,0.0,7.0,80.0,73.2,80.5,2.0,31.0,683.0,100.0,100.0,96.7,4.0,39.0,6.0,1179.0,0.0,0.0,0.0,1179.0,714.0,714.0,0.0,1175.0,465.0,4.0,2013.0,94320.0,62.49425287356322,andre smith
Bengals,00-0023920,0.0,Bengals,0.14,64.70%,Dennis Roland,RT/T,0.1056537216828479,2013.0,dennis roland,dennis roland,dennis roland,425.0,Dennis Roland,CIN,T,100.0,0.0,7.0,73.0,66.4,68.9,0.0,1.0,15.0,100.0,100.0,96.7,0.0,1.0,0.0,35.0,0.0,0.0,7.0,35.0,16.0,16.0,0.0,0.0,19.0,28.0,2013.0,2555.0,MISSING,dennis roland
Bills,00-0029561,245.93180211566457,Bills,0.02,37.50%,Cordy Glenn,T/G,0.8945978964401295,2013.0,cordy glenn,cordy glenn,cordy glenn,338.0,Cordy Glenn,BUF,T,100.0,0.0,4.0,82.4,82.0,76.1,5.0,23.0,604.0,100.0,100.0,97.4,6.0,30.0,2.0,1161.0,0.0,0.0,1161.0,1161.0,645.0,645.0,0.0,0.0,516.0,0.0,2013.0,95666.4,64.39427083333332,cordy glenn
Bills,00-0027803,21.00579916401772,Bills,0.02,37.50%,Thomas Welch,RT/T,0.5097087378640777,2013.0,thomas welch,thomas welch,thomas welch,434.0,Thomas Welch,BUF,T,87.5,0.0,4.0,79.5,68.2,75.4,0.0,0.0,2.0,66.7,66.7,100.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,2.0,3.0,0.0,0.0,5.0,8.0,2013.0,636.0,MISSING,thomas welch
Bills,00-0030021,0.0,Bills,0.02,37.50%,Joe Unga,G/T,0.1156480582524271,2013.0,joe unga,,joe unga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029253,262.2740769822443,Browns,-0.06,25.00%,Mitchell Schwartz,RT/T,0.9508017799352751,2013.0,mitchell schwartz,mitchell schwartz,mitchell schwartz,344.0,Mitchell Schwartz,CLV,T,100.0,1.0,8.0,76.1,74.0,72.6,19.0,35.0,750.0,100.0,100.0,94.9,4.0,65.0,11.0,1110.0,0.0,0.0,2.0,1110.0,779.0,779.0,0.0,1107.0,331.0,0.0,2013.0,84471.0,MISSING,mitchell schwartz
Browns,00-0026239,58.93172334676206,Browns,-0.06,25.00%,Oniel Cousins,G/T,0.6472491909385114,2013.0,oniel cousins,oniel cousins,oniel cousins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0030122,16.730572687224672,Browns,-0.06,25.00%,Reid Fragel,RT/T,0.1734716828478964,2013.0,reid fragel,reid fragel,reid fragel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0030221,0.0,Browns,-0.06,25.00%,Keavon Milton,T,0.3276699029126214,2013.0,keavon milton,,keavon milton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0023894,0.0,Buccaneers,-0.1,25.00%,Donald Penn,RT/T,5.124055825242718,2013.0,donald penn,donald penn,donald penn,359.0,Donald Penn,TB,T,99.9,2.0,30.0,78.7,75.9,74.2,6.0,28.0,575.0,99.8,99.8,95.0,5.0,46.0,12.0,1035.0,0.0,0.0,1034.0,1036.0,616.0,617.0,0.0,0.0,419.0,0.0,2013.0,81533.2,MISSING,donald penn
Buccaneers,00-0026814,0.0,Buccaneers,-0.1,25.00%,Demar Dotson,RT/T,1.6181229773462782,2013.0,demar dotson,demar dotson,demar dotson,358.0,Demar Dotson,TB,T,100.0,0.0,30.0,80.8,81.4,74.8,2.0,27.0,574.0,100.0,100.0,96.6,4.0,34.0,5.0,1037.0,0.0,0.0,0.0,1037.0,615.0,615.0,0.0,1036.0,422.0,0.0,2013.0,83789.59999999999,MISSING,demar dotson
Cardinals,00-0030504,95.54220204900987,Cardinals,0.07,62.50%,Earl Watford,G/T,0.4156278317152103,2013.0,earl watford,earl watford,earl watford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0029528,91.44788453922074,Cardinals,0.07,62.50%,Bobby Massie,RT/T,0.478029935275081,2013.0,bobby massie,bobby massie,bobby massie,424.0,Bobby Massie,ARZ,T,100.0,0.0,1.0,65.6,52.4,64.9,0.0,2.0,12.0,100.0,100.0,91.7,0.0,2.0,0.0,56.0,0.0,0.0,0.0,56.0,13.0,13.0,0.0,21.0,43.0,33.0,2013.0,3673.599999999999,MISSING,bobby massie
Cardinals,00-0024281,49.965978078950634,Cardinals,0.07,62.50%,Eric Winston,RT/T,1.6181229773462782,2013.0,eric winston,eric winston,eric winston,351.0,Eric Winston,ARZ,T,100.0,0.0,1.0,64.6,63.7,68.5,8.0,43.0,611.0,100.0,100.0,94.7,8.0,58.0,7.0,1063.0,0.0,0.0,0.0,1063.0,649.0,649.0,0.0,1063.0,414.0,0.0,2013.0,68669.79999999999,MISSING,eric winston
Colts,00-0026157,214.94050456410807,Colts,0.02,66.70%,Gosder Cherilus,RT/T,6.796116504854369,2013.0,gosder cherilus,gosder cherilus,gosder cherilus,331.0,Gosder Cherilus,IND,T,100.0,0.0,14.0,74.1,73.5,69.1,14.0,34.0,750.0,100.0,100.0,96.1,3.0,53.0,5.0,1200.0,0.0,0.0,13.0,1200.0,795.0,795.0,0.0,1178.0,405.0,9.0,2013.0,88920.0,84.84460400348128,gosder cherilus
Colts,00-0027469,0.0,Colts,0.02,66.70%,Jeff Linkenbach,RT/T,1.0703883495145632,2013.0,jeff linkenbach,jeff linkenbach,jeff linkenbach,401.0,Jeff Linkenbach,IND,T,100.0,0.0,14.0,62.7,68.6,58.5,2.0,12.0,225.0,100.0,100.0,95.6,1.0,17.0,3.0,398.0,0.0,13.0,0.0,398.0,247.0,247.0,357.0,4.0,151.0,24.0,2013.0,24954.6,MISSING,jeff linkenbach
Colts,00-0026408,0.0,Colts,0.02,66.70%,Joe Reitz,G/T,0.4490291262135922,2013.0,joe reitz,joe reitz,joe reitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0029144,33.193273487147785,Commanders,-0.09,18.80%,Tom Compton,G/T,0.3883495145631068,2013.0,tom compton,tom compton,tom compton,431.0,Tom Compton,WAS,T,90.0,0.0,32.0,62.1,72.4,62.2,0.0,0.0,1.0,50.0,50.0,100.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,10.0,1.0,2.0,0.0,0.0,8.0,8.0,2013.0,621.0,MISSING,tom compton
Cowboys,00-0025509,32.80248774769551,Cowboys,0.0,50.00%,Doug Free,RT/T,5.275080906148867,2013.0,doug free,doug free,doug free,367.0,Doug Free,DAL,T,100.0,1.0,9.0,79.3,79.3,79.8,0.0,34.0,630.0,100.0,100.0,96.3,8.0,40.0,6.0,999.0,0.0,0.0,0.0,999.0,668.0,668.0,0.0,999.0,331.0,0.0,2013.0,79220.7,MISSING,doug free
Cowboys,00-0029080,0.0,Cowboys,0.0,50.00%,Darrion Weems,RT/T,0.3883495145631068,2013.0,darrion weems,,darrion weems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0026839,0.0,Cowboys,0.0,50.00%,Jermey Parnell,RT/T,1.0974279935275082,2013.0,jermey parnell,jermey parnell,jermey parnell,426.0,Jermey Parnell,DAL,T,100.0,0.0,9.0,66.5,24.9,67.5,0.0,0.0,3.0,100.0,100.0,100.0,1.0,0.0,0.0,20.0,0.0,0.0,2.0,20.0,4.0,4.0,0.0,0.0,16.0,18.0,2013.0,1330.0,MISSING,jermey parnell
Dolphins,00-0029593,241.76030598629904,Dolphins,-0.06,50.00%,Jonathan Martin,RT/T,0.8797192556634303,2013.0,jonathan martin,jonathan martin,jonathan martin,400.0,Jonathan Martin,MIA,T,100.0,1.0,17.0,65.8,66.9,62.6,7.0,15.0,296.0,100.0,100.0,93.9,3.0,29.0,7.0,454.0,0.0,0.0,374.0,454.0,306.0,306.0,0.0,80.0,148.0,0.0,2013.0,29873.199999999997,MISSING,jonathan martin
Dolphins,00-0026351,13.3328546197435,Dolphins,-0.06,50.00%,Nate Garner,RT/T,1.0248106796116505,2013.0,nate garner,nate chandler,nate chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0022245,0.0,Dolphins,-0.06,50.00%,Tyson Clabo,RT/T,2.8317152103559873,2013.0,tyson clabo,tyson clabo,tyson clabo,374.0,Tyson Clabo,MIA,T,100.0,0.0,17.0,69.2,67.0,65.6,10.0,31.0,614.0,100.0,100.0,94.9,2.0,52.0,11.0,949.0,0.0,0.0,0.0,949.0,635.0,635.0,0.0,948.0,314.0,0.0,2013.0,65670.8,MISSING,tyson clabo
Eagles,00-0029419,57.24150064712397,Eagles,0.11,58.80%,Dennis Kelly,T,0.4265372168284789,2013.0,dennis kelly,dennis kelly,dennis kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0030149,0.0,Eagles,0.11,58.80%,Matt Tobin,G/T,0.3290177993527508,2013.0,matt tobin,matt tobin,matt tobin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029527,119.31843562104736,Falcons,-0.1,25.00%,Lamar Holmes,RT/T,0.4962783171521035,2013.0,lamar holmes,lamar holmes,lamar holmes,355.0,Lamar Holmes,ATL,T,100.0,1.0,2.0,60.5,63.6,61.5,13.0,53.0,693.0,100.0,100.0,93.8,12.0,76.0,10.0,1052.0,0.0,0.0,885.0,1052.0,735.0,735.0,0.0,167.0,317.0,0.0,2013.0,63646.0,MISSING,lamar holmes
Falcons,00-0024274,55.57318938939078,Falcons,-0.1,25.00%,Jeremy Trueblood,RT/T,0.4490291262135922,2013.0,jeremy trueblood,jeremy trueblood,jeremy trueblood,390.0,Jeremy Trueblood,ATL,T,100.0,0.0,2.0,69.3,66.6,69.0,7.0,24.0,408.0,100.0,100.0,95.7,4.0,33.0,2.0,628.0,0.0,0.0,0.0,628.0,436.0,436.0,0.0,628.0,192.0,0.0,2013.0,43520.4,MISSING,jeremy trueblood
Falcons,00-0022855,21.58061289705355,Falcons,-0.1,25.00%,Sean Locklear,T,0.1848940129449838,2013.0,sean locklear,sean locklear,sean locklear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029786,0.0,Falcons,-0.1,25.00%,Ryan Schraeder,RT/T,0.3282087378640776,2013.0,ryan schraeder,ryan schraeder,ryan schraeder,403.0,Ryan Schraeder,ATL,T,100.0,0.0,2.0,63.1,66.8,56.8,0.0,12.0,193.0,100.0,100.0,94.8,2.0,16.0,4.0,306.0,0.0,0.0,3.0,306.0,207.0,207.0,0.0,282.0,99.0,21.0,2013.0,19308.6,MISSING,ryan schraeder
Giants,00-0030452,20.004296622613804,Giants,-0.09,43.80%,Eric Herman,RT/T,0.0776699029126213,2013.0,eric herman,eric fisher,eric fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0030452,20.004296622613804,Giants,-0.09,43.80%,Eric Herman,RT/T,0.0192742718446601,2013.0,eric herman,eric fisher,eric fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021922,6.426344531190739,Giants,-0.09,43.80%,David Diehl,RT/T,2.52831715210356,2013.0,david diehl,david diehl,david diehl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0030545,860.6568616536375,Jaguars,-0.24,25.00%,Luke Joeckel,G/T,3.118799352750809,2013.0,luke joeckel,luke joeckel,luke joeckel,405.0,Luke Joeckel,JAX,T,100.0,0.0,15.0,58.1,62.9,55.5,1.0,11.0,178.0,100.0,100.0,94.9,2.0,15.0,3.0,273.0,0.0,0.0,12.0,273.0,186.0,186.0,0.0,261.0,87.0,0.0,2013.0,15861.3,MISSING,luke joeckel
Jaguars,00-0029076,0.0,Jaguars,-0.24,25.00%,Austin Pasztor,T/G,0.3883495145631068,2013.0,austin pasztor,austin pasztor,austin pasztor,383.0,Austin Pasztor,JAX,T,100.0,0.0,15.0,65.1,69.5,58.2,10.0,18.0,483.0,100.0,100.0,96.1,3.0,33.0,5.0,791.0,0.0,0.0,0.0,791.0,506.0,506.0,0.0,788.0,285.0,0.0,2013.0,51494.1,MISSING,austin pasztor
Jaguars,00-0028401,0.0,Jaguars,-0.24,25.00%,Cameron Bradfield,RT/T,0.450378640776699,2013.0,cameron bradfield,cameron bradfield,cameron bradfield,382.0,Cameron Bradfield,JAX,T,100.0,1.0,15.0,54.7,60.4,46.7,14.0,29.0,483.0,100.0,100.0,94.1,5.0,50.0,7.0,794.0,0.0,0.0,781.0,794.0,506.0,506.0,0.0,6.0,288.0,6.0,2013.0,43431.8,MISSING,cameron bradfield
Jets,00-0027987,195.39658709682783,Jets,-0.1,50.00%,Ben Ijalana,RT/T,0.6009482200647249,2013.0,ben ijalana,ben ijalana,ben ijalana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0030083,72.38723079795948,Jets,-0.1,50.00%,Oday Aboushi,G/T,0.36792071197411,2013.0,oday aboushi,,oday aboushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
