team,player_id,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,targeted_qb_rating,targets,touchdowns,wide_rate,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,inline_snaps,slot_snaps,wide_snaps,total_snaps,Year,weighted_grade,weighted_average_grade,merge_player_y
Browns,00-0029389,0.0,Browns,-0.02,43.80%,Phil Bates,WR,0.0185751879699248,2014.0,phil bates,,phil bates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0030839,0.0,Buccaneers,-0.12,12.50%,Solomon Patton,WR,0.0743030075187969,2014.0,solomon patton,,solomon patton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0029336,0.0,Cardinals,0.01,64.70%,Brittan Golden,WR,0.0437857142857142,2014.0,brittan golden,brittan golden,brittan golden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0031060,87.20107066283008,Chiefs,0.05,56.30%,De'Anthony Thomas,WR,0.3947571428571428,2014.0,deanthony thomas,deanthony thomas,deanthony thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0028017,114.1310469254118,Commanders,-0.16,25.00%,Leonard Hankerson,WR,0.610690977443609,2014.0,leonard hankerson,leonard hankerson,leonard hankerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0028892,0.0,Dolphins,0.01,50.00%,Gerell Robinson,WR,0.0371511278195488,2014.0,gerell robinson,allen robinson,allen robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0031315,38.276698123297095,Dolphins,0.01,50.00%,Matt Hazel,WR,0.0371511278195488,2014.0,matt hazel,matt hazel,matt hazel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029367,0.0,Giants,-0.02,37.50%,Julian Talley,WR,0.0568421052631578,2014.0,julian talley,julian talley,julian talley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031268,34.91757149041277,Jets,-0.12,25.00%,Walter Powell,WR,0.3157894736842105,2014.0,walter powell,walter powell,walter powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031023,28.02931822464414,Jets,-0.12,25.00%,Quincy Enunwa,WR,0.0185751879699248,2014.0,quincy enunwa,quincy enunwa,quincy enunwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029006,0.0,Jets,-0.12,25.00%,Saalim Hakim,WR,0.3721804511278195,2014.0,saalim hakim,saalim hakim,saalim hakim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0030474,103.10052443001751,Patriots,0.11,79.00%,Josh Boyce,WR,0.0185751879699248,2014.0,josh boyce,josh boyce,josh boyce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026293,23.27265744114248,Patriots,0.11,79.00%,Matthew Slater,WR,2.2055142857142855,2014.0,matthew slater,matthew slater,matthew slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030807,0.0,Saints,-0.04,43.80%,Seantavius Jones,WR,0.0557270676691729,2014.0,seantavius jones,,seantavius jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030801,0.0,Saints,-0.04,43.80%,Brandon Coleman,WR,0.0185751879699248,2014.0,brandon coleman,brandon coleman,brandon coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0030120,15.74005479435275,Seahawks,0.21,73.70%,B.J. Daniels,WR,0.3721804511278195,2014.0,bj daniels,bj daniels,bj daniels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0030162,0.0,Titans,-0.16,12.50%,Rico Richardson,WR,0.0371511278195488,2014.0,rico richardson,rico richardson,rico richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030805,0.0,49ers,-0.15,31.30%,Je'Ron Hamm,WR,0.01785873813512,2015.0,jeron hamm,,jeron hamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0031268,31.59472523147112,Bills,0.02,50.00%,Walter Powell,WR,0.0418760469011725,2015.0,walter powell,walter powell,walter powell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032070,17.99566226138032,Bills,0.02,50.00%,Dezmin Lewis,WR,0.03571747627024,2015.0,dezmin lewis,,dezmin lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0031846,0.0,Browns,-0.14,18.80%,Rannell Hall,WR,0.0535762144053601,2015.0,rannell hall,,rannell hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0031954,40.11803383327816,Buccaneers,-0.03,37.50%,Evan Spencer,WR,0.03571747627024,2015.0,evan spencer,,evan spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0031514,0.0,Colts,-0.11,50.00%,Quan Bray,WR,0.1785887772194305,2015.0,quan bray,quan bray,quan bray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0029934,0.0,Cowboys,-0.12,25.00%,Rodney Smith,WR,0.0240166108319374,2015.0,rodney smith,rodney smith,rodney smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0024272,31.5473228561145,Falcons,0.0,50.00%,Devin Hester,WR,2.588172110552764,2015.0,devin hester,devin hester,devin hester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0027265,0.0,Giants,-0.05,37.50%,Victor Cruz,WR,5.67071468453378,2015.0,victor cruz,victor cruz,victor cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0030856,0.0,Jaguars,-0.09,31.30%,Tony Washington,WR,0.2678831658291457,2015.0,tony washington,tony washington,tony washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0029667,66.05609851368895,Rams,-0.08,43.80%,Nick Toon,WR,0.0240166108319374,2015.0,nick toon,nick toon,nick toon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032054,353.9015755816421,Ravens,-0.08,31.30%,Breshad Perriman,WR,1.0710545784477945,2015.0,breshad perriman,breshad perriman,breshad perriman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032115,41.963369543259226,Ravens,-0.08,31.30%,Kaelin Clay,WR,0.1250118648799553,2015.0,kaelin clay,kaelin clay,kaelin clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030807,0.0,Saints,-0.08,43.80%,Seantavius Jones,WR,0.0418760469011725,2015.0,seantavius jones,,seantavius jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031600,47.46271000653578,Texans,0.06,52.90%,Keith Mumphery,WR,0.332609575656058,2015.0,keith mumphery,,keith mumphery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0029435,0.0,Titans,-0.16,18.80%,Damaris Johnson,WR,0.081288386376326,2015.0,damaris johnson,damaris johnson,damaris johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030805,0.0,49ers,-0.15,12.50%,Je'Ron Hamm,WR,0.278449153088169,2016.0,jeron hamm,,jeron hamm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0031326,88.92539996728728,49ers,-0.15,12.50%,Bruce Ellington,WR,0.4628112320474013,2016.0,bruce ellington,bruce ellington,bruce ellington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030202,MISSING,49ers,-0.15,12.50%,Eric Rogers,WR,0.2708185740967347,2016.0,eric rogers,eli rogers,eli rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0031787,0.0,Bengals,0.04,40.00%,Jake Kumerow,WR,0.0170477233206672,2016.0,jake kumerow,jake kumerow,jake kumerow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0027708,39.391281438615415,Bills,0.03,43.80%,Marcus Easley,WR,1.0444045855606363,2016.0,marcus easley,marcus easley,marcus easley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032070,0.0,Bills,0.03,43.80%,Dezmin Lewis,WR,0.0994467701423327,2016.0,dezmin lewis,,dezmin lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032957,MISSING,Bills,0.03,43.80%,Kolby Listenbee,WR,0.2846216268435628,2016.0,kolby listenbee,,kolby listenbee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0030400,0.0,Broncos,0.06,56.30%,Marlon Brown,WR,0.1363843627229986,2016.0,marlon brown,marlon brown,marlon brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0031962,0.0,Browns,-0.21,6.30%,Mario Alford,WR,0.0596676756617505,2016.0,mario alford,mario alford,mario alford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0031846,0.0,Browns,-0.21,6.30%,Rannell Hall,WR,0.2241257164938494,2016.0,rannell hall,,rannell hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0029664,0.0,Browns,-0.21,6.30%,Josh Gordon,WR,0.5261905068590198,2016.0,josh gordon,josh gordon,josh gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0032645,MISSING,Browns,-0.21,6.30%,Dennis Parks,WR,0.2144651252656662,2016.0,dennis parks,,dennis parks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0030743,0.0,Buccaneers,0.01,56.30%,Bernard Reedy,WR,0.0340954466413344,2016.0,bernard reedy,bernard reedy,bernard reedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032008,0.0,Buccaneers,0.01,56.30%,Donteea Dye,WR,0.079556900882334,2016.0,donteea dye,donteea dye,donteea dye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0033087,0.0,Cardinals,0.1,46.70%,Marquis Bundy,WR,0.1022863399240033,2016.0,marquis bundy,marquis bundy,marquis bundy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030920,0.0,Chargers,0.02,31.30%,Javontee Herndon,WR,0.2241257164938494,2016.0,javontee herndon,javontee herndon,javontee herndon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0026364,MISSING,Chargers,0.02,31.30%,Steve Johnson,WR,2.511753719327623,2016.0,steve johnson,steve johnson,steve johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0032775,85.35327973992683,Chiefs,0.05,70.60%,Demarcus Robinson,WR,0.3730875249565273,2016.0,demarcus robinson,demarcus robinson,demarcus robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0031992,MISSING,Chiefs,0.05,70.60%,Kenny Cook,WR,0.2144651252656662,2016.0,kenny cook,,kenny cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032370,MISSING,Commanders,0.02,53.30%,Reginald Diggs,WR,0.2148940555161976,2016.0,reginald diggs,,reginald diggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0032702,0.0,Cowboys,0.12,76.50%,Chris Brown,WR,0.2144651252656662,2016.0,chris brown,chris godwin,chris godwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032621,0.0,Dolphins,-0.01,58.80%,Rashawn Scott,WR,0.0852386166033361,2016.0,rashawn scott,,rashawn scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0032451,0.0,Falcons,0.12,68.40%,Devin Fuller,WR,0.2263450763186707,2016.0,devin fuller,deon butler,deon butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0024535,0.0,Falcons,0.12,68.40%,Eric Weems,WR,0.739035228956012,2016.0,eric weems,eric weems,eric weems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032001,MISSING,Giants,0.02,64.70%,Ben Edwards,WR,0.2144651252656662,2016.0,ben edwards,ben edwards,ben edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032688,0.0,Jets,-0.11,31.30%,Robby Anderson,WR,0.2919643202163973,2016.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0030175,0.0,Lions,-0.06,52.90%,Ryan Spadola,WR,0.2241257164938494,2016.0,ryan spadola,ryan spadola,ryan spadola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032553,0.0,Lions,-0.06,52.90%,Jace Billingsley,WR,0.0170477233206672,2016.0,jace billingsley,,jace billingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0029343,MISSING,Panthers,-0.05,37.50%,Laron Byrd,WR,0.2337863077220326,2016.0,laron byrd,laron byrd,laron byrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0032577,0.0,Patriots,0.17,89.50%,D.J. Foster,WR,0.0852386166033361,2016.0,dj foster,,dj foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0030532,96.23519778483777,Rams,-0.24,25.00%,Stedman Bailey,WR,0.082419012043537,2016.0,stedman bailey,stedman bailey,stedman bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0032685,0.0,Rams,-0.24,25.00%,Nelson Spruce,WR,0.2898177368454949,2016.0,nelson spruce,,nelson spruce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0032681,MISSING,Rams,-0.24,25.00%,Marquez North,WR,0.2144651252656662,2016.0,marquez north,,marquez north,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032188,0.0,Ravens,-0.01,50.00%,Vince Mayle,WR,0.0198892252205835,2016.0,vince mayle,vince mayle,vince mayle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028702,0.0,Ravens,-0.01,50.00%,Chris Matthews,WR,0.3864236491273266,2016.0,chris matthews,chris matthews,chris matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033078,0.0,Ravens,-0.01,50.00%,Keenan Reynolds,WR,0.0170477233206672,2016.0,keenan reynolds,,keenan reynolds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030095,0.0,Saints,0.02,43.80%,Corey Fuller,WR,0.0454614542409995,2016.0,corey fuller,corey fuller,corey fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033021,0.0,Saints,0.02,43.80%,Jake Lampman,WR,0.2045726798480067,2016.0,jake lampman,,jake lampman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0032250,0.0,Seahawks,0.07,64.70%,Kasen Williams,WR,0.0170477233206672,2016.0,kasen williams,kasen williams,kasen williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031819,MISSING,Seahawks,0.07,64.70%,Tyler Slavin,WR,0.2144651252656662,2016.0,tyler slavin,tyler ervin,tyler ervin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0031373,0.0,Steelers,0.08,68.40%,Martavis Bryant,WR,0.0707187479873768,2016.0,martavis bryant,martavis bryant,martavis bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0032537,0.0,Steelers,0.08,68.40%,Canaan Severin,WR,0.2915347459264507,2016.0,canaan severin,,canaan severin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031600,MISSING,Texans,-0.02,55.60%,Keith Mumphery,WR,0.3648889032008759,2016.0,keith mumphery,,keith mumphery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0032123,14.284693563630526,Titans,0.0,56.30%,Tre McBride,WR,0.1790030269852515,2016.0,tre mcbride,tre mcbride,tre mcbride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0027816,8.105577529345858,Titans,0.0,56.30%,Marc Mariani,WR,0.3864236491273266,2016.0,marc mariani,marc mariani,marc mariani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0032012,0.0,Vikings,0.06,50.00%,Isaac Fruechte,WR,0.0170477233206672,2016.0,isaac fruechte,,isaac fruechte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029981,0.0,Vikings,0.06,50.00%,Terrell Sinkfield,WR,0.2898177368454949,2016.0,terrell sinkfield,,terrell sinkfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0033306,0.0,49ers,-0.04,37.50%,Victor Bolden,WR,0.2676754491017964,2017.0,victor bolden,victor bolden,victor bolden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0032441,0.0,49ers,-0.04,37.50%,Aaron Burbridge,WR,0.232388622754491,2017.0,aaron burbridge,aaron burbridge,aaron burbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031912,0.0,Bears,-0.07,31.30%,Cameron Meredith,WR,0.3694610778443113,2017.0,cameron meredith,cameron meredith,cameron meredith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033305,15.508361233480178,Bills,-0.07,52.90%,Malachi Dupre,WR,0.0163790419161676,2017.0,malachi dupre,malachi corley,malachi corley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033620,0.0,Bills,-0.07,52.90%,Brandon Reilly,WR,0.0655161676646706,2017.0,brandon reilly,brandon lloyd,brandon lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0030691,0.0,Bills,-0.07,52.90%,Jeremy Butler,WR,0.2323353293413173,2017.0,jeremy butler,jeremy butler,jeremy butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033919,0.0,Broncos,-0.01,31.30%,Carlos Henderson,WR,0.3308359281437125,2017.0,carlos henderson,charles johnson,charles johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032577,0.0,Cardinals,-0.06,50.00%,D.J. Foster,WR,0.3043323353293413,2017.0,dj foster,,dj foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0031953,33.171896015736294,Chargers,0.15,56.30%,Geremy Davis,WR,0.2166251497005988,2017.0,geremy davis,geremy davis,geremy davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0030671,0.0,Chargers,0.15,56.30%,Isaiah Burse,WR,0.3682634730538922,2017.0,isaiah burse,isaiah burse,isaiah burse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colts,00-0033604,0.0,Colts,-0.18,25.00%,Krishawn Hogan,WR,0.1798479041916167,2017.0,krishawn hogan,krishawn hogan,krishawn hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033530,28.02931822464414,Commanders,-0.03,43.80%,Robert Davis,WR,0.0655161676646706,2017.0,robert davis,robert davis,robert davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0033843,0.0,Commanders,-0.03,43.80%,Shakeir Ryan,WR,0.0603592814371257,2017.0,shakeir ryan,,shakeir ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0033992,0.0,Cowboys,0.0,56.30%,Lance Lenoir,WR,0.0163790419161676,2017.0,lance lenoir,lance moore,lance moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0033471,0.0,Dolphins,-0.15,37.50%,Isaiah Ford,WR,0.2201047904191616,2017.0,isaiah ford,isaiah ford,isaiah ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032621,0.0,Dolphins,-0.15,37.50%,Rashawn Scott,WR,0.0190209580838323,2017.0,rashawn scott,,rashawn scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0032451,0.0,Falcons,0.06,61.10%,Devin Fuller,WR,0.21942874251497,2017.0,devin fuller,deon butler,deon butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0033714,0.0,Giants,-0.14,18.80%,Keeon Johnson,WR,0.2083832335329341,2017.0,keeon johnson,keesean johnson,keesean johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0028114,0.0,Giants,-0.14,18.80%,Dwayne Harris,WR,1.976047904191617,2017.0,dwayne harris,dwayne harris,dwayne harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033353,0.0,Jaguars,0.2,63.20%,Montay Crockett,WR,0.0163790419161676,2017.0,montay crockett,,montay crockett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0032170,0.0,Jaguars,0.2,63.20%,Rashad Greene,WR,0.4047622754491018,2017.0,rashad greene,rashad greene,rashad greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031684,0.0,Jaguars,0.2,63.20%,Shane Wynn,WR,0.2173652694610778,2017.0,shane wynn,shane wynn,shane wynn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0033454,0.0,Jets,-0.09,31.30%,Brisly Estime,WR,0.2093808383233533,2017.0,brisly estime,,brisly estime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032688,0.0,Jets,-0.09,31.30%,Robby Anderson,WR,0.3253491017964072,2017.0,robby anderson,,robby anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031757,0.0,Jets,-0.09,31.30%,Lucky Whitehead,WR,0.0216622754491018,2017.0,lucky whitehead,lucky whitehead,lucky whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031934,0.0,Jets,-0.09,31.30%,Devin Smith,WR,0.9590233532934131,2017.0,devin smith,devin smith,devin smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031023,0.0,Jets,-0.09,31.30%,Quincy Enunwa,WR,0.3682634730538922,2017.0,quincy enunwa,quincy enunwa,quincy enunwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032707,0.0,Lions,0.02,56.30%,Andy Jones,WR,0.0327580838323353,2017.0,andy jones,andy jones,andy jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032553,0.0,Lions,0.02,56.30%,Jace Billingsley,WR,0.0163790419161676,2017.0,jace billingsley,,jace billingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0031818,0.0,Lions,0.02,56.30%,Bradley Marquez,WR,0.1083125748502994,2017.0,bradley marquez,bradley marquez,bradley marquez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0032652,0.0,Packers,-0.06,43.80%,Herb Waters,WR,0.2083832335329341,2017.0,herb waters,,herb waters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
