player_id,Year,Team,Cap_Space,age,adjusted_value,Net EPA,Win %,player,position,snap_counts_defense,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,weighted_grade,weighted_average_grade
00-0031175,2016,Seahawks,0.4621388548979198,24.0,0.0,0.07,64.70%,Cassius Marsh,ED,438.0,18.0,1.0,1.0,0.0,1.0,29.0,1.0,51.6,21.3,61.4,57.5,40.9,5.0,21.0,26.7,4.0,5.0,3.0,317.0,109.0,429.0,347.0,46.0,9.0,10.0,2.0,29.0,22600.8,MISSING
00-0030499,2016,Steelers,1.783946029497005,26.0,0.0,0.08,68.40%,Jarvis Jones,ED,499.0,16.0,10.0,3.0,0.0,2.0,25.0,1.0,74.1,87.0,60.7,69.4,80.0,3.0,11.0,2.3,1.0,0.0,1.0,229.0,171.0,415.0,414.0,1.0,21.0,32.0,1.0,15.0,36975.9,MISSING
00-0032146,2016,Steelers,1.3498892252205834,23.0,0.0,0.08,68.40%,Bud Dupree,ED,509.0,10.0,5.0,2.0,0.0,1.0,25.0,0.0,62.6,72.3,59.9,61.9,67.3,3.0,9.0,11.1,4.0,1.0,5.0,232.0,177.0,413.0,410.0,1.0,20.0,27.0,2.0,17.0,31863.4,MISSING
00-0027033,2016,Saints,1.0304630643395376,30.0,MISSING,0.02,43.80%,Paul Kruger,ED,572.0,15.0,7.0,1.0,1.0,1.0,20.0,2.0,62.4,67.4,58.7,61.7,56.5,6.0,19.0,12.5,4.0,2.0,2.0,326.0,233.0,566.0,510.0,52.0,16.0,21.0,3.0,27.0,35692.8,MISSING
00-0027787,2016,Rams,1.932118245636633,30.0,14.252229418636214,-0.24,25.00%,Eugene Sims,ED,537.0,16.0,0.0,2.0,0.0,0.0,26.0,1.0,62.0,79.9,52.7,66.0,53.8,2.0,13.0,9.5,2.0,1.0,3.0,308.0,218.0,527.0,459.0,46.0,18.0,19.0,4.0,18.0,33294.0,MISSING
00-0026243,2016,Rams,4.508275906485477,31.0,22.78185738804136,-0.24,25.00%,William Hayes,ED,514.0,14.0,6.0,1.0,0.0,0.0,26.0,0.0,79.6,78.0,67.7,79.6,70.8,7.0,27.0,7.7,3.0,1.0,5.0,324.0,188.0,506.0,410.0,83.0,27.0,30.0,6.0,39.0,40914.4,MISSING
00-0027952,2016,Rams,7.185788626263927,26.0,233.93428531809968,-0.24,25.00%,Robert Quinn,ED,370.0,9.0,2.0,1.0,4.0,2.0,26.0,0.0,57.4,17.2,71.7,40.6,63.6,3.0,15.0,12.5,1.0,5.0,4.0,265.0,103.0,369.0,357.0,11.0,7.0,5.0,0.0,22.0,21238.0,MISSING
00-0032955,2016,Packers,0.4015663038577961,24.0,0.0,0.07,63.20%,Kyler Fackrell,ED,173.0,14.0,0.0,0.0,0.0,1.0,12.0,0.0,62.4,44.4,72.1,38.3,78.8,1.0,9.0,0.0,0.0,1.0,2.0,107.0,52.0,158.0,158.0,0.0,5.0,7.0,0.0,12.0,10795.2,MISSING
00-0031065,2016,Panthers,0.0170477233206672,26.0,0.0,-0.05,37.50%,Larry Webster,ED,19.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,61.1,77.8,62.3,58.1,69.2,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,19.0,19.0,0.0,1.0,1.0,0.0,0.0,1160.9,MISSING
00-0031336,2016,Panthers,0.6229902750048303,24.0,0.0,-0.05,37.50%,Kony Ealy,ED,624.0,16.0,9.0,3.0,0.0,2.0,5.0,0.0,64.7,82.2,65.9,50.3,39.9,3.0,23.0,19.4,7.0,1.0,5.0,379.0,223.0,617.0,575.0,26.0,21.0,20.0,1.0,31.0,40372.8,MISSING
00-0030251,2016,Panthers,0.3068667482449926,26.0,0.0,-0.05,37.50%,Wes Horton,ED,332.0,11.0,3.0,0.0,0.0,2.0,5.0,2.0,57.9,76.3,59.6,48.0,76.3,2.0,11.0,0.0,0.0,1.0,2.0,194.0,127.0,330.0,297.0,13.0,5.0,6.0,0.0,15.0,19222.8,MISSING
00-0031843,2016,Panthers,0.2442416435885876,24.0,0.0,-0.05,37.50%,Ryan Delaire,ED,139.0,6.0,0.0,1.0,0.0,0.0,5.0,0.0,63.4,85.7,74.3,41.6,25.7,0.0,13.0,50.0,3.0,0.0,1.0,84.0,50.0,139.0,137.0,2.0,4.0,3.0,1.0,14.0,8812.6,MISSING
00-0025470,2016,Panthers,1.6503510014812908,30.0,0.0,-0.05,37.50%,Charles Johnson,ED,542.0,13.0,6.0,2.0,0.0,2.0,5.0,0.0,78.0,56.3,70.3,78.7,66.0,9.0,31.0,11.5,3.0,3.0,4.0,330.0,181.0,539.0,524.0,14.0,19.0,17.0,2.0,44.0,42276.0,MISSING
00-0028339,2016,Panthers,1.043343852643782,28.0,0.0,-0.05,37.50%,Mario Addison,ED,433.0,14.0,2.0,1.0,0.0,2.0,5.0,1.0,81.9,48.6,76.0,72.0,57.7,5.0,37.0,21.1,4.0,3.0,10.0,307.0,99.0,415.0,410.0,2.0,18.0,13.0,3.0,52.0,35462.700000000004,MISSING
00-0031566,2016,Patriots,0.4281142525922586,23.0,0.0,0.17,89.50%,Trey Flowers,ED,726.0,19.0,12.0,1.0,1.0,0.0,19.0,2.0,76.6,79.1,66.7,75.2,59.7,13.0,21.0,7.5,4.0,1.0,10.0,471.0,220.0,725.0,235.0,148.0,33.0,37.0,1.0,44.0,55611.6,MISSING
00-0026142,2016,Patriots,1.5295936111290012,31.0,0.0,0.17,89.50%,Chris Long,ED,741.0,19.0,6.0,2.0,0.0,1.0,19.0,1.0,63.7,67.8,63.0,68.1,46.1,7.0,53.0,21.1,8.0,2.0,5.0,482.0,209.0,736.0,563.0,78.0,17.0,24.0,2.0,65.0,47201.7,MISSING
00-0027975,2016,Patriots,4.387518516133188,27.0,0.0,0.17,89.50%,Jabaal Sheard,ED,670.0,18.0,7.0,0.0,0.0,0.0,19.0,0.0,77.2,89.8,65.2,73.0,60.3,6.0,31.0,17.1,7.0,0.0,6.0,378.0,211.0,652.0,537.0,70.0,23.0,27.0,2.0,43.0,51724.0,MISSING
00-0030558,2016,Patriots,0.4347266052682424,25.0,0.0,0.17,89.50%,Barkevious Mingo,ED,54.0,7.0,0.0,0.0,0.0,0.0,19.0,0.0,59.8,90.3,52.8,79.8,54.1,0.0,3.0,20.0,1.0,0.0,0.0,28.0,15.0,34.0,32.0,2.0,3.0,4.0,0.0,3.0,3229.2,MISSING
00-0031940,2016,Patriots,0.2386732788046628,24.0,0.0,0.17,89.50%,Geneo Grissom,ED,13.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,41.1,71.9,54.1,45.9,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,6.0,7.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,534.3000000000001,MISSING
00-0024349,2016,Patriots,2.5856282604495395,32.0,0.0,0.17,89.50%,Rob Ninkovich,ED,566.0,15.0,12.0,1.0,0.0,1.0,19.0,1.0,61.3,89.6,55.9,63.9,28.9,3.0,18.0,27.9,12.0,0.0,5.0,245.0,201.0,532.0,521.0,10.0,16.0,19.0,0.0,26.0,34695.8,MISSING
00-0029250,2016,Patriots,1.438354479294133,27.0,0.0,0.17,89.50%,Shea McClellin,ED,441.0,17.0,11.0,0.0,0.0,0.0,19.0,1.0,65.6,66.0,58.4,64.6,55.2,3.0,11.0,14.3,6.0,1.0,1.0,129.0,160.0,313.0,312.0,1.0,11.0,25.0,0.0,15.0,28929.6,MISSING
00-0031040,2016,Raiders,3.28056095833065,25.0,0.0,-0.01,70.60%,Khalil Mack,ED,1023.0,17.0,7.0,1.0,1.0,4.0,23.0,4.0,92.5,64.5,91.5,89.8,69.3,11.0,76.0,11.1,8.0,4.0,11.0,575.0,404.0,997.0,980.0,8.0,52.0,57.0,10.0,98.0,94627.5,MISSING
00-0032929,2016,Raiders,0.1022863399240033,25.0,0.0,-0.01,70.60%,James Cowser,ED,51.0,6.0,2.0,0.0,0.0,0.0,23.0,0.0,61.0,79.3,60.2,58.6,75.2,0.0,1.0,0.0,0.0,0.0,1.0,18.0,29.0,49.0,48.0,1.0,4.0,4.0,0.0,2.0,3111.0,MISSING
00-0033024,2016,Raiders,0.0852386166033361,23.0,0.0,-0.01,70.60%,Branden Jackson,ED,21.0,3.0,0.0,0.0,0.0,0.0,23.0,0.0,30.3,74.4,50.2,34.6,66.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,21.0,2.0,13.0,1.0,1.0,0.0,0.0,636.3000000000001,MISSING
00-0029193,2016,Raiders,8.050492690152637,28.0,0.0,-0.01,70.60%,Bruce Irvin,ED,997.0,17.0,4.0,2.0,4.0,7.0,23.0,0.0,75.4,24.7,67.6,75.3,70.9,17.0,32.0,6.9,4.0,8.0,7.0,493.0,386.0,938.0,932.0,3.0,39.0,50.0,5.0,56.0,75173.8,MISSING
00-0033122,2016,Raiders,0.4170367746506086,24.0,0.0,-0.01,70.60%,Shilique Calhoun,ED,172.0,10.0,1.0,0.0,2.0,0.0,23.0,0.0,48.2,20.3,56.6,51.1,60.1,3.0,1.0,12.5,1.0,3.0,1.0,75.0,76.0,166.0,163.0,1.0,3.0,6.0,1.0,5.0,8290.4,MISSING
00-0031956,2016,Steelers,0.3381206929864107,23.0,0.0,0.08,68.40%,Anthony Chickillo,ED,318.0,13.0,2.0,0.0,0.0,2.0,25.0,0.0,68.8,64.6,58.1,65.2,83.0,3.0,4.0,0.0,0.0,1.0,2.0,158.0,110.0,267.0,263.0,2.0,15.0,17.0,1.0,9.0,21878.4,MISSING
00-0033868,2017,Browns,3.3110784431137725,21.0,1000.0,-0.16,0.00%,Myles Garrett,ED,518.0,11.0,8.0,1.0,1.0,1.0,8.0,1.0,80.0,11.3,78.9,79.8,58.4,11.0,19.0,14.3,3.0,8.0,7.0,300.0,218.0,518.0,398.0,69.0,14.0,10.0,2.0,37.0,41440.0,MISSING
00-0027777,2016,Steelers,2.017989952985123,28.0,0.0,0.08,68.40%,Arthur Moats,ED,401.0,15.0,3.0,1.0,0.0,0.0,25.0,0.0,51.3,87.6,54.0,46.6,80.9,2.0,15.0,0.0,0.0,0.0,4.0,198.0,140.0,347.0,345.0,0.0,10.0,11.0,1.0,21.0,20571.3,MISSING
00-0031364,2016,Texans,3.912187801893476,23.0,0.0,-0.02,55.60%,Jadeveon Clowney,ED,871.0,16.0,5.0,4.0,4.0,1.0,13.0,0.0,79.1,16.0,71.3,84.7,59.7,14.0,38.0,12.7,7.0,10.0,6.0,562.0,301.0,815.0,606.0,126.0,38.0,43.0,13.0,58.0,68896.09999999999,MISSING
00-0033635,2017,Bears,0.2129269461077844,23.0,0.0,-0.07,31.30%,Isaiah Irving,ED,41.0,4.0,1.0,0.0,0.0,0.0,6.0,1.0,63.3,77.8,51.4,58.7,75.4,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,39.0,39.0,0.0,3.0,3.0,0.0,0.0,2595.3,MISSING
00-0030881,2017,Bears,0.0866497005988023,27.0,0.0,-0.07,31.30%,Howard Jones,ED,34.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,63.4,75.6,60.2,63.6,75.2,0.0,1.0,0.0,0.0,0.0,1.0,24.0,10.0,34.0,34.0,0.0,3.0,2.0,0.0,2.0,2155.6,MISSING
00-0028103,2017,Bears,4.685628742514971,28.0,0.0,-0.07,31.30%,Pernell McPhee,ED,385.0,13.0,4.0,2.0,0.0,1.0,6.0,0.0,77.9,85.4,65.6,70.1,64.2,6.0,7.0,16.7,4.0,0.0,4.0,197.0,144.0,373.0,373.0,0.0,15.0,16.0,1.0,17.0,29991.500000000004,MISSING
00-0027808,2017,Bears,2.455089820359281,31.0,0.0,-0.07,31.30%,Willie Young,ED,119.0,4.0,2.0,0.0,0.0,0.0,6.0,0.0,56.0,82.6,60.4,61.9,78.1,2.0,2.0,0.0,0.0,1.0,2.0,67.0,41.0,119.0,119.0,0.0,4.0,5.0,0.0,6.0,6664.0,MISSING
00-0033912,2017,Bengals,0.4138323353293412,22.0,166.71698994168725,-0.08,43.80%,Jordan Willis,ED,361.0,16.0,6.0,0.0,0.0,0.0,7.0,0.0,76.6,89.2,60.8,75.9,81.1,0.0,10.0,0.0,0.0,0.0,1.0,144.0,212.0,359.0,337.0,18.0,18.0,19.0,4.0,11.0,27652.6,MISSING
00-0033463,2017,Bengals,0.3761395209580838,22.0,95.54220204900987,-0.08,43.80%,Carl Lawson,ED,477.0,16.0,2.0,0.0,0.0,0.0,7.0,0.0,64.8,19.1,75.1,44.6,46.0,11.0,38.0,37.5,3.0,7.0,10.0,389.0,72.0,472.0,465.0,4.0,11.0,3.0,1.0,59.0,30909.6,MISSING
00-0027662,2017,Bengals,4.341317365269461,28.0,60.15649130240006,-0.08,43.80%,Carlos Dunlap,ED,876.0,16.0,2.0,7.0,2.0,1.0,7.0,0.0,77.4,77.9,70.5,70.2,64.0,14.0,50.0,12.5,5.0,2.0,8.0,550.0,305.0,873.0,781.0,62.0,29.0,33.0,4.0,72.0,67802.40000000001,MISSING
00-0031264,2017,Bengals,0.4131736526946107,25.0,43.374455613049214,-0.08,43.80%,Chris Smith,ED,401.0,16.0,5.0,2.0,0.0,1.0,7.0,0.0,63.7,54.7,58.3,61.9,72.1,5.0,16.0,7.7,2.0,2.0,4.0,275.0,106.0,387.0,178.0,99.0,14.0,19.0,3.0,25.0,25543.7,MISSING
00-0033072,2017,Bears,2.147912574850299,24.0,0.0,-0.07,31.30%,Leonard Floyd,ED,582.0,10.0,4.0,1.0,0.0,0.0,6.0,1.0,63.8,62.3,61.3,70.7,51.9,7.0,22.0,18.8,6.0,2.0,7.0,276.0,237.0,557.0,557.0,0.0,20.0,22.0,5.0,36.0,37131.6,MISSING
00-0027044,2017,Bengals,3.068862275449101,30.0,34.99800699136741,-0.08,43.80%,Michael Johnson,ED,685.0,15.0,11.0,0.0,1.0,0.0,7.0,0.0,69.2,81.8,56.3,67.2,60.6,3.0,15.0,8.5,4.0,1.0,5.0,364.0,309.0,676.0,425.0,78.0,28.0,32.0,5.0,23.0,47402.0,MISSING
00-0033096,2017,Bills,1.398880239520958,23.0,0.0,-0.07,52.90%,Shaq Lawson,ED,436.0,11.0,3.0,2.0,0.0,1.0,4.0,0.0,65.3,61.8,56.1,74.1,81.6,2.0,12.0,4.0,1.0,2.0,4.0,245.0,186.0,436.0,403.0,27.0,18.0,21.0,3.0,18.0,28470.8,MISSING
00-0032480,2017,Bills,0.2784431137724551,24.0,0.0,-0.07,52.90%,Eddie Yarbrough,ED,494.0,17.0,8.0,2.0,0.0,0.0,4.0,0.0,64.0,78.4,54.1,69.7,77.8,8.0,9.0,5.1,2.0,1.0,1.0,249.0,237.0,491.0,460.0,14.0,22.0,29.0,4.0,18.0,31616.0,MISSING
00-0029053,2017,Bills,0.5538922155688623,28.0,0.0,-0.07,52.90%,Ryan Davis Sr.,ED,489.0,17.0,5.0,0.0,0.0,1.0,4.0,0.0,69.1,82.5,66.3,63.7,59.9,5.0,20.0,13.0,3.0,1.0,4.0,282.0,203.0,484.0,434.0,29.0,12.0,15.0,0.0,29.0,33789.899999999994,MISSING
00-0023259,2017,Bills,1.7964071856287425,34.0,0.0,-0.07,52.90%,Lorenzo Alexander,ED,719.0,17.0,10.0,0.0,0.0,2.0,4.0,0.0,58.7,36.1,64.2,66.5,44.7,12.0,16.0,20.7,18.0,3.0,4.0,207.0,307.0,236.0,236.0,0.0,35.0,59.0,7.0,32.0,42205.3,74.76124885215795
00-0033782,2017,Broncos,0.5524071856287425,22.0,231.55753505979817,-0.01,31.30%,DeMarcus Walker,ED,100.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,82.3,80.8,73.6,75.8,73.6,4.0,4.0,0.0,0.0,0.0,1.0,54.0,44.0,100.0,44.0,2.0,7.0,6.0,0.0,9.0,8230.0,MISSING
00-0027940,2017,Broncos,11.916167664670658,28.0,316.61796530550754,-0.01,31.30%,Von Miller,ED,846.0,16.0,6.0,3.0,6.0,2.0,10.0,1.0,91.5,3.4,90.9,91.7,79.5,12.0,61.0,7.7,4.0,14.0,10.0,471.0,342.0,818.0,818.0,0.0,44.0,42.0,7.0,83.0,77409.0,MISSING
00-0032114,2017,Broncos,0.1516359281437125,24.0,37.72076991734133,-0.01,31.30%,Deiontrez Mount,ED,44.0,4.0,2.0,0.0,0.0,0.0,10.0,0.0,71.4,77.5,53.8,76.5,77.0,1.0,2.0,0.0,0.0,0.0,0.0,21.0,21.0,41.0,41.0,0.0,4.0,5.0,1.0,3.0,3141.6000000000004,MISSING
00-0032221,2017,Broncos,1.4892041916167664,24.0,0.0,-0.01,31.30%,Shane Ray,ED,354.0,8.0,9.0,0.0,0.0,0.0,10.0,0.0,52.6,9.9,62.6,57.0,50.6,3.0,12.0,13.6,3.0,4.0,1.0,172.0,154.0,330.0,330.0,0.0,6.0,10.0,2.0,16.0,18620.4,MISSING
00-0027881,2017,Bills,6.25748502994012,29.0,87.42463250014954,-0.07,52.90%,Jerry Hughes,ED,781.0,17.0,13.0,0.0,0.0,1.0,4.0,0.0,74.7,43.9,69.6,85.4,30.0,9.0,36.0,22.0,13.0,6.0,4.0,477.0,294.0,780.0,765.0,10.0,31.0,33.0,12.0,49.0,58340.7,MISSING
00-0028041,2017,Bears,0.4161676646706587,28.0,41.511250654565565,-0.07,31.30%,Sam Acho,ED,639.0,16.0,9.0,1.0,0.0,1.0,6.0,1.0,59.8,87.3,61.8,68.2,86.6,12.0,13.0,3.0,1.0,0.0,4.0,250.0,285.0,579.0,579.0,0.0,20.0,23.0,0.0,29.0,38212.2,MISSING
00-0027657,2017,Bears,0.1083125748502994,30.0,70.45965980456118,-0.07,31.30%,Lamarr Houston,ED,377.0,10.0,3.0,1.0,0.0,1.0,6.0,1.0,65.1,49.6,59.9,62.6,36.2,4.0,19.0,33.3,6.0,2.0,5.0,246.0,108.0,362.0,358.0,2.0,13.0,9.0,3.0,28.0,24542.7,MISSING
00-0027812,2017,49ers,0.9181634730538922,29.0,6.528508648943028,-0.04,37.50%,Dekoda Watson,ED,88.0,8.0,0.0,0.0,0.0,0.0,28.0,0.0,63.3,28.0,64.4,64.3,39.7,0.0,7.0,25.0,1.0,1.0,0.0,65.0,17.0,85.0,74.0,6.0,2.0,3.0,0.0,7.0,5570.4,MISSING
00-0030442,2016,Texans,1.0761898628196047,25.0,0.0,-0.02,55.60%,John Simon,ED,516.0,11.0,7.0,2.0,0.0,1.0,13.0,0.0,72.9,90.3,70.7,67.2,74.8,6.0,16.0,9.1,4.0,0.0,4.0,196.0,209.0,363.0,363.0,0.0,23.0,33.0,2.0,26.0,37616.4,MISSING
00-0029643,2016,Texans,3.725365492368133,26.0,0.0,-0.02,55.60%,Whitney Mercilus,ED,1008.0,17.0,8.0,1.0,1.0,1.0,13.0,4.0,81.5,54.7,83.9,71.6,58.8,17.0,48.0,15.8,9.0,4.0,11.0,538.0,370.0,886.0,878.0,2.0,39.0,40.0,11.0,76.0,82152.0,MISSING
00-0032734,2016,Texans,0.2421291943066915,23.0,0.0,-0.02,55.60%,Brennan Scarlett,ED,119.0,6.0,3.0,0.0,0.0,0.0,13.0,0.0,61.2,82.7,45.7,67.5,77.7,0.0,2.0,0.0,0.0,0.0,0.0,59.0,50.0,94.0,94.0,0.0,5.0,5.0,2.0,2.0,7282.8,MISSING
00-0033074,2016,Titans,0.7672621884459329,24.0,310.16426883281133,0.0,56.30%,Kevin Dodd,ED,179.0,9.0,0.0,0.0,0.0,0.0,31.0,0.0,44.0,24.8,49.2,59.9,45.5,0.0,5.0,16.7,1.0,2.0,1.0,108.0,62.0,178.0,177.0,1.0,4.0,5.0,0.0,6.0,7876.0,MISSING
00-0027868,2016,Titans,4.0654988085270825,27.0,163.48663682466682,0.0,56.30%,Derrick Morgan,ED,768.0,15.0,10.0,0.0,0.0,0.0,31.0,0.0,73.3,83.1,69.9,68.5,52.4,11.0,45.0,18.8,6.0,1.0,11.0,462.0,245.0,716.0,714.0,2.0,20.0,16.0,2.0,67.0,56294.4,MISSING
00-0026989,2016,Titans,5.31332517550074,30.0,132.319509766743,0.0,56.30%,Brian Orakpo,ED,868.0,16.0,7.0,3.0,0.0,1.0,31.0,0.0,72.6,81.4,72.8,57.0,74.8,7.0,45.0,10.3,4.0,1.0,11.0,451.0,274.0,720.0,720.0,0.0,27.0,28.0,2.0,63.0,63016.8,MISSING
00-0032799,2016,Titans,0.3040130095961872,23.0,22.03324410718681,0.0,56.30%,Aaron Wallace,ED,117.0,8.0,2.0,0.0,0.0,0.0,31.0,0.0,67.5,80.9,62.3,59.9,79.6,1.0,3.0,0.0,0.0,0.0,1.0,69.0,39.0,104.0,104.0,0.0,5.0,7.0,1.0,5.0,7897.5,MISSING
00-0030517,2016,Titans,0.4347266052682424,25.0,13.436216804987929,0.0,56.30%,David Bass,ED,224.0,13.0,1.0,0.0,0.0,0.0,31.0,0.0,61.6,56.0,60.8,68.5,78.4,1.0,8.0,8.3,1.0,1.0,0.0,127.0,78.0,213.0,210.0,3.0,7.0,10.0,0.0,9.0,13798.4,MISSING
00-0031565,2016,Vikings,0.4461937270560958,21.0,123.73585619685848,0.06,50.00%,Danielle Hunter,ED,602.0,16.0,9.0,1.0,0.0,1.0,18.0,1.0,77.3,90.9,68.3,78.4,60.9,8.0,33.0,12.8,6.0,1.0,13.0,411.0,178.0,601.0,581.0,20.0,38.0,32.0,0.0,54.0,46534.6,MISSING
00-0027701,2016,Vikings,5.28112320474013,28.0,43.18363234277064,0.06,50.00%,Everson Griffen,ED,888.0,16.0,3.0,1.0,1.0,2.0,18.0,3.0,66.9,34.2,65.0,63.1,29.8,13.0,47.0,23.5,12.0,8.0,8.0,557.0,316.0,887.0,851.0,35.0,32.0,36.0,1.0,68.0,59407.2,MISSING
00-0032448,2016,Vikings,0.1022863399240033,22.0,19.474751835535976,0.06,50.00%,Stephen Weatherly,ED,2.0,2.0,0.0,0.0,0.0,0.0,18.0,0.0,58.6,64.8,58.4,60.0,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,117.2,MISSING
00-0025489,2016,Vikings,3.381206929864108,33.0,17.042402063344422,0.06,50.00%,Brian Robison,ED,838.0,16.0,5.0,1.0,0.0,3.0,18.0,0.0,58.8,85.3,66.5,45.2,29.2,6.0,35.0,28.6,8.0,1.0,8.0,508.0,307.0,651.0,613.0,22.0,20.0,15.0,3.0,49.0,49274.4,MISSING
00-0028495,2016,Vikings,0.4186256198879372,28.0,0.0,0.06,50.00%,Justin Trattou,ED,11.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,34.2,82.8,51.9,51.1,MISSING,0.0,0.0,MISSING,0.0,0.0,0.0,8.0,3.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,376.2000000000001,MISSING
00-0033870,2017,49ers,3.065254491017964,22.0,757.7830142513984,-0.04,37.50%,Solomon Thomas,ED,696.0,14.0,3.0,0.0,0.0,0.0,28.0,1.0,54.1,25.5,52.7,65.4,52.5,9.0,18.0,20.9,9.0,7.0,3.0,401.0,277.0,693.0,492.0,161.0,25.0,31.0,5.0,30.0,37653.6,MISSING
00-0031175,2017,49ers,0.1458251497005988,25.0,78.61675188882566,-0.04,37.50%,Cassius Marsh,ED,455.0,15.0,5.0,0.0,1.0,3.0,28.0,0.0,58.4,42.6,64.9,64.6,32.3,4.0,23.0,10.7,3.0,3.0,3.0,295.0,113.0,449.0,436.0,7.0,16.0,20.0,1.0,30.0,26572.0,MISSING
00-0032413,2017,49ers,0.313951497005988,24.0,64.45668282046191,-0.04,37.50%,Ronald Blair III,ED,140.0,6.0,3.0,0.0,0.0,0.0,28.0,0.0,62.4,85.1,58.3,63.8,65.1,0.0,1.0,8.3,1.0,0.0,2.0,53.0,83.0,140.0,119.0,15.0,8.0,8.0,1.0,3.0,8736.0,MISSING
00-0030993,2017,49ers,1.105688622754491,24.0,48.34257022483688,-0.04,37.50%,Aaron Lynch,ED,157.0,7.0,1.0,0.0,0.0,0.0,28.0,1.0,68.1,0.0,68.9,79.8,44.6,4.0,8.0,12.5,1.0,4.0,1.0,96.0,56.0,156.0,152.0,4.0,5.0,6.0,2.0,13.0,10691.7,MISSING
00-0024341,2017,49ers,2.020958083832335,33.0,7.006223849997142,-0.04,37.50%,Elvis Dumervil,ED,341.0,16.0,0.0,0.0,0.0,0.0,28.0,0.0,68.3,31.1,73.5,45.0,54.9,9.0,34.0,20.0,1.0,3.0,7.0,289.0,50.0,339.0,339.0,0.0,10.0,4.0,2.0,50.0,23290.3,66.36765881830298
00-0032164,2017,49ers,1.607397604790419,23.0,0.0,-0.04,37.50%,Arik Armstead,ED,304.0,6.0,1.0,0.0,1.0,0.0,28.0,0.0,70.1,49.1,70.6,66.0,63.0,1.0,13.0,15.4,2.0,2.0,1.0,158.0,142.0,304.0,236.0,37.0,10.0,10.0,2.0,15.0,21310.4,MISSING
00-0020712,2016,Steelers,0.9660591228183164,38.0,0.0,0.08,68.40%,James Harrison,ED,758.0,18.0,16.0,0.0,0.0,3.0,25.0,0.0,89.6,75.8,85.4,80.5,81.9,7.0,36.0,5.7,4.0,1.0,8.0,336.0,244.0,611.0,611.0,0.0,38.0,50.0,8.0,51.0,67916.8,61.90801367261678
00-0035319,2020,Vikings,0.2172492431886983,24.0,13.05814591845892,-0.006,43.80%,Jordan Brailford,ED,34.0,5.0,0.0,0.0,0.0,1.0,18.0,1.0,92.1,80.1,57.4,60.7,33.9,1.0,2.0,33.3,1.0,0.0,0.0,31.0,1.0,30.0,29.0,1.0,1.0,2.0,0.0,3.0,3131.4,MISSING
00-0031566,2017,Patriots,0.4519359281437126,24.0,94.72291160445214,0.09,79.00%,Trey Flowers,ED,994.0,17.0,21.0,4.0,0.0,2.0,19.0,0.0,80.0,77.3,78.6,74.5,60.4,24.0,45.0,12.2,10.0,2.0,8.0,576.0,360.0,983.0,637.0,142.0,40.0,51.0,3.0,77.0,79520.0,MISSING
00-0032730,2017,Patriots,0.0982742514970059,23.0,0.0,0.09,79.00%,Eric Lee,ED,355.0,9.0,6.0,1.0,0.0,0.0,19.0,0.0,48.2,87.2,48.6,49.6,42.3,1.0,8.0,21.1,4.0,0.0,4.0,189.0,134.0,352.0,325.0,24.0,9.0,9.0,1.0,13.0,17111.0,MISSING
00-0034373,2018,Cowboys,0.3654057562076749,21.0,95.54220204900987,0.05,61.10%,Dorance Armstrong,ED,273.0,15.0,4.0,0.0,0.0,0.0,9.0,0.0,52.6,88.0,55.1,51.5,57.3,1.0,7.0,11.8,2.0,0.0,1.0,134.0,135.0,273.0,243.0,24.0,7.0,11.0,1.0,9.0,14359.8,MISSING
00-0033880,2018,Dolphins,1.390793453724605,23.0,346.5919316357632,-0.15,43.80%,Charles Harris,ED,347.0,11.0,4.0,0.0,1.0,0.0,17.0,0.0,60.4,54.1,63.6,54.8,45.9,3.0,16.0,15.8,3.0,4.0,1.0,177.0,165.0,346.0,327.0,10.0,7.0,12.0,1.0,20.0,20958.8,MISSING
00-0027952,2018,Dolphins,6.45847178329571,28.0,128.3858578639131,-0.15,43.80%,Robert Quinn,ED,635.0,16.0,6.0,0.0,1.0,1.0,17.0,0.0,69.4,49.9,73.2,55.9,29.1,9.0,23.0,21.6,8.0,4.0,7.0,367.0,259.0,631.0,616.0,13.0,23.0,23.0,5.0,39.0,44069.0,MISSING
