Unnamed: 0.1,Unnamed: 0_x,season,team,position_x,player_name,player_id_x,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year_x,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,player,team_name,position_y,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year_y,weighted_grade,weighted_average_grade,merge_player_y
11397.0,11397.0,2015.0,Packers,DL,Mike Daniels,00-0029284,3.0,2012.0,2012.0,Packers,26.0,132.0,0.141,3.5,40.0,17.68,429.0,59.17633390185146,2015.0,Packers,0.02,61.10%,mike daniels,mike neal,mike neal,854,Mike Neal,GB,ED,821,5581,18,8,0,0,2,12,1,54.7,79.5,49.9,63.6,42.2,6,25,25.6,11,1,9,502,273,798,703,40,25,24,8,40,2015,44908.7,MISSING,mike neal
11400.0,11400.0,2015.0,Packers,DL,Mike Pennel,00-0030757,1.0,2014.0,2014.0,MISSING,24.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Packers,0.02,61.10%,mike pennel,mike neal,mike neal,854,Mike Neal,GB,ED,821,5581,18,8,0,0,2,12,1,54.7,79.5,49.9,63.6,42.2,6,25,25.6,11,1,9,502,273,798,703,40,25,24,8,40,2015,44908.7,MISSING,mike neal
11404.0,11404.0,2015.0,Packers,LB,Mike Neal,00-0027664,5.0,2010.0,2010.0,Packers,28.0,56.0,0.347,9.0,340.0,98.27,880.0,106.34663748706367,2015.0,Packers,0.02,61.10%,mike neal,mike neal,mike neal,854,Mike Neal,GB,ED,821,5581,18,8,0,0,2,12,1,54.7,79.5,49.9,63.6,42.2,6,25,25.6,11,1,9,502,273,798,703,40,25,24,8,40,2015,44908.7,MISSING,mike neal
12119.0,12119.0,2015.0,Vikings,DL,Everson Griffen,00-0027701,5.0,2010.0,2010.0,Vikings,27.0,100.0,0.196,5.3,100.0,36.06,575.0,58.2918064610129,2015.0,Vikings,0.04,64.70%,everson griffen,everson griffen,everson griffen,855,Everson Griffen,MIN,ED,913,5624,16,7,2,1,1,18,0,70.9,35.1,74.4,61.3,44.5,19,48,21.4,9,8,12,555,336,910,859,49,30,26,3,79,2015,64731.7,MISSING,everson griffen
11090.0,11090.0,2015.0,Falcons,LB,O'Brien Schofield,00-0027730,5.0,2010.0,2010.0,Cardinals,28.0,130.0,0.143,3.6,42.0,18.49,437.0,40.54063811849951,2015.0,Falcons,0.0,50.00%,obrien schofield,obrien schofield,obrien schofield,856,O'Brien Schofield,ATL,ED,494,5653,16,0,0,1,1,2,0,56.7,46.7,58.9,63.9,54.9,12,14,14.3,4,4,2,264,172,449,437,11,14,24,3,28,2015,28009.800000000003,MISSING,obrien schofield
10889.0,10889.0,2015.0,Cowboys,DL,Greg Hardy,00-0027774,5.0,2010.0,2010.0,Panthers,27.0,175.0,0.092,1.7,21.0,6.79,280.0,23.569284267359144,2015.0,Cowboys,-0.12,25.00%,greg hardy,greg hardy,greg hardy,857,Greg Hardy,DAL,ED,596,5698,12,5,1,0,1,9,0,69.5,70.2,74.2,59.7,53.6,14,19,21.6,8,3,7,330,260,595,497,59,24,24,5,40,2015,41422.0,MISSING,greg hardy
11940.0,11940.0,2015.0,Steelers,LB,Arthur Moats,00-0027777,5.0,2010.0,2010.0,Bills,27.0,178.0,0.089,1.6,20.0,6.35,271.0,22.64497230836039,2015.0,Steelers,0.08,61.10%,arthur moats,arthur moats,arthur moats,858,Arthur Moats,PIT,ED,594,5701,17,7,2,0,0,25,2,61.3,62.9,61.5,61.8,58.8,5,30,13.2,5,2,4,320,196,547,544,0,18,26,2,39,2015,36412.2,MISSING,arthur moats
11653.0,11653.0,2015.0,Rams,DL,Eugene Sims,00-0027787,5.0,2010.0,2010.0,Rams,29.0,189.0,0.078,1.2,16.0,4.97,240.0,19.238497408339914,2015.0,Rams,-0.08,43.80%,eugene sims,eugene sims,eugene sims,859,Eugene Sims,SL,ED,581,5712,13,9,1,1,1,26,1,54.9,58.5,49.8,57.5,60.0,4,19,15.4,4,3,2,368,213,579,502,61,8,13,0,25,2015,31896.9,MISSING,eugene sims
10181.0,10181.0,2015.0,Bears,LB,Willie Young,00-0027808,5.0,2010.0,2010.0,Lions,29.0,213.0,0.06,0.5,6.0,2.91,177.0,13.03281209143154,2015.0,Bears,-0.07,37.50%,willie young,willie young,willie young,860,Willie Young,CHI,ED,525,5736,15,7,1,1,0,6,0,76.4,50.0,69.1,80.3,78.5,7,33,3.6,1,3,7,320,164,516,516,0,18,20,5,47,2015,40110.0,MISSING,willie young
11152.0,11152.0,2015.0,Giants,DL,George Selvie,00-0027818,5.0,2010.0,2010.0,Rams,28.0,226.0,0.055,0.0,0.0,2.18,146.0,9.862662488597374,2015.0,Giants,-0.05,37.50%,george selvie,george selvie,george selvie,861,George Selvie,NYG,ED,370,5749,12,5,0,0,0,21,1,56.7,57.2,47.3,70.5,64.9,4,12,11.5,3,2,2,223,137,366,344,20,16,18,0,18,2015,20979.0,MISSING,george selvie
10702.0,10702.0,2015.0,Chiefs,LB,Frank Zombo,00-0027442,5.0,2010.0,2010.0,MISSING,28.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Chiefs,0.12,66.70%,frank zombo,frank zombo,frank zombo,862,Frank Zombo,KC,ED,249,5945,12,3,0,0,1,16,0,52.6,84.0,55.1,60.0,29.8,2,6,40.0,4,0,3,119,101,228,228,0,5,3,0,11,2015,13097.4,MISSING,frank zombo
11735.0,11735.0,2015.0,Ravens,LB,Albert McClellan,00-0027560,5.0,2010.0,2010.0,MISSING,29.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Ravens,-0.08,31.30%,albert mcclellan,albert mcclellan,albert mcclellan,863,Albert McClellan,BLT,ED,158,6022,13,2,1,0,0,3,1,49.2,82.6,58.0,48.1,24.6,0,4,43.8,7,0,1,66,61,143,142,0,6,7,0,5,2015,7773.6,MISSING,albert mcclellan
10497.0,10497.0,2015.0,Buccaneers,DL,George Johnson,00-0027495,5.0,2010.0,2010.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Buccaneers,-0.03,37.50%,george johnson,george johnson,george johnson,864,George Johnson,TB,ED,429,6112,11,6,0,1,2,30,1,55.2,77.0,48.4,59.1,47.5,3,13,13.0,3,2,0,229,197,429,413,14,11,14,2,16,2015,23680.800000000003,MISSING,george johnson
10371.0,10371.0,2015.0,Broncos,LB,Von Miller,00-0027940,4.0,2011.0,2011.0,Broncos,26.0,2.0,1.099,30.2,2600.0,717.17,2635.0,576.9155471245551,2015.0,Broncos,0.1,79.00%,von miller,von miller,von miller,865,Von Miller,DEN,ED,994,6154,19,5,1,0,6,10,3,91.9,21.1,92.0,82.8,56.8,22,66,16.7,7,9,17,582,328,952,951,1,37,30,2,105,2015,91348.6,MISSING,von miller
11597.0,11597.0,2015.0,Raiders,LB,Aldon Smith,00-0027945,4.0,2011.0,2011.0,49ers,25.0,7.0,0.919,22.2,1500.0,425.5,1975.0,406.90350081989976,2015.0,Raiders,-0.03,43.80%,aldon smith,aldon smith,aldon smith,866,Aldon Smith,OAK,ED,517,6159,9,6,3,0,0,23,0,67.6,29.4,63.8,75.5,69.6,5,27,8.3,2,4,4,339,154,514,514,0,12,16,2,36,2015,34949.2,MISSING,aldon smith
11602.0,11602.0,2015.0,Raiders,LB,Malcolm Smith,00-0028180,4.0,2011.0,2011.0,Seahawks,26.0,242.0,0.05,0.0,0.0,1.53,110.0,11.026701760982382,2015.0,Raiders,-0.03,43.80%,malcolm smith,aldon smith,aldon smith,866,Aldon Smith,OAK,ED,517,6159,9,6,3,0,0,23,0,67.6,29.4,63.8,75.5,69.6,5,27,8.3,2,4,4,339,154,514,514,0,12,16,2,36,2015,34949.2,MISSING,aldon smith
11650.0,11650.0,2015.0,Rams,DL,Robert Quinn,00-0027952,4.0,2011.0,2011.0,Rams,25.0,14.0,0.695,17.8,1100.0,325.31,1610.0,315.77825543063454,2015.0,Rams,-0.08,43.80%,robert quinn,robert quinn,robert quinn,867,Robert Quinn,SL,ED,334,6166,8,5,3,1,3,26,0,83.9,37.9,79.4,79.5,79.6,2,11,5.9,1,3,5,218,116,332,301,26,11,11,2,18,2015,28022.6,MISSING,robert quinn
10828.0,10828.0,2015.0,Commanders,LB,Ryan Kerrigan,00-0027954,4.0,2011.0,2011.0,Commanders,27.0,16.0,0.66,16.9,1000.0,305.41,1540.0,297.8920745708407,2015.0,Commanders,0.01,52.90%,ryan kerrigan,ryan kerrigan,ryan kerrigan,868,Ryan Kerrigan,WAS,ED,959,6168,17,7,4,0,2,32,0,65.6,70.9,66.3,59.2,58.7,3,48,10.3,4,3,10,581,363,946,939,2,34,28,5,61,2015,62910.399999999994,MISSING,ryan kerrigan
11079.0,11079.0,2015.0,Falcons,DL,Adrian Clayborn,00-0027958,4.0,2011.0,2011.0,Buccaneers,27.0,20.0,0.606,15.5,850.0,269.18,1422.0,269.25561964048075,2015.0,Falcons,0.0,50.00%,adrian clayborn,adrian clayborn,adrian clayborn,869,Adrian Clayborn,ATL,ED,519,6172,16,0,0,0,0,2,1,61.5,57.1,66.4,48.4,33.3,15,26,14.3,2,2,3,397,120,518,128,150,10,12,1,44,2015,31918.5,MISSING,adrian clayborn
11793.0,11793.0,2015.0,Saints,DL,Cameron Jordan,00-0027962,4.0,2011.0,2011.0,Saints,26.0,24.0,0.565,14.4,740.0,237.25,1326.0,246.66423575131813,2015.0,Saints,-0.08,43.80%,cameron jordan,cameron jordan,cameron jordan,870,Cameron Jordan,NO,ED,979,6176,16,7,5,0,1,20,2,82.0,71.9,77.8,71.7,59.3,10,50,22.2,10,3,10,600,374,970,769,119,32,28,5,70,2015,80278.0,MISSING,cameron jordan
11517.0,11517.0,2015.0,Patriots,DL,Jabaal Sheard,00-0027975,4.0,2011.0,2011.0,Browns,26.0,37.0,0.465,11.6,530.0,161.67,1098.0,194.29741504092613,2015.0,Patriots,0.16,72.20%,jabaal sheard,jabaal sheard,jabaal sheard,871,Jabaal Sheard,NE,ED,665,6189,15,3,1,0,4,19,0,89.8,65.5,83.1,82.7,65.7,5,51,18.6,8,2,8,396,231,606,415,105,35,32,5,64,2015,59717.0,MISSING,jabaal sheard
11088.0,11088.0,2015.0,Falcons,LB,Brooks Reed,00-0027980,4.0,2011.0,2011.0,Texans,28.0,42.0,0.429,10.8,480.0,141.82,1032.0,179.10043971223772,2015.0,Falcons,0.0,50.00%,brooks reed,brooks reed,brooks reed,872,Brooks Reed,ATL,ED,345,6194,13,5,0,0,0,2,0,63.4,87.0,58.5,64.8,62.7,0,12,15.8,3,0,0,108,163,315,314,1,7,11,3,12,2015,21873.0,MISSING,brooks reed
10696.0,10696.0,2015.0,Chiefs,LB,Justin Houston,00-0028008,4.0,2011.0,2011.0,Chiefs,26.0,70.0,0.279,7.5,240.0,69.82,763.0,116.19747527409092,2015.0,Chiefs,0.12,66.70%,justin houston,justin houston,justin houston,873,Justin Houston,KC,ED,669,6222,13,2,4,0,1,16,0,91.3,89.1,87.1,80.6,70.8,5,46,14.7,5,1,8,338,241,636,632,3,31,27,4,59,2015,61079.7,MISSING,justin houston
10178.0,10178.0,2015.0,Bears,LB,Sam Acho,00-0028041,4.0,2011.0,2011.0,Cardinals,26.0,103.0,0.19,5.1,88.0,33.73,559.0,75.63843024540674,2015.0,Bears,-0.07,37.50%,sam acho,sam acho,sam acho,874,Sam Acho,CHI,ED,447,6255,15,6,0,0,1,6,1,68.3,48.9,50.4,74.6,56.8,2,2,18.6,8,2,1,111,240,353,352,1,16,29,3,5,2015,30530.1,MISSING,sam acho
11725.0,11725.0,2015.0,Ravens,DL,Chris Canty,00-0023566,10.0,2005.0,2005.0,Cowboys,32.0,132.0,0.141,3.5,40.0,17.68,429.0,8.850922552357531,2015.0,Ravens,-0.08,31.30%,chris canty,chris carter,chris carter,875,Chris Carter,BLT,ED,116,6314,12,1,0,0,0,3,1,53.5,39.5,58.9,63.4,26.1,2,7,42.9,3,1,0,97,10,106,106,0,1,3,0,9,2015,6206.0,MISSING,chris carter
11730.0,11730.0,2015.0,Ravens,LB,Chris Carter,00-0028100,4.0,2011.0,2011.0,Steelers,26.0,162.0,0.107,2.2,27.0,9.07,321.0,37.93032026209817,2015.0,Ravens,-0.08,31.30%,chris carter,chris carter,chris carter,875,Chris Carter,BLT,ED,116,6314,12,1,0,0,0,3,1,53.5,39.5,58.9,63.4,26.1,2,7,42.9,3,1,0,97,10,106,106,0,1,3,0,9,2015,6206.0,MISSING,chris carter
10180.0,10180.0,2015.0,Bears,LB,Pernell McPhee,00-0028103,4.0,2011.0,2011.0,Ravens,26.0,165.0,0.103,2.1,25.0,8.48,311.0,36.455025945990705,2015.0,Bears,-0.07,37.50%,pernell mcphee,pernell mcphee,pernell mcphee,876,Pernell McPhee,CHI,ED,593,6317,14,14,3,1,1,6,0,85.9,35.9,78.7,86.2,63.0,13,47,15.7,8,4,6,316,230,553,548,1,24,29,3,66,2015,50938.7,MISSING,pernell mcphee
10824.0,10824.0,2015.0,Commanders,DL,Frank Kearse,00-0028169,4.0,2011.0,2011.0,Dolphins,26.0,231.0,0.053,0.0,0.0,1.95,134.0,12.509874927864445,2015.0,Commanders,0.01,52.90%,frank kearse,frank kearse,frank kearse,877,Frank Kearse,WAS,ED,76,6383,4,1,0,0,0,32,0,43.4,79.7,53.7,41.2,31.4,0,3,50.0,2,0,1,47,29,76,13,21,1,1,0,4,2015,3298.4,MISSING,frank kearse
11025.0,11025.0,2015.0,Eagles,DL,Brandon Bair,00-0028311,4.0,2011.0,2011.0,MISSING,30.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Eagles,-0.07,43.80%,brandon bair,brandon bair,brandon bair,878,Brandon Bair,PHI,ED,89,6529,5,0,2,0,0,24,0,66.8,80.0,56.6,70.4,73.6,0,2,0.0,0,0,0,53,36,89,7,37,6,7,0,2,2015,5945.2,MISSING,brandon bair
11459.0,11459.0,2015.0,Panthers,DL,Mario Addison,00-0028339,4.0,2011.0,2011.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Panthers,0.21,89.50%,mario addison,mario addison,mario addison,879,Mario Addison,CAR,ED,447,6558,17,1,0,0,0,5,0,63.4,48.9,67.3,55.0,68.9,13,30,8.3,1,3,6,345,82,437,425,5,12,10,0,49,2015,28339.8,MISSING,mario addison
12124.0,12124.0,2015.0,Vikings,DL,Justin Trattou,00-0028495,4.0,2011.0,2011.0,MISSING,27.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Vikings,0.04,64.70%,justin trattou,justin trattou,justin trattou,880,Justin Trattou,MIN,ED,22,6669,3,0,0,0,0,18,0,95.2,78.1,49.8,60.9,69.2,0,1,0.0,0,0,0,17,4,22,22,0,1,1,0,1,2015,2094.4,MISSING,justin trattou
11036.0,11036.0,2015.0,Eagles,LB,Bryan Braman,00-0028536,4.0,2011.0,2011.0,MISSING,28.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Eagles,-0.07,43.80%,bryan braman,bryan braman,bryan braman,881,Bryan Braman,PHI,ED,15,6699,5,0,0,0,0,24,0,71.5,74.8,69.6,60.0,69.9,0,2,MISSING,0,0,1,11,4,15,15,0,1,0,0,3,2015,1072.5,MISSING,bryan braman
10967.0,10967.0,2015.0,Dolphins,LB,Quinton Coples,00-0029559,3.0,2012.0,2012.0,Jets,25.0,16.0,0.66,16.9,1000.0,305.41,1540.0,329.2216575409153,2015.0,Dolphins,-0.1,37.50%,quinton coples,quinton coples,quinton coples,882,Quinton Coples,MIA,ED,286,7022,15,1,0,1,0,17,1,60.5,10.0,62.1,64.0,77.8,4,12,0.0,0,4,0,166,112,283,274,5,6,8,1,16,2015,17303.0,MISSING,quinton coples
10627.0,10627.0,2015.0,Chargers,LB,Melvin Ingram,00-0029249,3.0,2012.0,2012.0,Chargers,26.0,18.0,0.633,16.2,900.0,286.72,1478.0,311.92951417402213,2015.0,Chargers,-0.06,25.00%,melvin ingram,melvin ingram,melvin ingram,883,Melvin Ingram III,SD,ED,961,7024,16,12,3,2,3,27,1,70.6,29.0,87.4,55.3,59.7,9,36,12.7,8,8,12,442,378,882,870,2,33,43,6,57,2015,67846.59999999999,MISSING,melvin ingram
11516.0,11516.0,2015.0,Patriots,DL,Chandler Jones,00-0029585,3.0,2012.0,2012.0,Patriots,25.0,21.0,0.594,15.2,800.0,260.82,1397.0,289.7795974451737,2015.0,Patriots,0.16,72.20%,chandler jones,chandler jones,chandler jones,884,Chandler Jones,NE,ED,943,7027,17,11,0,0,5,19,0,76.8,89.9,69.0,72.3,66.0,8,46,16.7,7,0,14,579,315,927,684,113,33,24,4,68,2015,72422.4,MISSING,chandler jones
11995.0,11995.0,2015.0,Texans,LB,Whitney Mercilus,00-0029643,3.0,2012.0,2012.0,Texans,25.0,26.0,0.549,13.9,700.0,222.74,1284.0,262.1767355188486,2015.0,Texans,0.06,52.90%,whitney mercilus,whitney mercilus,whitney mercilus,885,Whitney Mercilus,HST,ED,796,7031,17,11,2,0,1,13,1,84.7,54.6,83.8,76.4,72.6,7,42,9.6,5,3,15,437,286,665,664,1,37,36,8,64,2015,67421.2,MISSING,whitney mercilus
11402.0,11402.0,2015.0,Packers,LB,Nick Perry,00-0029408,3.0,2012.0,2012.0,Packers,25.0,28.0,0.533,13.4,660.0,209.11,1245.0,252.02587880696123,2015.0,Packers,0.02,61.10%,nick perry,nick perry,nick perry,886,Nick Perry,GB,ED,402,7033,16,9,1,0,1,12,0,67.6,49.3,65.7,70.5,63.9,0,13,16.7,6,2,8,217,172,389,371,3,19,21,4,21,2015,27175.199999999997,MISSING,nick perry
11727.0,11727.0,2015.0,Ravens,LB,Courtney Upshaw,00-0029252,3.0,2012.0,2012.0,Ravens,25.0,35.0,0.48,12.0,550.0,170.37,1128.0,222.1612546665178,2015.0,Ravens,-0.08,31.30%,courtney upshaw,courtney upshaw,courtney upshaw,887,Courtney Upshaw,BLT,ED,792,7039,16,12,1,1,1,3,2,60.0,71.5,50.0,72.8,57.0,5,14,19.3,11,4,2,300,318,684,675,4,28,34,4,21,2015,47520.0,MISSING,courtney upshaw
11208.0,11208.0,2015.0,Jaguars,DL,Andre Branch,00-0029600,3.0,2012.0,2012.0,Jaguars,26.0,38.0,0.458,11.4,520.0,157.49,1084.0,211.15699753619467,2015.0,Jaguars,-0.09,31.30%,andre branch,andre branch,andre branch,888,Andre Branch,JAX,ED,596,7042,13,2,3,0,2,15,1,50.2,29.0,61.3,43.8,64.8,3,22,14.3,3,7,5,391,184,592,590,2,16,16,3,30,2015,29919.2,MISSING,andre branch
11019.0,11019.0,2015.0,Eagles,DL,Vinny Curry,00-0029412,3.0,2012.0,2012.0,Eagles,27.0,59.0,0.332,8.6,310.0,90.84,853.0,151.06359086669394,2015.0,Eagles,-0.07,43.80%,vinny curry,vinny curry,vinny curry,889,Vinny Curry,PHI,ED,424,7061,16,1,0,1,0,24,0,72.5,40.3,75.4,49.6,76.7,9,35,0.0,0,4,5,361,63,419,127,81,8,5,1,49,2015,30740.0,MISSING,vinny curry
10956.0,10956.0,2015.0,Dolphins,DL,Olivier Vernon,00-0029693,3.0,2012.0,2012.0,Dolphins,24.0,72.0,0.271,7.4,230.0,66.81,748.0,125.26485695373412,2015.0,Dolphins,-0.1,37.50%,olivier vernon,olivier vernon,olivier vernon,890,Olivier Vernon,MIA,ED,943,7074,16,10,0,1,0,17,0,83.7,14.0,88.0,69.7,56.1,30,41,15.9,11,11,10,540,399,931,900,20,50,48,14,81,2015,78929.1,MISSING,olivier vernon
10437.0,10437.0,2015.0,Browns,LB,Scott Solomon,00-0029589,3.0,2012.0,2012.0,Titans,26.0,211.0,0.061,0.5,7.0,3.05,182.0,19.89028181179386,2015.0,Browns,-0.14,18.80%,scott solomon,scott solomon,scott solomon,891,Scott Solomon,CLV,ED,33,7196,2,0,0,0,0,8,0,58.0,79.2,56.0,51.4,27.7,0,2,50.0,1,0,0,15,18,33,33,0,1,1,0,2,2015,1914.0,MISSING,scott solomon
10438.0,10438.0,2015.0,Browns,LB,Cam Johnson,00-0029310,3.0,2012.0,2012.0,49ers,25.0,237.0,0.051,0.0,0.0,1.71,121.0,12.886866915269128,2015.0,Browns,-0.14,18.80%,cam johnson,cam johnson,cam johnson,892,Cam Johnson,CLV,ED,28,7221,1,0,0,0,0,8,0,76.8,78.1,58.1,78.0,72.8,0,1,25.0,1,0,0,11,16,28,28,0,3,3,1,1,2015,2150.4,MISSING,cam johnson
11214.0,11214.0,2015.0,Jaguars,DL,Ryan Davis,00-0029053,3.0,2012.0,2012.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Jaguars,-0.09,31.30%,ryan davis,ryan davis,ryan davis,893,Ryan Davis Sr.,JAX,ED,244,7365,14,1,0,0,1,15,0,55.2,32.2,66.6,47.7,73.0,5,14,0.0,0,2,4,210,30,236,77,92,6,2,0,23,2015,13468.8,MISSING,ryan davis
10961.0,10961.0,2015.0,Dolphins,DL,Derrick Shelby,00-0029111,3.0,2012.0,2012.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Dolphins,-0.1,37.50%,derrick shelby,derrick shelby,derrick shelby,894,Derrick Shelby,MIA,ED,834,7400,16,8,4,0,2,17,0,69.9,60.4,70.0,63.3,50.9,6,31,17.6,9,4,4,452,375,833,729,49,30,34,4,41,2015,58296.600000000006,MISSING,derrick shelby
10494.0,10494.0,2015.0,Buccaneers,DL,Jacquies Smith,00-0029112,3.0,2012.0,2012.0,MISSING,25.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Buccaneers,-0.03,37.50%,jacquies smith,jacquies smith,jacquies smith,895,Jacquies Smith,TB,ED,542,7401,12,4,1,0,3,30,3,45.6,17.3,61.5,33.6,53.8,5,12,21.1,4,7,6,329,210,541,529,12,12,11,2,23,2015,24715.2,MISSING,jacquies smith
10495.0,10495.0,2015.0,Buccaneers,DL,Kourtnei Brown,00-0028979,3.0,2012.0,2012.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Buccaneers,-0.03,37.50%,kourtnei brown,kourtnei brown,kourtnei brown,896,Kourtnei Brown,TB,ED,91,7679,5,0,0,0,0,30,0,58.9,83.7,55.6,59.8,28.2,1,4,33.3,1,0,0,61,27,91,90,0,1,2,0,5,2015,5359.9,MISSING,kourtnei brown
10701.0,10701.0,2015.0,Chiefs,LB,Dezman Moses,00-0029130,3.0,2012.0,2012.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Chiefs,0.12,66.70%,dezman moses,dezman moses,dezman moses,897,Dezman Moses,KC,ED,58,7696,9,0,0,0,0,16,0,46.6,0.0,56.4,44.9,71.4,1,4,0.0,0,1,0,41,10,55,55,0,1,1,0,5,2015,2702.8,MISSING,dezman moses
10636.0,10636.0,2015.0,Chargers,LB,Cordarro Law,00-0029390,3.0,2012.0,2012.0,MISSING,26.0,0.0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2015.0,Chargers,-0.06,25.00%,cordarro law,cordarro law,cordarro law,898,Cordarro Law,SD,ED,81,7727,9,1,0,0,0,27,0,60.3,81.4,62.0,62.7,73.8,2,6,0.0,0,0,0,42,38,81,78,2,3,3,1,8,2015,4884.3,MISSING,cordarro law
10431.0,10431.0,2015.0,Browns,LB,Barkevious Mingo,00-0030558,2.0,2013.0,2013.0,Browns,24.0,6.0,0.955,23.2,1600.0,446.15,2056.0,520.1800255135677,2015.0,Browns,-0.14,18.80%,barkevious mingo,barkevious mingo,barkevious mingo,899,Barkevious Mingo,CLV,ED,255,7787,16,5,0,1,0,8,1,62.1,31.1,63.6,54.4,56.7,0,8,19.0,4,2,0,90,93,201,197,1,8,12,1,8,2015,15835.5,MISSING,barkevious mingo
11935.0,11935.0,2015.0,Steelers,LB,Jarvis Jones,00-0030499,2.0,2013.0,2013.0,Steelers,25.0,17.0,0.646,16.6,950.0,295.92,1508.0,354.3769818098629,2015.0,Steelers,0.08,61.10%,jarvis jones,jarvis jones,jarvis jones,900,Jarvis Jones,PIT,ED,522,7798,17,11,2,0,2,25,2,67.9,86.6,67.0,55.2,29.0,2,15,25.6,10,0,4,236,190,467,464,2,11,18,0,21,2015,35443.8,MISSING,jarvis jones
10757.0,10757.0,2015.0,Colts,LB,Bjoern Werner,00-0030563,2.0,2013.0,2013.0,Colts,25.0,24.0,0.565,14.4,740.0,237.25,1326.0,301.2763778861303,2015.0,Colts,-0.11,50.00%,bjoern werner,bjoern werner,bjoern werner,901,Bjoern Werner,IND,ED,150,7805,10,2,0,0,0,14,1,60.8,41.6,50.5,71.4,37.5,0,4,16.7,2,1,0,42,79,137,137,0,5,8,2,4,2015,9120.0,MISSING,bjoern werner
10232.0,10232.0,2015.0,Bengals,DL,Margus Hunt,00-0030449,2.0,2013.0,2013.0,Bengals,28.0,53.0,0.363,9.3,370.0,106.31,909.0,183.60090339671268,2015.0,Bengals,0.12,70.60%,margus hunt,margus hunt,margus hunt,902,Margus Hunt,CIN,ED,56,7834,7,0,0,0,0,7,0,62.6,81.1,55.7,57.9,69.2,0,4,0.0,0,0,0,41,13,56,45,0,1,1,0,4,2015,3505.6,MISSING,margus hunt
10957.0,10957.0,2015.0,Dolphins,DL,Damontre Moore,00-0030069,2.0,2013.0,2013.0,Giants,22.0,81.0,0.243,6.6,185.0,54.8,686.0,122.8066155424955,2015.0,Dolphins,-0.1,37.50%,damontre moore,damontre moore,damontre moore,903,Damontre Moore,MIA,ED,277,7862,14,3,1,0,0,17,1,49.6,7.7,56.5,46.7,71.4,5,13,12.5,2,5,3,224,43,268,258,8,10,11,0,21,2015,13739.2,MISSING,damontre moore
10107.0,10107.0,2015.0,49ers,LB,Corey Lemonier,00-0030518,2.0,2013.0,2013.0,49ers,23.0,88.0,0.223,6.1,150.0,46.97,642.0,111.96083263963423,2015.0,49ers,-0.15,31.30%,corey lemonier,corey lemonier,corey lemonier,904,Corey Lemonier,SF,ED,271,7869,10,8,0,0,0,28,0,48.8,34.9,53.2,50.5,37.6,2,5,15.8,3,2,0,112,128,258,258,0,4,8,0,7,2015,13224.8,MISSING,corey lemonier
10570.0,10570.0,2015.0,Cardinals,LB,Alex Okafor,00-0030503,2.0,2013.0,2013.0,Cardinals,24.0,103.0,0.19,5.1,88.0,33.73,559.0,92.3849873246454,2015.0,Cardinals,0.22,77.80%,alex okafor,alex okafor,alex okafor,905,Alex Okafor,ARZ,ED,605,7885,13,9,1,0,0,1,1,61.1,64.8,62.2,61.0,43.4,8,26,20.5,8,2,2,311,262,589,587,2,15,22,3,36,2015,36965.5,MISSING,alex okafor
10491.0,10491.0,2015.0,Buccaneers,DL,William Gholston,00-0030386,2.0,2013.0,2013.0,Buccaneers,24.0,126.0,0.148,3.8,46.0,20.21,453.0,69.88135499914594,2015.0,Buccaneers,-0.03,37.50%,william gholston,william gholston,william gholston,906,William Gholston,TB,ED,670,7908,16,15,2,1,1,30,0,65.7,26.4,62.2,74.7,80.0,4,27,5.9,3,7,3,316,346,670,592,33,29,33,6,34,2015,44019.0,MISSING,william gholston
