team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Year,weighted_grade,weighted_average_grade,merge_player_y
Dolphins,00-0022805,18.99950077044832,Dolphins,0.01,50.00%,Randy Starks,DE,3.007518796992481,2014.0,randy starks,,randy starks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030864,0.0,Dolphins,0.01,50.00%,Anthony Johnson,DE,0.3162902255639097,2014.0,anthony johnson,anthony nelson,anthony nelson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0027883,184.9503659217073,Dolphins,0.01,50.00%,Koa Misi,OLB,1.750375939849624,2014.0,koa misi,koa misi,koa misi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0030384,100.541862623757,Dolphins,0.01,50.00%,Jelani Jenkins,OLB,0.4610315789473684,2014.0,jelani jenkins,jordan jenkins,jordan jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0026233,47.13227441360413,Dolphins,0.01,50.00%,Philip Wheeler,OLB,4.8120300751879705,2014.0,philip wheeler,,philip wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0026857,0.0,Dolphins,0.01,50.00%,Dannell Ellerbe,OLB,5.582706766917293,2014.0,dannell ellerbe,,dannell ellerbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0028454,0.0,Dolphins,0.01,50.00%,Jonathan Freeny,OLB,0.4285714285714286,2014.0,jonathan freeny,jonathan greenard,jonathan greenard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0031208,0.0,Dolphins,0.01,50.00%,Chris McCain,OLB,0.3157894736842105,2014.0,chris mccain,chris mccain,chris mccain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0028311,0.0,Eagles,0.0,62.50%,Brandon Bair,DE,0.3721804511278195,2014.0,brandon bair,brandon bair,brandon bair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0031371,353.9015755816421,Eagles,0.0,62.50%,Marcus Smith,DE,1.0661774436090226,2014.0,marcus smith,marcus smith,marcus smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0029409,204.90528094751068,Eagles,0.0,62.50%,Mychal Kendricks,OLB,0.9113691729323308,2014.0,mychal kendricks,,mychal kendricks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0029418,59.82655588741737,Eagles,0.0,62.50%,Najee Goode,OLB,0.4285714285714286,2014.0,najee goode,,najee goode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0026980,376.3039083400008,Falcons,-0.05,37.50%,Tyson Jackson,DE,2.330827067669173,2014.0,tyson jackson,tarron jackson,tarron jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0031281,289.85768244591003,Falcons,-0.05,37.50%,Ra'Shede Hageman,DE,0.7294383458646616,2014.0,rashede hageman,rasheem green,rasheem green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0031196,13.976604992657856,Falcons,-0.05,37.50%,Tyler Starr,OLB,0.3244165413533834,2014.0,tyler starr,,tyler starr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029629,15.396947149073563,Falcons,-0.05,37.50%,Nate Stupar,OLB,0.3721804511278195,2014.0,nate stupar,nate palmer,nate palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029792,0.0,Falcons,-0.05,37.50%,Paul Worrilow,OLB,0.3726812030075188,2014.0,paul worrilow,,paul worrilow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029770,0.0,Falcons,-0.05,37.50%,Joplo Bartu,OLB,0.3734330827067669,2014.0,joplo bartu,,joplo bartu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0021706,0.0,Giants,-0.02,37.50%,Cullen Jenkins,DE,2.4561398496240603,2014.0,cullen jenkins,,cullen jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029121,0.0,Giants,-0.02,37.50%,Dominique Hamilton,DE,0.0371511278195488,2014.0,dominique hamilton,dominique robinson,dominique robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0031241,48.11179958069144,Giants,-0.02,37.50%,Devon Kennard,OLB,0.3429624060150376,2014.0,devon kennard,devon kennard,devon kennard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0028140,23.39092405836725,Giants,-0.02,37.50%,Jacquian Williams,OLB,1.0907293233082709,2014.0,jacquian williams,jordan williams,jordan williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0029945,0.0,Giants,-0.02,37.50%,Paul Hazel,DE,0.0875714285714285,2014.0,paul hazel,paul hazel,paul hazel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0028620,0.0,Giants,-0.02,37.50%,Mark Herzlich,OLB,0.7518796992481203,2014.0,mark herzlich,,mark herzlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0030777,0.0,Giants,-0.02,37.50%,James Davidson,DE,0.0743030075187969,2014.0,james davidson,james harrison,james harrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027862,360.3334839346859,Jaguars,-0.19,18.80%,Tyson Alualu,DE,3.206015037593985,2014.0,tyson alualu,,tyson alualu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027008,156.5431299171274,Jaguars,-0.19,18.80%,Evander Hood,DE,3.026315789473684,2014.0,evander hood,,evander hood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0026261,33.28842441131249,Jaguars,-0.19,18.80%,Red Bryant,DE,4.111842105263158,2014.0,red bryant,desmond bryant,desmond bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0029053,0.0,Jaguars,-0.19,18.80%,Ryan Davis,DE,0.3721804511278195,2014.0,ryan davis,ryan davis,ryan davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031240,85.35327973992683,Jaguars,-0.19,18.80%,Khairi Fortt,OLB,0.1382571428571428,2014.0,khairi fortt,,khairi fortt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0025421,82.92284200506268,Jaguars,-0.19,18.80%,Paul Posluszny,OLB,7.142857142857142,2014.0,paul posluszny,,paul posluszny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0031309,70.22789508797841,Jaguars,-0.19,18.80%,Telvin Smith,OLB,0.3554609022556391,2014.0,telvin smith,elerson smith,elerson smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0027719,62.071628365603445,Jaguars,-0.19,18.80%,A.J. Edds,OLB,0.0875721804511278,2014.0,aj edds,,aj edds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0028133,26.1117059648522,Jaguars,-0.19,18.80%,J.T. Thomas,OLB,0.4849624060150376,2014.0,jt thomas,chad thomas,chad thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0026315,17.460555233686605,Jaguars,-0.19,18.80%,Geno Hayes,OLB,1.287593984962406,2014.0,geno hayes,daelin hayes,daelin hayes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0027968,242.27670221947,Jets,-0.12,25.00%,Muhammad Wilkerson,DE,1.644736842105263,2014.0,muhammad wilkerson,muhammad wilkerson,muhammad wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031024,27.57244010423298,Jets,-0.12,25.00%,IK Enemkpali,OLB,0.3305789473684211,2014.0,ik enemkpali,ik enemkpali,ik enemkpali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0031065,76.34256888458827,Lions,0.1,64.70%,Larry Webster,DE,0.3722902255639098,2014.0,larry webster,larry webster,larry webster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0031071,59.54763706891429,Lions,0.1,64.70%,Caraun Reid,DE,0.3512932330827067,2014.0,caraun reid,,caraun reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0027050,79.41298059989197,Lions,0.1,64.70%,DeAndre Levy,OLB,2.443609022556391,2014.0,deandre levy,dandre walker,dandre walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029212,61.13471645298712,Lions,0.1,64.70%,Tahir Whitehead,OLB,0.4684210526315789,2014.0,tahir whitehead,,tahir whitehead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0026635,0.0,Lions,0.1,64.70%,Ashlee Palmer,OLB,1.1904766917293232,2014.0,ashlee palmer,nate palmer,nate palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0028278,0.0,Lions,0.1,64.70%,Josh Bynes,OLB,0.3529413533834586,2014.0,josh bynes,,josh bynes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0029061,0.0,Lions,0.1,64.70%,Julian Stanford,OLB,0.3781511278195488,2014.0,julian stanford,julian stanford,julian stanford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030576,320.223387888151,Packers,0.17,72.20%,Datone Jones,DE,1.318624060150376,2014.0,datone jones,datone jones,datone jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0026292,23.453977168644965,Packers,0.17,72.20%,Letroy Guion,DE,0.7406015037593985,2014.0,letroy guion,,letroy guion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0024220,134.35203353988243,Packers,0.17,72.20%,A.J. Hawk,OLB,3.8345864661654137,2014.0,aj hawk,,aj hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031058,90.48731917530324,Packers,0.17,72.20%,Carl Bradford,OLB,0.396484962406015,2014.0,carl bradford,caesar rayford,caesar rayford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0030131,0.0,Packers,0.17,72.20%,Andy Mulumba,OLB,0.2560075187969925,2014.0,andy mulumba,andy mulumba,andy mulumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0023448,70.45965270562927,Panthers,-0.01,47.10%,Thomas Davis,OLB,2.556390977443609,2014.0,thomas davis,hall davis,hall davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0023693,0.0,Panthers,-0.01,47.10%,Chase Blackburn,OLB,0.7894736842105263,2014.0,chase blackburn,,chase blackburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031120,0.0,Panthers,-0.01,47.10%,Adarius Taylor,OLB,0.2043338345864661,2014.0,adarius taylor,darrell taylor,darrell taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031324,0.0,Panthers,-0.01,47.10%,Horace Miller,OLB,0.0094736842105263,2014.0,horace miller,gabe miller,gabe miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0031081,33.484447234176194,Patriots,0.11,79.00%,Zach Moore,DE,0.335,2014.0,zach moore,zach moore,zach moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0029669,295.25778249618287,Patriots,0.11,79.00%,Dont'a Hightower,OLB,1.5838691729323309,2014.0,donta hightower,donta hightower,donta hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0030421,205.94739815439215,Patriots,0.11,79.00%,Jamie Collins,OLB,0.6426864661654135,2014.0,jamie collins,zaven collins,zaven collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0026832,0.0,Patriots,0.11,79.00%,Jonathan Casillas,OLB,0.4378586466165414,2014.0,jonathan casillas,,jonathan casillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0030687,0.0,Patriots,0.11,79.00%,Deontae Skinner,OLB,0.0189473684210526,2014.0,deontae skinner,,deontae skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0031270,17.678117474302496,Raiders,-0.21,18.80%,Shelby Harris,DE,0.0185751879699248,2014.0,shelby harris,,shelby harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0022793,8.58748281746133,Raiders,-0.21,18.80%,Antonio Smith,DE,3.7194548872180455,2014.0,antonio smith,aldon smith,aldon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0030529,165.89288938100736,Raiders,-0.21,18.80%,Sio Moore,OLB,0.540381954887218,2014.0,sio moore,eric moore,eric moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0030050,0.0,Raiders,-0.21,18.80%,Ray-Ray Armstrong,OLB,0.2627157894736842,2014.0,rayray armstrong,dorance armstrong,dorance armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0030804,0.0,Raiders,-0.21,18.80%,Spencer Hadley,OLB,0.0371511278195488,2014.0,spencer hadley,,spencer hadley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0026206,67.447015589021,Rams,-0.05,37.50%,Kendall Langford,DE,4.511278195488721,2014.0,kendall langford,,kendall langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0030986,0.0,Rams,-0.05,37.50%,Ethan Westbrooks,DE,0.3208015037593985,2014.0,ethan westbrooks,ethan westbrooks,ethan westbrooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0025838,0.0,Rams,-0.05,37.50%,JoLonn Dunbar,OLB,0.6616375939849625,2014.0,jolonn dunbar,,jolonn dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029309,14.357904486301692,Ravens,0.07,61.10%,Deangelo Tyson,DE,0.4375172932330827,2014.0,deangelo tyson,deangelo malone,deangelo malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0028171,13.436216804987929,Ravens,0.07,61.10%,Lawrence Guy,DE,0.3529406015037594,2014.0,lawrence guy,lawrence sidbury,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0023566,11.947495762472888,Ravens,0.07,61.10%,Chris Canty,DE,2.380951879699248,2014.0,chris canty,chris carter,chris carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0027560,0.0,Ravens,0.07,61.10%,Albert McClellan,OLB,0.7518796992481203,2014.0,albert mcclellan,albert mcclellan,albert mcclellan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030070,133.77991357033252,Saints,-0.04,43.80%,John Jenkins,DE,0.4939022556390977,2014.0,john jenkins,jordan jenkins,jordan jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029657,110.4299773092273,Saints,-0.04,43.80%,Akiem Hicks,DE,0.5400187969924812,2014.0,akiem hicks,,akiem hicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030215,0.0,Saints,-0.04,43.80%,Glenn Foster,DE,0.2956503759398496,2014.0,glenn foster,,glenn foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0030813,0.0,Saints,-0.04,43.80%,Lawrence Virgil,DE,0.092878947368421,2014.0,lawrence virgil,lawrence sidbury,lawrence sidbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0031073,51.512926213575746,Saints,-0.04,43.80%,Ronald Powell,OLB,0.3475300751879699,2014.0,ronald powell,ronald talley,ronald talley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0026672,0.0,Saints,-0.04,43.80%,Ramon Humber,OLB,0.4774436090225564,2014.0,ramon humber,,ramon humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0029649,0.0,Saints,-0.04,43.80%,Kyle Knox,OLB,0.3157894736842105,2014.0,kyle knox,kyle knox,kyle knox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0028941,0.0,Saints,-0.04,43.80%,Jerry Franklin,OLB,0.0252097744360902,2014.0,jerry franklin,,jerry franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0030121,15.264522206150994,Seahawks,0.21,73.70%,David King,DE,0.0557278195488721,2014.0,david king,,david king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0028479,0.0,Seahawks,0.21,73.70%,Demarcus Dobbs,DE,0.5063248120300752,2014.0,demarcus dobbs,,demarcus dobbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029193,374.56448844284773,Seahawks,0.21,73.70%,Bruce Irvin,OLB,1.8578172932330828,2014.0,bruce irvin,bruce irvin,bruce irvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0028037,87.9158003632623,Seahawks,0.21,73.70%,K.J. Wright,OLB,1.919172932330827,2014.0,kj wright,alex wright,alex wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031308,79.87969551747261,Seahawks,0.21,73.70%,Kevin Pierre-Louis,OLB,0.3003105263157894,2014.0,kevin pierrelouis,,kevin pierrelouis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0028180,12.186390108531258,Seahawks,0.21,73.70%,Malcolm Smith,OLB,0.4935902255639097,2014.0,malcolm smith,aldon smith,aldon smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0028443,0.0,Seahawks,0.21,73.70%,Michael Morgan,OLB,0.4849624060150376,2014.0,michael morgan,michael mauti,michael mauti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0031412,250.27187531087404,Steelers,0.05,64.70%,Stephon Tuitt,DE,0.6301360902255639,2014.0,stephon tuitt,,stephon tuitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027969,237.64478988486655,Steelers,0.05,64.70%,Cameron Heyward,DE,1.6040736842105263,2014.0,cameron heyward,cameron wake,cameron wake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0027784,27.158851405988283,Steelers,0.05,64.70%,Clifton Geathers,DE,0.1291466165413533,2014.0,clifton geathers,,clifton geathers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0021344,1.0003198152890824,Steelers,0.05,64.70%,Brett Keisel,DE,0.9398496240601504,2014.0,brett keisel,,brett keisel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0027949,384.5841680780333,Texans,0.11,56.30%,J.J. Watt,DE,3.440275939849624,2014.0,jj watt,jj watt,jj watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029417,69.88135499914594,Texans,0.11,56.30%,Jared Crick,DE,0.5021616541353383,2014.0,jared crick,,jared crick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0031074,46.07225241696587,Texans,0.11,56.30%,Jeoffrey Pagan,DE,0.3400037593984962,2014.0,jeoffrey pagan,jeoffrey pagan,jeoffrey pagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0026798,0.0,Texans,0.11,56.30%,Tim Jamison,DE,0.631578947368421,2014.0,tim jamison,tim jamison,tim jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0029644,0.0,Texans,0.11,56.30%,Keith Browner,DE,0.0557270676691729,2014.0,keith browner,,keith browner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0028251,0.0,Texans,0.11,56.30%,Jeff Tarpinian,OLB,0.4849624060150376,2014.0,jeff tarpinian,,jeff tarpinian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0031054,101.0655425122864,Titans,-0.16,12.50%,DaQuan Jones,DE,0.401390977443609,2014.0,daquan jones,daquan bowers,daquan bowers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0026016,0.0,Titans,-0.16,12.50%,Ropati Pitoitua,DE,1.466165413533835,2014.0,ropati pitoitua,,ropati pitoitua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0029118,0.0,Titans,-0.16,12.50%,Kaelin Burnett,OLB,0.1260503759398496,2014.0,kaelin burnett,,kaelin burnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0031256,558.5949124969229,Vikings,-0.04,43.80%,Anthony Barr,OLB,1.7421052631578948,2014.0,anthony barr,,anthony barr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0024232,87.38828780510212,Vikings,-0.04,43.80%,Chad Greenway,OLB,5.413533834586466,2014.0,chad greenway,,chad greenway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0030385,82.54608326818396,Vikings,-0.04,43.80%,Gerald Hodges,OLB,0.4511481203007519,2014.0,gerald hodges,gerald rivers,gerald rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0029595,50.37293311686939,Vikings,-0.04,43.80%,Josh Kaddu,OLB,0.0252097744360902,2014.0,josh kaddu,josh mauro,josh mauro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0030392,23.74733193375415,Vikings,-0.04,43.80%,Michael Mauti,OLB,0.3604864661654135,2014.0,michael mauti,michael mauti,michael mauti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0031244,21.823244107186813,Vikings,-0.04,43.80%,Brandon Watts,OLB,0.3275278195488722,2014.0,brandon watts,brandon lang,brandon lang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0032164,432.8370230110429,49ers,-0.15,31.30%,Arik Armstead,DE,1.249001256281407,2015.0,arik armstead,arik armstead,arik armstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0026145,181.3562757895569,49ers,-0.15,31.30%,Glenn Dorsey,DE,1.6343285873813511,2015.0,glenn dorsey,,glenn dorsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0029165,0.0,49ers,-0.15,31.30%,Tony Jerod-Eddie,DE,0.4082914572864322,2015.0,tony jerodeddie,,tony jerodeddie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030385,74.6907848533649,49ers,-0.15,31.30%,Gerald Hodges,OLB,0.3122229201563372,2015.0,gerald hodges,gerald rivers,gerald rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030050,0.0,49ers,-0.15,31.30%,Ray-Ray Armstrong,OLB,0.1441024567280849,2015.0,rayray armstrong,dorance armstrong,dorance armstrong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027979,182.19076005237497,Bears,-0.07,37.50%,Jarvis Jenkins,DE,0.5757956448911223,2015.0,jarvis jenkins,jarvis jones,jarvis jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030048,32.46362057720792,Bears,-0.07,37.50%,Cornelius Washington,DE,0.4264007537688442,2015.0,cornelius washington,cornelius washington,cornelius washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0029308,13.590306994889724,Bears,-0.07,37.50%,Greg Scruggs,DE,0.0270958961474036,2015.0,greg scruggs,greg scruggs,greg scruggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0027573,0.0,Bears,-0.07,37.50%,Mitch Unrein,DE,0.3602568397543271,2015.0,mitch unrein,,mitch unrein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0029250,304.40198683285286,Bears,-0.07,37.50%,Shea McClellin,OLB,1.8350523450586265,2015.0,shea mcclellin,shea mcclellin,shea mcclellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0032167,118.6739174454432,Bengals,0.12,70.60%,Paul Dawson,OLB,0.405142378559464,2015.0,paul dawson,carl lawson,carl lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0024220,99.53043443198618,Bengals,0.12,70.60%,A.J. Hawk,OLB,1.291178112786153,2015.0,aj hawk,,aj hawk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0028912,0.0,Bengals,0.12,70.60%,Vontaze Burfict,OLB,3.6118090452261304,2015.0,vontaze burfict,,vontaze burfict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0029479,0.0,Bengals,0.12,70.60%,Emmanuel Lamur,OLB,1.6443327749860417,2015.0,emmanuel lamur,emmanuel ogbah,emmanuel ogbah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0032153,45.19716284281021,Bills,0.02,50.00%,Max Valles,DE,0.0535762144053601,2015.0,max valles,,max valles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0029272,81.60324059712846,Bills,0.02,50.00%,Nigel Bradham,OLB,1.156027359017309,2015.0,nigel bradham,,nigel bradham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0024237,57.291260965963794,Bills,0.02,50.00%,Manny Lawson,OLB,2.163595756560581,2015.0,manny lawson,manny lawson,manny lawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
