team,player_id_x,adjusted_value,Team,Net EPA,Win %,Player,Position,Cap_Space,year,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0,player,team_name,position,snap_counts_defense,player_id_y,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_corner,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Year,weighted_grade,weighted_average_grade,merge_player_y
49ers,00-0032456,14.986816446402347,49ers,-0.15,12.50%,Prince Charles Iworah,CB,0.0340954466413344,2016.0,prince charles iworah,,prince charles iworah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0030317,0.0,49ers,-0.15,12.50%,Marcus Cromartie,CB,0.3864236491273266,2016.0,marcus cromartie,marcus cromartie,marcus cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0031041,385.6924321499836,Bears,-0.11,18.80%,Kyle Fuller,CB,1.7014941714432923,2016.0,kyle fuller,kyle fuller,kyle fuller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0029416,59.246002745318634,Bears,-0.11,18.80%,Brandon Boykin,CB,0.2337863077220326,2016.0,brandon boykin,brandon boykin,brandon boykin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0030275,0.0,Bears,-0.11,18.80%,Demontre Hurst,CB,0.2273079152444129,2016.0,demontre hurst,demontre hurst,demontre hurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0033107,367.9797989186252,Bengals,0.04,40.00%,William Jackson,CB,1.1365118825272107,2016.0,william jackson,william jackson,william jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0032987,0.0,Browns,-0.21,6.30%,Tracy Howard,CB,0.2917498550911316,2016.0,tracy howard,tray walker,tray walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032772,106.1215149601487,Buccaneers,0.01,56.30%,Ryan Smith,CB,0.3851613318735106,2016.0,ryan smith,ryan smith,ryan smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032485,0.0,Cardinals,0.1,46.70%,Elie Bouka,CB,0.2144651252656662,2016.0,elie bouka,,elie bouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0026165,MISSING,Cardinals,0.1,46.70%,Mike Jenkins,CB,0.3864236491273266,2016.0,mike jenkins,mike jenkins,mike jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033038,108.61372879054096,Chiefs,0.05,70.60%,Eric Murray,CB,0.386391447156566,2016.0,eric murray,eric murray,eric murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0032814,0.0,Chiefs,0.05,70.60%,Vernon Harris,CB,0.2155380949314098,2016.0,vernon harris,brandon harris,brandon harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0022923,35.31772235909776,Commanders,0.02,53.30%,DeAngelo Hall,CB,3.260449539511818,2016.0,deangelo hall,deangelo hall,deangelo hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0024330,10.746428206967334,Commanders,0.02,53.30%,Will Blackmon,CB,0.6279384298319057,2016.0,will blackmon,will blackmon,will blackmon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0032239,313.7117594828397,Cowboys,0.12,76.50%,Byron Jones,CB,1.2590886842274749,2016.0,byron jones,byron jones,byron jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0028081,MISSING,Cowboys,0.12,76.50%,Josh Thomas,CB,0.2337863077220326,2016.0,josh thomas,josh thomas,josh thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032617,0.0,Dolphins,-0.01,58.80%,Lafayette Pitts,CB,0.1363817865653378,2016.0,lafayette pitts,lafayette pitts,lafayette pitts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0032140,MISSING,Dolphins,-0.01,58.80%,Ifo Ekpre-Olomu,CB,0.2144651252656662,2016.0,ifo ekpreolomu,,ifo ekpreolomu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0032856,0.0,Eagles,0.04,43.80%,C.J. Smith,CB,0.2045726798480067,2016.0,cj smith,cj smith,cj smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0030762,MISSING,Falcons,0.12,68.40%,Ryan White,CB,0.0133316158948927,2016.0,ryan white,corey white,corey white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0029553,11.026701760982382,Jets,-0.11,31.30%,Antonio Allen,CB,0.4347266052682424,2016.0,antonio allen,antonio allen,antonio allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032836,0.0,Jets,-0.11,31.30%,Bryson Keeton,CB,0.0170477233206672,2016.0,bryson keeton,,bryson keeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032561,MISSING,Lions,-0.06,52.90%,Ian Wells,CB,0.2144651252656662,2016.0,ian wells,brian williams,brian williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032014,0.0,Panthers,-0.05,37.50%,Travell Dixon,CB,0.0170477233206672,2016.0,travell dixon,,travell dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032016,MISSING,Raiders,-0.01,70.60%,SaQwan Edwards,CB,0.2144651252656662,2016.0,saqwan edwards,,saqwan edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032438,28.02931822464414,Ravens,-0.01,50.00%,Maurice Canady,CB,0.2483512590970567,2016.0,maurice canady,maurice canady,maurice canady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0027060,0.0,Ravens,-0.01,50.00%,Lardarius Webb,CB,6.118374444516005,2016.0,lardarius webb,lardarius webb,lardarius webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029876,0.0,Ravens,-0.01,50.00%,Jumal Rolle,CB,0.3864236491273266,2016.0,jumal rolle,jumal rolle,jumal rolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0026071,MISSING,Ravens,-0.01,50.00%,Kyle Arrington,CB,1.0089946544728536,2016.0,kyle arrington,kyle arrington,kyle arrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0031949,47.93833207451981,Saints,0.02,43.80%,Damian Swann,CB,0.2542712694016873,2016.0,damian swann,damian swann,damian swann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0032320,0.0,Saints,0.02,43.80%,Erik Harris,CB,0.236625233464288,2016.0,erik harris,mike harris,mike harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0027879,MISSING,Saints,0.02,43.80%,Kyle Wilson,CB,0.4379468023443035,2016.0,kyle wilson,kyle wilson,kyle wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033044,MISSING,Saints,0.02,43.80%,Jimmy Pruitt,CB,0.2144651252656662,2016.0,jimmy pruitt,jimmy smith,jimmy smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0031239,0.0,Seahawks,0.07,64.70%,Stanley Jean-Baptiste,CB,0.2241257164938494,2016.0,stanley jeanbaptiste,stanley jeanbaptiste,stanley jeanbaptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0029958,0.0,Seahawks,0.07,64.70%,Steven Terrell,CB,0.3864236491273266,2016.0,steven terrell,,steven terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0030730,MISSING,Seahawks,0.07,64.70%,Mohammed Seisay,CB,0.3381206929864107,2016.0,mohammed seisay,mohammed seisay,mohammed seisay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0032105,0.0,Steelers,0.08,68.40%,Senquez Golson,CB,0.5856424293166742,2016.0,senquez golson,,senquez golson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0032271,168.30496752554606,Titans,0.0,56.30%,D'Joun Smith,CB,0.039778450441167,2016.0,djoun smith,djoun smith,djoun smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0032042,0.0,Titans,0.0,56.30%,Curtis Riley,CB,0.2557158498100084,2016.0,curtis riley,,curtis riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0033014,MISSING,Titans,0.0,56.30%,Bennett Okotcha,CB,0.2144651252656662,2016.0,bennett okotcha,,bennett okotcha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vikings,00-0031090,16.378132838627927,Vikings,0.06,50.00%,Jabari Price,CB,0.3963772782894312,2016.0,jabari price,jabari price,jabari price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0032168,74.6907848533649,Bengals,-0.08,43.80%,Josh Shaw,CB,0.442174251497006,2017.0,josh shaw,josh shaw,josh shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bills,00-0033435,0.0,Bills,-0.07,52.90%,Breon Borders,CB,0.0491365269461077,2017.0,breon borders,breon borders,breon borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033558,0.0,Browns,-0.16,0.00%,Howard Wilson,CB,0.2992520958083832,2017.0,howard wilson,marco wilson,marco wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0029691,91.043948037556,Buccaneers,-0.04,31.30%,Josh Robinson,CB,1.87125748502994,2017.0,josh robinson,josh robinson,josh robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032273,0.0,Buccaneers,-0.04,31.30%,Jude Adjei-Barimah,CB,0.3682634730538922,2017.0,jude adjeibarimah,jude adjeibarimah,jude adjeibarimah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032041,0.0,Buccaneers,-0.04,31.30%,Cody Riggs,CB,0.0172455089820359,2017.0,cody riggs,cody riggs,cody riggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032798,27.081169176443392,Cardinals,-0.06,50.00%,Harlan Miller,CB,0.0760826347305389,2017.0,harlan miller,harlan miller,harlan miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinals,00-0032511,0.0,Cardinals,-0.06,50.00%,Ronald Zamort,CB,0.2083832335329341,2017.0,ronald zamort,ronald bartell,ronald bartell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033038,98.27776592209104,Chiefs,0.08,58.80%,Eric Murray,CB,0.4185329341317366,2017.0,eric murray,eric murray,eric murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033482,0.0,Chiefs,0.08,58.80%,Ashton Lampkin,CB,0.2107784431137724,2017.0,ashton lampkin,,ashton lampkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0033473,0.0,Chiefs,0.08,58.80%,Devin Chappell,CB,0.2099796407185628,2017.0,devin chappell,,devin chappell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiefs,00-0029958,0.0,Chiefs,0.08,58.80%,Steven Terrell,CB,0.4131736526946107,2017.0,steven terrell,,steven terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0022923,26.164012236597728,Commanders,-0.03,43.80%,DeAngelo Hall,CB,1.1452095808383234,2017.0,deangelo hall,deangelo hall,deangelo hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cowboys,00-0032239,283.85813845797065,Cowboys,0.0,56.30%,Byron Jones,CB,1.404780838323353,2017.0,byron jones,byron jones,byron jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dolphins,00-0031594,0.0,Dolphins,-0.15,37.50%,Tony Lippett,CB,0.4004137724550898,2017.0,tony lippett,tony lippett,tony lippett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0030556,119.45685800751296,Falcons,0.06,61.10%,Leon McFadden,CB,0.1091928143712574,2017.0,leon mcfadden,leon mcfadden,leon mcfadden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0033512,65.81718898593533,Falcons,0.06,61.10%,Damontae Kazee,CB,0.3216946107784431,2017.0,damontae kazee,damontae kazee,damontae kazee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0033520,34.52336003666827,Jets,-0.09,31.30%,Jeremy Clark,CB,0.2470808383233533,2017.0,jeremy clark,jeremy ware,jeremy ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0033299,30.14532060129187,Jets,-0.09,31.30%,Derrick Jones,CB,0.3001562874251496,2017.0,derrick jones,derrick jones,derrick jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0032836,0.0,Jets,-0.09,31.30%,Bryson Keeton,CB,0.2083832335329341,2017.0,bryson keeton,,bryson keeton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032560,0.0,Lions,0.02,56.30%,Charles Washington,CB,0.2784431137724551,2017.0,charles washington,ardarius washington,ardarius washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0033751,0.0,Lions,0.02,56.30%,Des Lawrence,CB,0.2093808383233533,2017.0,des lawrence,,des lawrence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0031080,0.0,Packers,-0.06,43.80%,Demetri Goodson,CB,0.0154419161676646,2017.0,demetri goodson,demetri goodson,demetri goodson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0033289,0.0,Panthers,0.03,64.70%,Corn Elder,CB,0.2499844311377245,2017.0,corn elder,corn elder,corn elder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0033410,0.0,Panthers,0.03,64.70%,Cole Luke,CB,0.2144946107784431,2017.0,cole luke,cole luke,cole luke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0027853,0.0,Panthers,0.03,64.70%,Teddy Williams,CB,0.274251497005988,2017.0,teddy williams,teddy williams,teddy williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0032390,0.0,Patriots,0.09,79.00%,Cyrus Jones,CB,0.5452778443113773,2017.0,cyrus jones,cyrus jones,cyrus jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032320,0.0,Raiders,-0.13,37.50%,Erik Harris,CB,0.2784431137724551,2017.0,erik harris,mike harris,mike harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031239,153.44143853450592,Ravens,0.07,56.30%,Stanley Jean-Baptiste,CB,0.0760838323353293,2017.0,stanley jeanbaptiste,stanley jeanbaptiste,stanley jeanbaptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032770,0.0,Ravens,0.07,56.30%,Tavon Young,CB,0.3079532934131737,2017.0,tavon young,tavon young,tavon young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0029416,0.0,Ravens,0.07,56.30%,Brandon Boykin,CB,0.2263473053892215,2017.0,brandon boykin,brandon boykin,brandon boykin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0031474,0.0,Saints,0.14,66.70%,Delvin Breaux,CB,0.3706586826347305,2017.0,delvin breaux,delvin breaux,delvin breaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0032465,0.0,Seahawks,0.06,56.30%,DeAndre Elliot,CB,0.2193610778443113,2017.0,deandre elliot,deandre elliott,deandre elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0033467,49.09804571651686,Steelers,0.09,76.50%,Brian Allen,CB,0.3129005988023952,2017.0,brian allen,brian allen,brian allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0034049,0.0,Steelers,0.09,76.50%,Antonio Crawford,CB,0.2083832335329341,2017.0,antonio crawford,antonio cromartie,antonio cromartie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0031116,0.0,Steelers,0.09,76.50%,Greg Ducre,CB,0.2263473053892215,2017.0,greg ducre,greg ducre,greg ducre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0032042,0.0,Titans,-0.05,55.60%,Curtis Riley,CB,0.3233532934131736,2017.0,curtis riley,,curtis riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034384,71.23565132880071,49ers,-0.09,25.00%,D.J. Reed,CB,0.3148092550790067,2018.0,dj reed,dj reed,dj reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers,00-0034096,0.0,49ers,-0.09,25.00%,Emmanuel Moseley,CB,0.1123312641083521,2018.0,emmanuel moseley,emmanuel moseley,emmanuel moseley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bears,00-0034589,0.0,Bears,0.17,70.60%,Rashard Fant,CB,0.2050411963882618,2018.0,rashard fant,rashad fenton,rashad fenton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bengals,00-0034388,64.82543274511302,Bengals,-0.12,37.50%,Davontae Harris,CB,0.2805214446952596,2018.0,davontae harris,davontae harris,davontae harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0032106,108.42297089490071,Broncos,-0.01,37.50%,Craig Mager,CB,0.0468064334085778,2018.0,craig mager,craig mager,craig mager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033552,104.68500718069076,Broncos,-0.01,37.50%,Brendan Langley,CB,0.1105428893905191,2018.0,brendan langley,brendan langley,brendan langley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broncos,00-0033333,0.0,Broncos,-0.01,37.50%,Horace Richardson,CB,0.0159339729119638,2018.0,horace richardson,mike richardson,mike richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Browns,00-0033558,0.0,Browns,-0.03,46.70%,Howard Wilson,CB,0.298956546275395,2018.0,howard wilson,marco wilson,marco wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0032168,67.58301691779806,Buccaneers,-0.06,31.30%,Josh Shaw,CB,0.1404193002257336,2018.0,josh shaw,josh shaw,josh shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buccaneers,00-0033363,0.0,Buccaneers,-0.06,31.30%,David Rivers III,CB,0.0796698645598194,2018.0,david rivers,david rivers,david rivers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chargers,00-0031334,0.0,Chargers,0.14,72.20%,Jason Verrett,CB,4.8115124153498865,2018.0,jason verrett,jason verrett,jason verrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commanders,00-0032798,24.504055195008053,Commanders,-0.09,43.80%,Harlan Miller,CB,0.0368476297968397,2018.0,harlan miller,harlan miller,harlan miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0032776,69.2478569693987,Eagles,0.01,55.60%,Deiondre' Hall,CB,0.3346185101580136,2018.0,deiondre hall,deiondre hall,deiondre hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eagles,00-0032485,0.0,Eagles,0.01,55.60%,Elie Bouka,CB,0.2048532731376975,2018.0,elie bouka,,elie bouka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Falcons,00-0029530,16.949034472663037,Falcons,-0.03,43.80%,Justin Bethel,CB,0.952313769751693,2018.0,justin bethel,justin bethel,justin bethel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0032933,0.0,Giants,-0.04,31.30%,Antonio Hamilton,CB,0.355530474040632,2018.0,antonio hamilton,antonio hamilton,antonio hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giants,00-0034839,0.0,Giants,-0.04,31.30%,Sam Beal,CB,0.3527776523702031,2018.0,sam beal,sam beal,sam beal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaguars,00-0033435,0.0,Jaguars,-0.1,31.30%,Breon Borders,CB,0.0184238148984198,2018.0,breon borders,breon borders,breon borders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0033520,31.238027957504748,Jets,-0.15,25.00%,Jeremy Clark,CB,0.0921190744920993,2018.0,jeremy clark,jeremy ware,jeremy ware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0031628,11.488876574676118,Jets,-0.15,25.00%,Darryl Roberts,CB,0.3978555304740406,2018.0,darryl roberts,darryl roberts,darryl roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jets,00-0034841,0.0,Jets,-0.15,25.00%,Brandon Bryant,CB,0.0159339729119638,2018.0,brandon bryant,brandon burton,brandon burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0033779,0.0,Lions,-0.06,37.50%,Dee Virgin,CB,0.0318679458239277,2018.0,dee virgin,dee virgin,dee virgin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0032560,0.0,Lions,-0.06,37.50%,Charles Washington,CB,0.3014537246049661,2018.0,charles washington,ardarius washington,ardarius washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lions,00-0034623,0.0,Lions,-0.06,37.50%,Andre Chachere,CB,0.0159339729119638,2018.0,andre chachere,andre chachere,andre chachere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0033124,0.0,Packers,0.0,40.00%,Will Redmond,CB,0.1197048532731377,2018.0,will redmond,,will redmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Packers,00-0024061,0.0,Packers,0.0,40.00%,Tramon Williams,CB,2.0457110609480815,2018.0,tramon williams,tramon williams,tramon williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032136,40.64527776672986,Panthers,0.01,43.80%,Lorenzo Doss,CB,0.1170174943566591,2018.0,lorenzo doss,lorenzo doss,lorenzo doss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0032942,0.0,Panthers,0.01,43.80%,Kevon Seymour,CB,0.355530474040632,2018.0,kevon seymour,kevon seymour,kevon seymour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panthers,00-0031016,0.0,Panthers,0.01,43.80%,Ross Cockrell,CB,1.4672686230248306,2018.0,ross cockrell,ross cockrell,ross cockrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patriots,00-0034744,214.15582916995575,Patriots,0.11,73.70%,Duke Dawson,CB,0.4868532731376975,2018.0,duke dawson,duke dawson,duke dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032066,0.0,Raiders,-0.2,25.00%,Tevin Mitchel,CB,0.2048532731376975,2018.0,tevin mitchel,terrance mitchell,terrance mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0032212,0.0,Raiders,-0.2,25.00%,Dexter McDonald,CB,0.4058769751693002,2018.0,dexter mcdonald,dexter mcdonald,dexter mcdonald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raiders,00-0034660,0.0,Raiders,-0.2,25.00%,Rico Gafford,CB,0.0318679458239277,2018.0,rico gafford,eric garror,eric garror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rams,00-0032848,0.0,Rams,0.15,79.00%,Kevin Peterson,CB,0.2133182844243792,2018.0,kevin peterson,kevin peterson,kevin peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0032390,164.33462154641143,Ravens,0.11,58.80%,Cyrus Jones,CB,0.3242595936794582,2018.0,cyrus jones,cyrus jones,cyrus jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0033826,0.0,Ravens,0.11,58.80%,Jaylen Hill,CB,0.2133182844243792,2018.0,jaylen hill,jaylen hill,jaylen hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravens,00-0031239,0.0,Ravens,0.11,58.80%,Stanley Jean-Baptiste,CB,0.355530474040632,2018.0,stanley jeanbaptiste,stanley jeanbaptiste,stanley jeanbaptiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saints,00-0033443,0.0,Saints,0.13,77.80%,Rickey Jefferson,CB,0.2048532731376975,2018.0,rickey jefferson,aj jefferson,aj jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0032810,11.815499037195172,Seahawks,0.1,58.80%,Kalan Reed,CB,0.1673092550790068,2018.0,kalan reed,kalan reed,kalan reed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seahawks,00-0033774,0.0,Seahawks,0.1,58.80%,Tevon Mutcherson,CB,0.2048532731376975,2018.0,tevon mutcherson,devon witherspoon,devon witherspoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0033467,44.42574891674462,Steelers,0.07,60.00%,Brian Allen,CB,0.2395095936794582,2018.0,brian allen,brian allen,brian allen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steelers,00-0034123,0.0,Steelers,0.07,60.00%,Trey Johnson,CB,0.2062641083521444,2018.0,trey johnson,bruce johnson,bruce johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Texans,00-0034425,0.0,Texans,0.08,64.70%,Jermaine Kelly,CB,0.2190711060948081,2018.0,jermaine kelly,,jermaine kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titans,00-0031597,0.0,Titans,-0.04,56.30%,Tye Smith,CB,0.2217832957110609,2018.0,tye smith,tye smith,tye smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
