Team,Year,Cap_Space,adjusted_value,snap_counts_defense,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,assists,tackles,tackles_for_loss,stops,interceptions,interception_touchdowns,missed_tackles,pass_break_ups,penalties,declined_penalties,forced_fumbles,fumble_recoveries,receptions,targets,touchdowns,yards,player_game_count,Net EPA,Win %,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,missed_tackle_rate,qb_rating_against
Patriots,2012,4.779746268656716,786.0417202342119,3166.0,2084.0,371.0,2047.0,196.0,26.0,198.0,6.0,47.0,14.0,0.0,29.0,15.0,9.0,1.0,3.0,4.0,105.0,181.0,14.0,1347.0,69.0,0.22,72.20%,66.0,67.22,57.279999999999994,65.82000000000001,18.740000000000002,90.00000000000001
Raiders,2012,8.120854063018243,505.7893010945471,1966.0,1411.0,440.0,1101.0,94.0,28.0,150.0,5.0,43.0,3.0,0.0,22.0,5.0,6.0,1.0,0.0,0.0,58.0,81.0,9.0,637.0,45.0,-0.12,25.00%,49.23333333333333,58.833333333333336,73.60000000000001,74.46666666666667,11.1,115.03333333333332
Rams,2012,5.313155887230514,0.0,2141.0,1373.0,602.0,1233.0,152.0,27.0,149.0,6.0,50.0,1.0,0.0,30.0,3.0,3.0,0.0,5.0,1.0,55.0,78.0,1.0,773.0,39.0,-0.03,46.70%,64.375,69.55,53.1,65.46666666666667,14.633333333333335,62.025000000000006
Ravens,2012,12.531155887230515,260.73950514880977,1606.0,992.0,450.0,881.0,142.0,20.0,108.0,5.0,36.0,1.0,0.0,19.0,2.0,8.0,0.0,1.0,0.0,39.0,60.0,1.0,406.0,38.0,0.02,70.00%,58.4,63.225,57.7,71.075,7.8,63.025000000000006
Saints,2012,8.824619402985075,445.5681783370534,2565.0,1677.0,657.0,1535.0,222.0,32.0,202.0,6.0,44.0,6.0,1.0,40.0,15.0,8.0,0.0,2.0,2.0,83.0,128.0,6.0,1140.0,47.0,-0.02,43.80%,58.574999999999996,60.8,61.725,65.6,12.1,60.7
Seahawks,2012,3.760370646766169,577.7853094997937,2353.0,1478.0,653.0,1478.0,211.0,30.0,142.0,5.0,52.0,5.0,1.0,30.0,5.0,5.0,0.0,3.0,1.0,74.0,107.0,5.0,722.0,60.0,0.18,66.70%,61.35999999999999,65.85999999999999,66.48,70.6,6.34,95.47999999999999
Steelers,2012,13.801133499170811,111.38848725302685,2016.0,1352.0,435.0,1185.0,219.0,32.0,160.0,5.0,48.0,3.0,0.0,30.0,6.0,4.0,0.0,3.0,1.0,42.0,69.0,4.0,342.0,51.0,0.05,50.00%,66.56,68.52000000000001,48.96,65.34,15.540000000000001,76.24
Texans,2012,6.625003316749585,316.4146688338182,2766.0,1631.0,724.0,1766.0,361.0,31.0,180.0,11.0,50.0,5.0,1.0,18.0,17.0,8.0,2.0,5.0,2.0,87.0,141.0,13.0,1115.0,58.0,0.17,72.20%,55.875,58.06,51.44,78.425,6.800000000000001,71.44
Titans,2012,5.3669154228855716,258.758792649141,2157.0,1617.0,412.0,1254.0,108.0,21.0,140.0,2.0,38.0,6.0,0.0,38.0,4.0,8.0,0.0,3.0,0.0,57.0,89.0,12.0,837.0,43.0,-0.15,37.50%,47.76666666666667,52.46666666666667,44.0,45.0,22.866666666666664,101.89999999999999
Vikings,2012,3.3014950248756216,651.2440413991266,2397.0,2014.0,300.0,1512.0,71.0,21.0,167.0,7.0,46.0,3.0,2.0,24.0,10.0,7.0,1.0,5.0,2.0,37.0,72.0,8.0,473.0,50.0,-0.01,58.80%,61.849999999999994,62.7,47.7,72.85,9.2,61.2
49ers,2013,8.654493527508091,579.3438523367103,2517.0,2159.0,221.0,1553.0,113.0,33.0,151.0,3.0,36.0,7.0,0.0,21.0,11.0,7.0,1.0,2.0,2.0,71.0,113.0,4.0,937.0,60.0,0.09,73.70%,68.075,68.075,59.375,80.1,5.575,93.525
Bears,2013,2.9877362459546926,270.28130026832855,2085.0,1503.0,450.0,1109.0,107.0,27.0,180.0,1.0,37.0,4.0,1.0,35.0,2.0,3.0,0.0,2.0,0.0,52.0,77.0,9.0,1029.0,40.0,0.0,50.00%,45.833333333333336,40.86666666666667,82.93333333333334,61.79999999999999,17.099999999999998,120.33333333333333
Bengals,2013,5.089902912621359,528.9137759431227,2330.0,1608.0,491.0,1446.0,220.0,14.0,126.0,5.0,39.0,3.0,0.0,22.0,9.0,3.0,0.0,3.0,3.0,48.0,81.0,7.0,562.0,43.0,0.14,64.70%,65.25,67.225,70.075,65.475,10.075,68.65
Bills,2013,8.542316343042073,705.271658414566,2933.0,1444.0,841.0,1717.0,332.0,29.0,182.0,5.0,52.0,13.0,1.0,28.0,16.0,11.0,1.0,2.0,1.0,86.0,146.0,10.0,1021.0,62.0,0.02,37.50%,67.46000000000001,67.12,47.660000000000004,68.22,10.12,77.56
Broncos,2013,5.89660355987055,599.0631162751345,2984.0,2017.0,640.0,1928.0,273.0,38.0,197.0,4.0,46.0,3.0,0.0,25.0,8.0,11.0,2.0,3.0,3.0,95.0,142.0,10.0,1332.0,83.0,0.21,79.00%,53.666666666666664,54.93333333333333,54.85,69.21666666666667,11.683333333333332,113.75
Browns,2013,1.8191302588996763,234.90003256628472,2215.0,1283.0,711.0,1310.0,174.0,29.0,173.0,12.0,71.0,7.0,2.0,30.0,6.0,6.0,0.0,0.0,1.0,49.0,83.0,2.0,535.0,33.0,-0.06,25.00%,65.76666666666667,69.03333333333333,65.23333333333333,70.15,13.1,40.1
Buccaneers,2013,7.942631067961164,74.93307336253048,1352.0,978.0,256.0,801.0,112.0,24.0,90.0,3.0,26.0,4.0,0.0,19.0,5.0,7.0,0.0,2.0,2.0,31.0,53.0,6.0,438.0,36.0,-0.1,25.00%,66.0,64.5,27.633333333333336,70.93333333333334,9.166666666666666,60.833333333333336
Cardinals,2013,2.301630258899676,278.2332986638735,1889.0,1092.0,583.0,1244.0,168.0,24.0,124.0,6.0,36.0,5.0,0.0,15.0,9.0,4.0,0.0,0.0,0.0,62.0,96.0,9.0,663.0,36.0,0.07,62.50%,64.60000000000001,66.86666666666667,60.6,73.26666666666667,9.5,89.7
Chargers,2013,9.296468446601942,526.5945737470104,2929.0,1585.0,864.0,1876.0,435.0,49.0,204.0,7.0,65.0,4.0,0.0,29.0,12.0,6.0,1.0,2.0,5.0,96.0,141.0,5.0,892.0,66.0,0.05,55.60%,69.725,71.225,81.2,78.5,8.15,86.825
Chiefs,2013,10.99781796116505,674.6234466925354,3178.0,1735.0,1021.0,2023.0,369.0,34.0,173.0,11.0,73.0,11.0,3.0,31.0,14.0,11.0,3.0,2.0,2.0,101.0,161.0,7.0,1068.0,67.0,0.07,64.70%,65.9,66.875,50.025,67.925,13.55,69.525
Colts,2013,11.675946601941748,446.6056077814196,2386.0,1568.0,528.0,1360.0,261.0,42.0,200.0,6.0,61.0,2.0,0.0,33.0,6.0,3.0,0.0,0.0,1.0,57.0,81.0,6.0,706.0,47.0,0.02,66.70%,57.34000000000001,58.620000000000005,65.86,64.1,14.8,95.36
Commanders,2013,3.555687702265372,226.7546679227363,1597.0,1045.0,445.0,854.0,97.0,22.0,147.0,5.0,55.0,4.0,0.0,39.0,1.0,3.0,1.0,1.0,1.0,43.0,62.0,5.0,570.0,49.0,-0.09,18.80%,54.2,53.96,67.5,57.42,11.8,86.47999999999999
Cowboys,2013,2.6281699029126213,152.08034132056733,2153.0,1516.0,478.0,1308.0,142.0,25.0,185.0,4.0,46.0,2.0,0.0,25.0,3.0,7.0,1.0,4.0,2.0,72.0,97.0,5.0,874.0,45.0,0.0,50.00%,53.260000000000005,59.02,60.160000000000004,75.4,6.68,65.8
Dolphins,2013,4.525575242718446,107.33788944879367,2300.0,1545.0,531.0,1293.0,211.0,29.0,151.0,4.0,42.0,3.0,1.0,24.0,9.0,3.0,0.0,0.0,0.0,51.0,72.0,5.0,626.0,33.0,-0.06,50.00%,70.33333333333333,70.7,66.43333333333334,73.8,8.0,75.93333333333334
Eagles,2013,5.627703883495146,506.8302402176431,2621.0,1594.0,629.0,1610.0,375.0,35.0,164.0,3.0,30.0,2.0,0.0,28.0,8.0,3.0,0.0,0.0,1.0,79.0,121.0,9.0,1018.0,53.0,0.11,58.80%,56.550000000000004,59.15,79.13333333333334,66.56666666666666,16.849999999999998,78.93333333333334
Falcons,2013,5.871173948220064,237.57299854790293,2090.0,1430.0,506.0,1153.0,122.0,22.0,129.0,6.0,35.0,3.0,0.0,34.0,5.0,4.0,0.0,2.0,3.0,58.0,82.0,9.0,766.0,38.0,-0.1,25.00%,54.825,55.5,61.7,42.800000000000004,21.23333333333333,88.05
Giants,2013,8.647954692556635,199.03358956424708,2551.0,1486.0,619.0,1504.0,422.0,30.0,184.0,6.0,66.0,9.0,1.0,21.0,2.0,7.0,1.0,3.0,3.0,79.0,123.0,5.0,764.0,43.0,-0.09,43.80%,71.725,71.475,56.975,64.8,31.099999999999998,54.55
Jaguars,2013,2.4825169902912623,612.9529819972971,2154.0,1521.0,487.0,1216.0,136.0,29.0,154.0,1.0,38.0,1.0,0.0,33.0,5.0,9.0,0.0,3.0,0.0,61.0,91.0,13.0,838.0,49.0,-0.24,25.00%,45.025000000000006,48.125,46.55,52.45,22.775000000000002,125.8
Jets,2013,2.0615800970873783,265.93425258164746,1421.0,847.0,428.0,829.0,136.0,15.0,97.0,3.0,32.0,1.0,0.0,13.0,3.0,2.0,0.0,1.0,0.0,35.0,60.0,5.0,465.0,40.0,-0.1,50.00%,59.86666666666667,66.39999999999999,74.06666666666666,66.0,12.6,103.16666666666667
Lions,2013,4.576035598705501,441.41014275564737,2045.0,1485.0,429.0,1273.0,123.0,22.0,101.0,5.0,39.0,6.0,0.0,22.0,7.0,4.0,1.0,1.0,1.0,32.0,66.0,4.0,532.0,37.0,0.03,43.80%,67.525,67.175,53.025000000000006,67.2,10.333333333333334,54.2
Packers,2013,4.113108414239482,185.57804754031002,2120.0,1427.0,512.0,1247.0,166.0,36.0,157.0,5.0,46.0,0.0,0.0,26.0,7.0,2.0,0.0,0.0,4.0,48.0,66.0,10.0,644.0,51.0,-0.04,50.00%,56.225,59.05,82.1,65.975,14.425,107.075
Panthers,2013,5.042356796116504,286.4351770967689,2148.0,1465.0,489.0,1343.0,169.0,21.0,120.0,2.0,38.0,7.0,0.0,31.0,10.0,4.0,0.0,4.0,2.0,60.0,94.0,8.0,660.0,49.0,0.15,70.60%,65.28,64.34,64.3,52.620000000000005,32.8,65.9
Patriots,2013,4.897547734627832,639.149945462303,2585.0,2100.0,324.0,1577.0,108.0,27.0,163.0,2.0,41.0,4.0,1.0,23.0,9.0,4.0,1.0,2.0,1.0,63.0,100.0,6.0,803.0,53.0,0.02,72.20%,69.35,71.75,81.825,74.375,8.75,74.225
Raiders,2013,5.449029126213592,143.03390401837504,1352.0,1070.0,191.0,774.0,77.0,13.0,103.0,3.0,31.0,2.0,0.0,17.0,4.0,0.0,0.0,2.0,3.0,36.0,45.0,3.0,390.0,32.0,-0.13,25.00%,64.825,68.95,78.55,70.5,8.675,66.325
Rams,2013,2.7478729773462782,187.1181648255318,2396.0,1473.0,509.0,1439.0,387.0,18.0,153.0,8.0,48.0,4.0,1.0,41.0,8.0,2.0,0.0,2.0,3.0,69.0,105.0,5.0,825.0,46.0,-0.05,43.80%,58.3,56.625,63.525000000000006,48.3,19.425,90.175
Ravens,2013,5.289984627831715,334.5532536512612,2095.0,1456.0,437.0,1202.0,180.0,23.0,141.0,10.0,46.0,4.0,0.0,30.0,4.0,4.0,0.0,2.0,3.0,51.0,78.0,3.0,766.0,37.0,-0.09,50.00%,52.375,55.75,72.05,49.0,43.199999999999996,46.1
Saints,2013,8.058724919093851,844.8200109172574,2805.0,1337.0,705.0,1657.0,715.0,34.0,200.0,12.0,69.0,4.0,0.0,26.0,11.0,9.0,0.0,3.0,2.0,95.0,140.0,5.0,1143.0,56.0,0.16,66.70%,64.6,64.625,36.7,78.3,8.75,90.1
Seahawks,2013,7.200045307443366,483.21871502292447,2489.0,1633.0,592.0,1552.0,242.0,39.0,194.0,4.0,61.0,10.0,0.0,24.0,7.0,10.0,0.0,3.0,0.0,67.0,102.0,7.0,729.0,53.0,0.22,84.20%,73.775,70.9,53.974999999999994,74.9,10.825,104.92500000000001
Steelers,2013,13.430026699029128,166.50715107298294,2720.0,1533.0,868.0,1659.0,293.0,34.0,170.0,6.0,57.0,6.0,1.0,32.0,9.0,7.0,0.0,7.0,3.0,68.0,112.0,7.0,1000.0,51.0,-0.01,50.00%,64.325,62.85,56.575,67.65,10.774999999999999,92.15
Texans,2013,5.875038025889967,341.236612818144,2037.0,1126.0,689.0,1147.0,166.0,18.0,146.0,8.0,58.0,2.0,0.0,30.0,9.0,8.0,1.0,1.0,0.0,55.0,87.0,2.0,683.0,47.0,-0.13,12.50%,64.975,63.025,46.1,64.1,13.325000000000001,89.82499999999999
Titans,2013,8.299546116504855,258.2615171661762,2371.0,1406.0,744.0,1378.0,181.0,25.0,172.0,7.0,56.0,5.0,0.0,20.0,9.0,7.0,1.0,1.0,1.0,72.0,103.0,5.0,835.0,49.0,0.03,43.80%,61.925000000000004,65.725,56.225,77.4,7.225,63.949999999999996
Vikings,2013,5.162368932038834,589.2699769308892,2648.0,1764.0,441.0,1691.0,398.0,39.0,226.0,8.0,73.0,3.0,0.0,38.0,4.0,7.0,0.0,2.0,2.0,84.0,117.0,11.0,799.0,53.0,-0.11,33.30%,56.239999999999995,58.239999999999995,52.6,62.239999999999995,13.919999999999998,105.8
49ers,2014,6.211472932330827,713.8123230581318,2108.0,1542.0,366.0,1303.0,182.0,25.0,130.0,4.0,44.0,8.0,1.0,22.0,6.0,7.0,0.0,2.0,0.0,47.0,77.0,7.0,549.0,45.0,-0.03,50.00%,67.475,66.925,61.150000000000006,67.06666666666666,13.700000000000001,58.6
Bears,2014,3.1678293233082706,189.30964005542523,2080.0,1417.0,439.0,1253.0,204.0,36.0,159.0,0.0,38.0,8.0,1.0,23.0,0.0,3.0,1.0,1.0,2.0,52.0,78.0,9.0,663.0,47.0,-0.15,31.30%,61.4,63.125,72.85,74.725,11.274999999999999,83.375
Bengals,2014,4.912827819548872,440.51264798606564,2441.0,1603.0,571.0,1426.0,230.0,22.0,146.0,6.0,42.0,7.0,0.0,20.0,13.0,6.0,1.0,0.0,1.0,47.0,87.0,2.0,597.0,54.0,0.01,62.50%,66.875,65.475,66.175,61.95,7.233333333333334,45.775
Bills,2014,7.14941954887218,524.8409604062409,2205.0,1303.0,524.0,1358.0,343.0,30.0,141.0,7.0,38.0,7.0,0.0,25.0,5.0,7.0,0.0,1.0,3.0,52.0,82.0,3.0,697.0,52.0,0.05,56.30%,56.5,59.675,73.125,57.875,14.5,75.55
Broncos,2014,5.887013533834587,634.6778970511483,2658.0,1689.0,663.0,1822.0,271.0,29.0,146.0,6.0,51.0,8.0,0.0,35.0,6.0,7.0,0.0,5.0,1.0,99.0,135.0,10.0,910.0,52.0,0.18,70.60%,66.14,67.6,83.34,65.53999999999999,10.76,85.94
Browns,2014,4.425187969924812,138.74255418991547,2545.0,1598.0,593.0,1481.0,310.0,35.0,144.0,4.0,41.0,9.0,1.0,25.0,4.0,2.0,0.0,3.0,0.0,52.0,73.0,1.0,563.0,52.0,-0.02,43.80%,74.65,76.675,72.1,70.65,11.275,68.57499999999999
Buccaneers,2014,8.067781954887218,171.30880910352974,1797.0,1254.0,347.0,1023.0,166.0,16.0,147.0,4.0,39.0,2.0,0.0,38.0,7.0,4.0,3.0,0.0,1.0,53.0,80.0,7.0,726.0,47.0,-0.12,12.50%,58.775,60.474999999999994,73.8,62.65,13.875,86.775
Cardinals,2014,2.611882706766917,248.11229054570634,2306.0,1249.0,721.0,1397.0,295.0,25.0,195.0,9.0,69.0,5.0,2.0,36.0,6.0,4.0,0.0,1.0,3.0,81.0,110.0,4.0,1121.0,48.0,0.01,64.70%,56.833333333333336,59.599999999999994,72.0,63.93333333333334,14.166666666666666,97.3
Chargers,2014,9.788733834586466,322.49634078282304,2607.0,1145.0,823.0,1558.0,596.0,36.0,187.0,9.0,67.0,2.0,0.0,16.0,7.0,12.0,3.0,6.0,2.0,79.0,116.0,5.0,815.0,55.0,0.02,56.30%,68.25,71.175,69.0,75.575,7.975,85.5
Chiefs,2014,11.49888947368421,581.2530717327832,2878.0,1363.0,815.0,1796.0,372.0,37.0,214.0,3.0,53.0,5.0,1.0,44.0,16.0,8.0,1.0,2.0,1.0,103.0,164.0,5.0,1099.0,68.0,0.05,56.30%,67.31666666666666,63.25,67.39999999999999,57.46666666666667,28.349999999999998,70.36666666666666
Colts,2014,7.834586466165414,308.12312349744616,2396.0,1567.0,526.0,1393.0,260.0,37.0,163.0,5.0,39.0,5.0,0.0,22.0,9.0,4.0,1.0,2.0,3.0,61.0,100.0,4.0,648.0,56.0,0.08,68.40%,69.0,70.1,84.975,76.225,7.8,58.025
Commanders,2014,2.010835338345865,136.43172440217305,1715.0,1142.0,377.0,996.0,174.0,28.0,127.0,5.0,46.0,2.0,0.0,31.0,5.0,3.0,0.0,3.0,3.0,40.0,61.0,6.0,522.0,36.0,-0.16,25.00%,54.900000000000006,55.599999999999994,70.65,62.20000000000001,12.766666666666666,71.575
Cowboys,2014,2.8023932330827064,137.6079833745296,2341.0,1808.0,358.0,1448.0,139.0,31.0,185.0,3.0,56.0,5.0,0.0,38.0,4.0,9.0,1.0,3.0,3.0,56.0,85.0,4.0,647.0,59.0,0.13,72.20%,56.0,56.45,82.55,59.025000000000006,15.775,76.525
Dolphins,2014,6.956818796992481,304.6933440675392,2573.0,1367.0,534.0,1482.0,599.0,21.0,202.0,8.0,71.0,6.0,1.0,27.0,7.0,8.0,2.0,0.0,2.0,66.0,92.0,7.0,677.0,57.0,0.01,50.00%,64.5,66.05714285714285,68.14285714285714,67.53333333333333,10.416666666666666,61.271428571428565
Eagles,2014,6.305749624060151,680.0387935551357,2371.0,1282.0,610.0,1416.0,459.0,23.0,126.0,4.0,25.0,7.0,1.0,22.0,14.0,6.0,0.0,2.0,4.0,65.0,102.0,11.0,998.0,44.0,0.0,62.50%,56.166666666666664,57.1,68.85,65.28,15.14,78.43333333333334
Falcons,2014,5.050421804511279,293.27701250585744,2378.0,1230.0,716.0,1405.0,397.0,43.0,188.0,5.0,39.0,6.0,1.0,30.0,3.0,3.0,0.0,4.0,2.0,95.0,139.0,7.0,1400.0,47.0,-0.05,37.50%,51.67999999999999,53.5,83.94,55.779999999999994,18.619999999999997,95.28
Giants,2014,12.382105263157893,263.7307418455748,2286.0,1284.0,684.0,1345.0,285.0,22.0,146.0,3.0,49.0,7.0,0.0,32.0,7.0,8.0,1.0,2.0,1.0,61.0,94.0,7.0,937.0,51.0,-0.02,37.50%,57.425000000000004,57.525,59.025,66.15,11.7,74.975
Jaguars,2014,2.0023353383458646,428.5200125123323,2091.0,1302.0,505.0,1174.0,264.0,37.0,175.0,6.0,53.0,1.0,0.0,47.0,5.0,1.0,0.0,1.0,2.0,52.0,76.0,6.0,762.0,40.0,-0.19,18.80%,57.36666666666667,58.43333333333334,59.199999999999996,43.96666666666667,20.633333333333333,114.73333333333333
Jets,2014,3.008545864661654,598.4425086267032,2008.0,1313.0,365.0,1182.0,319.0,31.0,132.0,4.0,47.0,2.0,0.0,24.0,3.0,1.0,1.0,1.0,1.0,50.0,73.0,5.0,387.0,45.0,-0.12,25.00%,73.96666666666665,76.76666666666667,68.8,66.5,14.766666666666666,89.36666666666667
Lions,2014,3.9454887218045114,73.06646659414085,2421.0,1733.0,325.0,1559.0,351.0,31.0,159.0,11.0,53.0,11.0,0.0,33.0,9.0,7.0,0.0,3.0,2.0,71.0,106.0,8.0,748.0,51.0,0.1,64.70%,75.725,75.2,50.375,65.725,14.075,92.725
Packers,2014,5.682998496240602,559.0795032477249,3068.0,1564.0,803.0,1823.0,636.0,49.0,234.0,8.0,79.0,7.0,0.0,33.0,10.0,6.0,1.0,1.0,1.0,94.0,142.0,8.0,1084.0,67.0,0.17,72.20%,60.075,64.42500000000001,75.0,76.65,10.25,89.7
Panthers,2014,3.11193007518797,209.06940262123723,2147.0,1484.0,502.0,1298.0,139.0,19.0,113.0,0.0,34.0,7.0,2.0,18.0,6.0,5.0,0.0,1.0,0.0,36.0,68.0,6.0,525.0,41.0,-0.01,47.10%,59.26666666666667,61.300000000000004,58.76666666666667,68.36666666666666,11.299999999999999,76.0
Patriots,2014,6.438635338345864,729.4220557891712,2714.0,1593.0,672.0,1704.0,366.0,27.0,168.0,5.0,55.0,6.0,0.0,21.0,10.0,5.0,0.0,1.0,1.0,66.0,108.0,8.0,731.0,80.0,0.11,79.00%,75.26,78.22,62.8,79.16,6.44,68.9
Raiders,2014,9.8652,255.88980445310432,1680.0,1071.0,412.0,913.0,176.0,39.0,140.0,3.0,48.0,4.0,0.0,32.0,5.0,1.0,1.0,1.0,1.0,44.0,62.0,4.0,621.0,32.0,-0.21,18.80%,60.239999999999995,64.6,80.96000000000001,66.1,15.75,75.42
Rams,2014,2.404354135338346,530.483583416287,2090.0,1380.0,516.0,1215.0,165.0,22.0,156.0,10.0,63.0,3.0,0.0,25.0,5.0,4.0,0.0,2.0,4.0,67.0,92.0,8.0,795.0,37.0,-0.05,37.50%,68.46666666666667,70.8,76.36666666666667,73.33333333333333,8.666666666666666,73.3
Ravens,2014,3.6801563909774435,439.300979004109,2900.0,1708.0,464.0,1859.0,636.0,31.0,160.0,7.0,49.0,4.0,1.0,39.0,9.0,7.0,2.0,2.0,3.0,84.0,136.0,8.0,1154.0,81.0,0.07,61.10%,61.63333333333333,64.38333333333334,79.75,62.85,13.333333333333334,89.83333333333333
Saints,2014,6.525333082706767,608.8862423966742,1929.0,1120.0,521.0,1094.0,257.0,21.0,136.0,7.0,39.0,2.0,0.0,33.0,5.0,14.0,2.0,2.0,0.0,48.0,76.0,4.0,692.0,47.0,-0.04,43.80%,56.349999999999994,55.583333333333336,54.25,54.56666666666666,16.233333333333334,87.8
Seahawks,2014,11.444616541353383,368.85594349178064,2402.0,1512.0,608.0,1482.0,230.0,31.0,198.0,5.0,71.0,3.0,1.0,37.0,10.0,2.0,0.0,4.0,1.0,74.0,110.0,7.0,646.0,46.0,0.21,73.70%,71.8,71.85,84.225,63.35,14.675,98.525
Steelers,2014,7.821394736842104,262.52920721463886,2095.0,1271.0,566.0,1276.0,227.0,29.0,138.0,7.0,42.0,0.0,0.0,25.0,1.0,14.0,4.0,4.0,1.0,50.0,65.0,4.0,584.0,48.0,0.05,64.70%,57.44,58.46,35.379999999999995,65.10000000000001,13.566666666666668,72.1
Texans,2014,2.4881857142857142,320.822766306211,2734.0,1495.0,970.0,1705.0,253.0,33.0,149.0,8.0,41.0,4.0,1.0,32.0,6.0,3.0,0.0,6.0,2.0,69.0,118.0,6.0,836.0,54.0,0.11,56.30%,63.5,65.175,80.60000000000001,66.2,15.5,69.65
Titans,2014,10.58788872180451,288.19087471315345,2565.0,1216.0,1138.0,1382.0,175.0,41.0,188.0,10.0,75.0,4.0,0.0,32.0,7.0,10.0,2.0,0.0,0.0,63.0,92.0,8.0,636.0,48.0,-0.16,12.50%,57.55,54.8,32.425000000000004,62.875,13.45,98.325
Vikings,2014,2.921242105263158,377.4194751664077,2175.0,1483.0,466.0,1231.0,207.0,43.0,179.0,5.0,58.0,6.0,1.0,17.0,4.0,7.0,3.0,2.0,1.0,45.0,71.0,5.0,649.0,43.0,-0.04,43.80%,65.7,75.125,83.55,84.775,6.3,75.95
49ers,2015,6.98878489670575,895.207711828985,2270.0,1756.0,324.0,1271.0,92.0,25.0,138.0,4.0,38.0,1.0,0.0,31.0,11.0,4.0,0.0,2.0,0.0,70.0,96.0,6.0,865.0,38.0,-0.15,31.30%,54.76666666666667,60.666666666666664,52.79999999999999,66.36666666666666,14.666666666666666,119.7
Bears,2015,0.6484617532104968,135.67142311758926,360.0,272.0,50.0,205.0,32.0,2.0,19.0,0.0,6.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,123.0,12.0,-0.07,37.50%,57.75,61.35,76.85,59.0,19.2,79.15
Bengals,2015,5.276883724176438,270.8772397134504,2330.0,1722.0,302.0,1540.0,188.0,22.0,132.0,7.0,39.0,11.0,0.0,24.0,11.0,4.0,0.0,1.0,3.0,42.0,75.0,5.0,565.0,51.0,0.12,70.60%,71.725,70.225,63.975,57.400000000000006,15.65,53.55
Bills,2015,7.040454355108878,393.8632053158263,2145.0,1171.0,481.0,1285.0,360.0,29.0,164.0,6.0,56.0,4.0,1.0,18.0,9.0,7.0,2.0,1.0,2.0,67.0,96.0,14.0,862.0,51.0,0.02,50.00%,57.96,63.459999999999994,57.660000000000004,59.9,13.45,87.0
Broncos,2015,8.392710776102735,340.1351623342509,2918.0,1627.0,767.0,1921.0,313.0,26.0,179.0,8.0,67.0,7.0,0.0,39.0,16.0,13.0,1.0,6.0,3.0,97.0,149.0,6.0,1233.0,67.0,0.1,79.00%,62.0,61.95000000000001,49.583333333333336,58.98333333333333,10.85,84.05
Browns,2015,7.444823422668901,215.44948341301213,2171.0,1300.0,480.0,1230.0,262.0,27.0,154.0,6.0,51.0,4.0,0.0,34.0,6.0,2.0,0.0,1.0,1.0,48.0,72.0,8.0,594.0,46.0,-0.14,18.80%,62.075,63.325,72.9,59.574999999999996,13.8,98.575
Buccaneers,2015,2.80928950307091,202.0175767019831,2117.0,1423.0,283.0,1188.0,219.0,27.0,191.0,9.0,42.0,4.0,0.0,29.0,10.0,8.0,1.0,2.0,0.0,43.0,68.0,5.0,437.0,52.0,-0.03,37.50%,58.074999999999996,60.925,63.975,70.17500000000001,10.75,95.775
Cardinals,2015,2.6541966778336126,382.57635870032175,2177.0,1350.0,459.0,1354.0,205.0,31.0,152.0,8.0,44.0,8.0,1.0,23.0,8.0,1.0,0.0,4.0,3.0,60.0,91.0,9.0,886.0,52.0,0.22,77.80%,57.225,59.275000000000006,83.325,63.95,10.2,109.125
Chargers,2015,8.483269821328868,109.93459864592465,1534.0,824.0,433.0,897.0,178.0,28.0,115.0,3.0,32.0,0.0,0.0,24.0,10.0,4.0,0.0,0.0,2.0,41.0,59.0,3.0,456.0,38.0,-0.06,25.00%,61.025000000000006,60.449999999999996,59.15,58.53333333333333,17.733333333333334,68.575
Chiefs,2015,9.743299832495811,475.10778921747357,3572.0,1456.0,809.0,2470.0,1095.0,34.0,227.0,6.0,84.0,7.0,1.0,38.0,19.0,7.0,1.0,1.0,1.0,149.0,230.0,9.0,1569.0,77.0,0.12,66.70%,66.4,66.32,60.760000000000005,67.06,11.98,88.58
Colts,2015,5.694082914572864,264.2036066509395,2342.0,1361.0,524.0,1395.0,310.0,19.0,149.0,5.0,47.0,9.0,2.0,24.0,5.0,5.0,1.0,3.0,2.0,78.0,104.0,2.0,994.0,54.0,-0.11,50.00%,56.64,59.0,69.66,60.45,12.825000000000001,70.82000000000001
Commanders,2015,4.673727666108319,60.97856856548863,1845.0,1016.0,346.0,1130.0,423.0,26.0,146.0,3.0,56.0,1.0,1.0,35.0,5.0,4.0,1.0,2.0,2.0,69.0,96.0,6.0,690.0,41.0,0.01,52.90%,56.1,61.1,75.25,58.425,12.0,89.10000000000001
Cowboys,2015,3.665679089893914,124.5128523777446,1897.0,1194.0,377.0,1078.0,172.0,29.0,142.0,5.0,55.0,3.0,0.0,37.0,2.0,6.0,0.0,1.0,0.0,61.0,72.0,4.0,626.0,46.0,-0.12,25.00%,56.55,61.849999999999994,75.625,58.150000000000006,12.95,62.725
Dolphins,2015,6.327085427135678,106.15785109035487,2366.0,1470.0,477.0,1289.0,258.0,36.0,195.0,8.0,67.0,5.0,2.0,32.0,5.0,3.0,0.0,0.0,1.0,62.0,95.0,9.0,671.0,49.0,-0.1,37.50%,60.625,63.0,68.95,64.2,14.5,87.675
